sessionid,tt_s,distance_m,slope_pct,speed_kmph,power_w,heartrate_bpm,frequency_ppm,cycle,thrust_left_ms,thrust_right_ms,impulse_left_ns,impulse_right_ns,force_meanl_n,force_meanr_n,f_tot_mean_n,treadmill_force_n,altitude_m,latitude_deg,longitude_deg,usernote = BIA24-22WR,Sport,ns1:Id,StartTime,ns1:TotalTimeSeconds,ns1:DistanceMeters,ns1:MaximumSpeed,ns1:Calories,ns1:Value,ns1:Value2,ns1:Intensity,ns1:TriggerMethod,ns1:Time,ns1:AltitudeMeters,ns1:DistanceMeters3,ns1:Value4,ns2:Speed,ns2:RunCadence,ns2:Watts,ns1:LatitudeDegrees,ns1:LongitudeDegrees,ns2:AvgSpeed,ns2:AvgRunCadence,ns2:MaxRunCadence,ns2:AvgWatts,ns2:MaxWatts,ns1:Name,ns1:UnitId,ns1:ProductID,ns1:VersionMajor,ns1:VersionMinor,ns1:BuildMajor,ns1:BuildMinor,ns1:Name5,ns1:VersionMajor6,ns1:VersionMinor7,ns1:BuildMajor8,ns1:BuildMinor9,ns1:LangID,ns1:PartNumber,Unnamed: 39,Unnamed: 40,Unnamed: 41,RowColor,Lap,Gear
2478,2024-09-19 08:28:57,49.07,0.0,20.1,223.0,0.0,65.0,14.0,270.0,230.0,35.5,35.0,33.0,35.0,68.0,0.0,369.0,63.19044565781951,14.658131785690784,,Running,2024-09-19T06:53:49.000Z,2024-09-19T08:16:03.000Z,838.876,1000.0,5.39300012588501,32.0,111.0,153.0,Active,Manual,2024-09-19 08:28:58,363.0,15672.0703125,117.0,3.434000015258789,38.0,330.0,63.190391175448895,14.658023994415998,1.1920000314712524,14.0,126.0,75.0,539.0,Forerunner 955,3474075110.0,4024.0,17.0,28.0,0.0,0.0,Connect Api,0.0,0.0,0.0,0.0,en,006-D2449-00,,159.9674185463659,171.0,FFFFFF,1,2.0H
2478,2024-09-19 08:28:58,54.23,0.0,19.4,201.0,0.0,65.0,15.0,240.0,200.0,25.6,25.4,30.0,32.0,62.0,0.0,370.0,63.19047004915774,14.658219376578929,,Running,2024-09-19T06:53:49.000Z,2024-09-19T08:16:03.000Z,838.876,1000.0,5.39300012588501,32.0,111.0,153.0,Active,Manual,2024-09-19 08:28:58,363.0,15672.0703125,117.0,3.434000015258789,38.0,330.0,63.190391175448895,14.658023994415998,1.1920000314712524,14.0,126.0,75.0,539.0,Forerunner 955,3474075110.0,4024.0,17.0,28.0,0.0,0.0,Connect Api,0.0,0.0,0.0,0.0,en,006-D2449-00,,159.9674185463659,171.0,FFFFFF,1,2.0H
2478,2024-09-19 08:28:59,59.85,0.0,19.7,190.0,0.0,62.0,16.0,230.0,220.0,27.2,32.3,28.0,30.0,58.0,0.0,370.0,63.19049645215273,14.65831484645605,,Running,2024-09-19T06:53:49.000Z,2024-09-19T08:16:03.000Z,838.876,1000.0,5.39300012588501,32.0,111.0,153.0,Active,Manual,2024-09-19 08:28:59,363.0,15677.650390625,117.0,3.7980000972747803,38.0,361.0,63.190417075529695,14.658107478171587,1.1920000314712524,14.0,126.0,75.0,539.0,Forerunner 955,3474075110.0,4024.0,17.0,28.0,0.0,0.0,Connect Api,0.0,0.0,0.0,0.0,en,006-D2449-00,,,,FFFFFF,1,2.0H
2478,2024-09-19 08:29:00,64.89,0.0,19.3,178.0,0.0,62.0,17.0,210.0,190.0,24.3,23.0,26.0,29.0,55.0,0.0,370.0,63.19052495062351,14.65839304961264,,Running,2024-09-19T06:53:49.000Z,2024-09-19T08:16:03.000Z,838.876,1000.0,5.39300012588501,32.0,111.0,153.0,Active,Manual,2024-09-19 08:29:00,363.0,15682.5302734375,118.0,4.451000213623047,36.0,415.0,63.1904461607337,14.6581965778023,1.1920000314712524,14.0,126.0,75.0,539.0,Forerunner 955,3474075110.0,4024.0,17.0,28.0,0.0,0.0,Connect Api,0.0,0.0,0.0,0.0,en,006-D2449-00,,,,FFFFFF,1,3.0
2478,2024-09-19 08:29:01,70.43,0.0,19.8,177.0,0.0,62.0,18.0,220.0,220.0,24.2,30.2,26.0,28.0,54.0,0.0,370.0,63.19055512547493,14.65848089195788,,Running,2024-09-19T06:53:49.000Z,2024-09-19T08:16:03.000Z,838.876,1000.0,5.39300012588501,32.0,111.0,153.0,Active,Manual,2024-09-19 08:29:01,363.0,15688.0,120.0,4.861000061035156,34.0,433.0,63.190471390262246,14.658282827585936,1.1920000314712524,14.0,126.0,75.0,539.0,Forerunner 955,3474075110.0,4024.0,17.0,28.0,0.0,0.0,Connect Api,0.0,0.0,0.0,0.0,en,006-D2449-00,,,,FFFFFF,1,3.0
2478,2024-09-19 08:29:02,75.27,0.0,19.8,171.0,0.0,61.0,19.0,230.0,200.0,24.8,23.7,25.0,27.0,52.0,0.0,370.0,63.19057825952768,14.658562783151863,,Running,2024-09-19T06:53:49.000Z,2024-09-19T08:16:03.000Z,838.876,1000.0,5.39300012588501,32.0,111.0,153.0,Active,Manual,2024-09-19 08:29:02,363.0,15693.259765625,121.0,4.982999801635742,34.0,452.0,63.19049879908562,14.658365976065397,1.1920000314712524,14.0,126.0,75.0,539.0,Forerunner 955,3474075110.0,4024.0,17.0,28.0,0.0,0.0,Connect Api,0.0,0.0,0.0,0.0,en,006-D2449-00,,,,FFFFFF,1,3.0
2478,2024-09-19 08:29:03,80.83,0.0,20.1,167.0,0.0,61.0,20.0,220.0,210.0,22.4,29.1,24.0,26.0,50.0,0.0,370.0,63.19060072302818,14.658661605790256,,Running,2024-09-19T06:53:49.000Z,2024-09-19T08:16:03.000Z,838.876,1000.0,5.39300012588501,32.0,111.0,153.0,Active,Manual,2024-09-19 08:29:03,363.0,15698.2900390625,123.0,4.861000061035156,34.0,456.0,63.19052369333804,14.658452058210969,1.1920000314712524,14.0,126.0,75.0,539.0,Forerunner 955,3474075110.0,4024.0,17.0,28.0,0.0,0.0,Connect Api,0.0,0.0,0.0,0.0,en,006-D2449-00,,,,FFFFFF,1,3.0
2478,2024-09-19 08:29:04,86.49,0.0,20.1,164.0,0.0,62.0,21.0,240.0,200.0,23.0,21.6,24.0,25.0,49.0,0.0,370.0,63.19062989205122,14.658754225820305,,Running,2024-09-19T06:53:49.000Z,2024-09-19T08:16:03.000Z,838.876,1000.0,5.39300012588501,32.0,111.0,153.0,Active,Manual,2024-09-19 08:29:04,363.0,15703.3798828125,124.0,4.861000061035156,33.0,457.0,63.19055428728461,14.658547276630998,1.1920000314712524,14.0,126.0,75.0,539.0,Forerunner 955,3474075110.0,4024.0,17.0,28.0,0.0,0.0,Connect Api,0.0,0.0,0.0,0.0,en,006-D2449-00,,,,FFFFFF,1,3.0
2478,2024-09-19 08:29:05,92.65,0.0,20.1,158.0,0.0,62.0,22.0,230.0,200.0,23.2,22.6,23.0,24.0,47.0,0.0,370.0,63.190657971426845,14.658860005438328,,Running,2024-09-19T06:53:49.000Z,2024-09-19T08:16:03.000Z,838.876,1000.0,5.39300012588501,32.0,111.0,153.0,Active,Manual,2024-09-19 08:29:05,362.79998779296875,15709.2197265625,127.0,4.815000057220459,33.0,415.0,63.19058052264154,14.658639393746853,1.1920000314712524,14.0,126.0,75.0,539.0,Forerunner 955,3474075110.0,4024.0,17.0,28.0,0.0,0.0,Connect Api,0.0,0.0,0.0,0.0,en,006-D2449-00,,,,FFFFFF,1,3.0
2478,2024-09-19 08:29:06,98.49,0.0,19.6,153.0,0.0,62.0,23.0,200.0,210.0,20.7,22.1,23.0,24.0,47.0,0.0,370.0,63.19069677963853,14.658938627690077,,Running,2024-09-19T06:53:49.000Z,2024-09-19T08:16:03.000Z,838.876,1000.0,5.39300012588501,32.0,111.0,153.0,Active,Manual,2024-09-19 08:29:06,362.79998779296875,15714.6298828125,128.0,4.815000057220459,33.0,412.0,63.19061237387359,14.658738048747182,1.1920000314712524,14.0,126.0,75.0,539.0,Forerunner 955,3474075110.0,4024.0,17.0,28.0,0.0,0.0,Connect Api,0.0,0.0,0.0,0.0,en,006-D2449-00,,,,FFFFFF,1,3.0
