sessionid,tt_s,distance_m,slope_pct,speed_kmph,power_w,heartrate_bpm,frequency_ppm,cycle,thrust_left_ms,thrust_right_ms,impulse_left_ns,impulse_right_ns,force_meanl_n,force_meanr_n,f_tot_mean_n,treadmill_force_n,altitude_m,latitude_deg,longitude_deg,usernote = BIA24-9WR,Sport,ns1:Id,StartTime,ns1:TotalTimeSeconds,ns1:DistanceMeters,ns1:MaximumSpeed,ns1:Calories,ns1:Value,ns1:Value2,ns1:Intensity,ns1:TriggerMethod,ns1:Time,ns1:LatitudeDegrees,ns1:LongitudeDegrees,ns1:AltitudeMeters,ns1:DistanceMeters3,ns1:Value4,ns2:Speed,ns2:RunCadence,ns2:Watts,ns2:AvgSpeed,ns2:AvgRunCadence,ns2:MaxRunCadence,ns2:AvgWatts,ns2:MaxWatts,ns1:Name,ns1:UnitId,ns1:ProductID,ns1:VersionMajor,ns1:VersionMinor,ns1:BuildMajor,ns1:BuildMinor,ns1:Name5,ns1:VersionMajor6,ns1:VersionMinor7,ns1:BuildMajor8,ns1:BuildMinor9,ns1:LangID,ns1:PartNumber,Unnamed: 39,Unnamed: 40,Unnamed: 41,RowColor,Lap,Gear,Gear2
2166,14/06/2024 07:23,319.72,0,21,96,0,62,38,180,150,23.4,14.8,17,14,31,0,363,63.19206596,14.66150668,,Running,2024-06-14T06:47:00.000Z,2024-06-14T07:13:00.000Z,796.233,1000,7.212999821,60,118,180,Active,Manual,14/06/2024 07:23,63.19153463,14.66098733,364.2000122,7380.799805,166,6.316999912,15,275,1.256000042,10,109,106,700,Forerunner 955,3474075110,4024,17,28,0,0,Connect Api,0,0,0,0,en,006-D2449-00,,,,FFFFFF,1,4,4
2166,14/06/2024 07:23,324.48,0,21,96,0,65,40,160,120,19.4,10.5,16,15,31,0,363,63.19209538,14.66157557,,Running,2024-06-14T06:47:00.000Z,2024-06-14T07:13:00.000Z,796.233,1000,7.212999821,60,118,180,Active,Manual,14/06/2024 07:23,63.1915685,14.66104844,364.3999939,7385.810059,166,6.316999912,22,357,1.256000042,10,109,106,700,Forerunner 955,3474075110,4024,17,28,0,0,Connect Api,0,0,0,0,en,006-D2449-00,,,,FFFFFF,1,4,4
2166,14/06/2024 07:23,330.69,0,19.1,101,0,63,40,130,130,13.7,11.7,15,13,28,0,363,63.192145,14.66163266,,Running,2024-06-14T06:47:00.000Z,2024-06-14T07:13:00.000Z,796.233,1000,7.212999821,60,118,180,Active,Manual,14/06/2024 07:23,63.19160907,14.66109864,364.6000061,7390.609863,166,6.251999855,22,347,1.256000042,10,109,106,700,Forerunner 955,3474075110,4024,17,28,0,0,Connect Api,0,0,0,0,en,006-D2449-00,,,,FFFFFF,1,4,4
2166,14/06/2024 07:23,336.79,0,19.1,101,0,61,42,160,120,19.3,8.7,15,12,27,0,362,63.19219312,14.66169116,,Running,2024-06-14T06:47:00.000Z,2024-06-14T07:13:00.000Z,796.233,1000,7.212999821,60,118,180,Active,Manual,14/06/2024 07:23,63.1916545,14.66115019,364.6000061,7396.25,165,6.120999813,29,413,1.256000042,10,109,106,700,Forerunner 955,3474075110,4024,17,28,0,0,Connect Api,0,0,0,0,en,006-D2449-00,,,,FFFFFF,1,4,4
2166,14/06/2024 07:23,343.45,0,21.6,101,0,64,43,170,120,20.9,9.3,16,12,28,0,362,63.19224316,14.66176392,,Running,2024-06-14T06:47:00.000Z,2024-06-14T07:13:00.000Z,796.233,1000,7.212999821,60,118,180,Active,Manual,14/06/2024 07:23,63.19170454,14.66120342,364.6000061,7402.279785,166,5.972000122,29,402,1.256000042,10,109,106,700,Forerunner 955,3474075110,4024,17,28,0,0,Connect Api,0,0,0,0,en,006-D2449-00,,,,FFFFFF,1,4,4
2166,14/06/2024 07:23,349.89,0,22.5,106,0,63,44,130,110,13.7,8.3,17,12,29,0,361,63.19228599,14.66185025,,Running,2024-06-14T06:47:00.000Z,2024-06-14T07:13:00.000Z,796.233,1000,7.212999821,60,118,180,Active,Manual,14/06/2024 07:23,63.19175684,14.66126243,364.6000061,7408.850098,167,5.972000122,27,380,1.256000042,10,109,106,700,Forerunner 955,3474075110,4024,17,28,0,0,Connect Api,0,0,0,0,en,006-D2449-00,,,,FFFFFF,1,4,4
2166,14/06/2024 07:23,356.12,0,22,106,0,61,45,140,130,18.6,10.1,17,13,30,0,361,63.19233142,14.66192309,,Running,2024-06-14T06:47:00.000Z,2024-06-14T07:13:00.000Z,796.233,1000,7.212999821,60,118,180,Active,Manual,14/06/2024 07:23,63.19180713,14.6613118,364.6000061,7414.859863,166,6.120999813,24,351,1.256000042,10,109,106,700,Forerunner 955,3474075110,4024,17,28,0,0,Connect Api,0,0,0,0,en,006-D2449-00,,,,FFFFFF,1,4,4
2166,14/06/2024 07:23,362.25,0,22,106,0,62,46,160,120,15.8,10.4,16,13,29,0,361,63.19236738,14.66201562,,Running,2024-06-14T06:47:00.000Z,2024-06-14T07:13:00.000Z,796.233,1000,7.212999821,60,118,180,Active,Manual,14/06/2024 07:23,63.19185591,14.66137164,365,7421.339844,167,6.269999981,28,426,1.256000042,10,109,106,700,Forerunner 955,3474075110,4024,17,28,0,0,Connect Api,0,0,0,0,en,006-D2449-00,,,,FFFFFF,1,4,4
2166,14/06/2024 07:23,366.9,0,19.4,98,0,62,47,150,120,16.7,11,15,13,28,0,361,63.19240585,14.66205209,,Running,2024-06-14T06:47:00.000Z,2024-06-14T07:13:00.000Z,796.233,1000,7.212999821,60,118,180,Active,Manual,14/06/2024 07:23,63.19190101,14.6614247,365,7426.919922,167,6.28000021,28,447,1.256000042,10,109,106,700,Forerunner 955,3474075110,4024,17,28,0,0,Connect Api,0,0,0,0,en,006-D2449-00,,,,FFFFFF,1,4,4
2166,14/06/2024 07:23,373.13,0,21.7,96,0,62,48,150,120,19.6,10,15,12,27,0,361,63.19244684,14.66213691,,Running,2024-06-14T06:47:00.000Z,2024-06-14T07:13:00.000Z,796.233,1000,7.212999821,60,118,180,Active,Manual,14/06/2024 07:23,63.19194803,14.66147868,365,7432.569824,167,6.269999981,30,475,1.256000042,10,109,106,700,Forerunner 955,3474075110,4024,17,28,0,0,Connect Api,0,0,0,0,en,006-D2449-00,,,,FFFFFF,1,4,4
