sessionid,tt_s,distance_m,slope_pct,speed_kmph,power_w,heartrate_bpm,frequency_ppm,cycle,thrust_left_ms,thrust_right_ms,impulse_left_ns,impulse_right_ns,force_meanl_n,force_meanr_n,f_tot_mean_n,treadmill_force_n,altitude_m,latitude_deg,longitude_deg,lap,rifle,gear,usernote = None
2107,1717508546,1997.41,0,18.4,51,186,0,275,190,120,14.3,7.6,6,5,11,0,370,63.1900935340673,14.6575009636581,1,0,3,
2107,1717508547,2002.21,0,18.2,51,186,0,275,190,0,14.3,0,5,12,17,0,370,63.1901180092245,14.6575784962624,1,0,3,
2107,1717508548,2007.24,0,18.2,124,187,0,275,0,0,0,0,13,28,41,0,371,63.1901493575424,14.6576465573162,1,0,3,
2107,1717508549,2012.38,0,18.1,259,186,78,276,200,250,9.9,28.2,38,48,86,0,371,63.1901883333921,14.6577020455152,1,0,3,
2107,1717508550,2017.37,0,17.7,259,186,27,277,1200,980,239.4,96.1,65,56,121,0,371,63.1902286503464,14.6577447932214,1,0,3,
2107,1717508551,2021.28,0,14.3,259,186,50,278,1200,230,239.4,13.9,71,47,118,0,371,63.1902624294162,14.6577447932214,1,0,3,
2107,1717508552,2023.99,0,12.1,151,186,0,278,0,610,0,43.6,48,27,75,0,371,63.1902858987451,14.6577447932214,1,0,3,
2107,1717508553,2026.45,0,9.5,46,186,0,278,0,610,0,43.6,19,10,29,0,371,63.1903050094843,14.657733393833,1,0,3,
2107,1717508554,2027.7,0,5.7,6,186,0,278,0,0,0,0,4,2,6,0,371,63.1903137266636,14.6577179711312,1,0,3,
2107,1717508555,2028.13,0,4.1,0,186,0,278,0,0,0,0,0,0,0,0,371,63.1903169117868,14.6577139478177,1,0,0,
2107,1717508556,2028.61,0,3.7,0,186,0,278,0,0,0,0,0,0,0,0,370,63.1903210189194,14.6577114332467,1,0,0,
2107,1717508557,2029.09,0,3.3,0,185,0,278,0,0,0,0,0,0,0,0,369,63.1903252098709,14.6577090024948,1,0,0,
2107,1717508558,2029.57,0,2.9,0,183,0,278,0,0,0,0,0,0,0,0,368,63.1903294008225,14.6577064879239,1,0,0,
2107,1717508559,2030.05,0,2.5,0,181,0,278,0,0,0,0,0,0,0,0,368,63.1903335079551,14.6577039733529,1,0,0,
2107,1717508622,2059.96,0,15.1,66,139,53,291,160,160,12.9,14.6,16,10,26,0,360,63.1904535368085,14.658111166209,2,0,2L,
2107,1717508623,2064.78,0,16.7,66,141,66,292,140,110,9.4,7.3,15,9,24,0,360,63.190481364727,14.6581846754998,2,0,2L,
2107,1717508624,2069.61,0,16.7,61,143,53,293,180,110,14.8,6.7,14,8,22,0,360,63.1905071809888,14.6582622919232,2,0,2L,
2107,1717508625,2074.55,0,17,59,146,42,294,110,120,6.2,9.4,14,7,21,0,359,63.1905311532319,14.6583450213075,2,0,2L,
2107,1717508626,2079.34,0,17.1,59,147,43,294,180,120,16.5,9.4,14,6,20,0,358,63.1905536167324,14.6584264934063,2,0,3,
2107,1717508627,2084.81,0,16.5,59,149,35,296,120,0,8.8,0,14,6,20,0,355,63.1905781757087,14.6585210412741,2,0,3,
2107,1717508628,2089.96,0,17.9,63,150,33,296,140,0,9,0,13,8,21,0,352,63.1906021479517,14.6586089674383,2,0,3,
2107,1717508629,2094.54,0,18.8,69,152,69,297,170,120,13.3,7.3,13,9,22,0,351,63.1906203366816,14.6586902718991,2,0,3,
2107,1717508630,2099.22,0,18.9,76,154,67,298,120,110,7.6,6.3,14,10,24,0,351,63.1906390283257,14.6587735880166,2,0,3,
2107,1717508631,2104.45,0,19,76,156,51,299,190,130,16.6,10.9,14,11,25,0,351,63.1906628329307,14.6588637772948,2,0,3,
2107,1717508632,2109.86,0,18.9,76,158,50,300,130,130,7.6,10.1,14,10,24,0,352,63.1906892359257,14.65895421803,2,0,3,
2107,1717508633,2115.57,0,18.9,72,160,50,300,170,130,16.3,10.1,14,9,23,0,352,63.1907188240439,14.6590472571552,2,0,3,
2107,1717508634,2121.69,0,18.8,72,162,34,302,190,120,18.7,9.6,14,9,23,0,352,63.1907533574849,14.6591420564801,2,0,3,
2107,1717508635,2127.54,0,18.7,71,164,34,302,190,120,18.7,9.6,14,9,23,0,352,63.1907870527357,14.659231659025,2,0,3,
2107,1717508636,2133.13,0,19.4,68,166,62,303,190,150,17,13,13,8,21,0,352,63.1908215861768,14.6593123767525,2,0,3,
2107,1717508637,2138.52,0,19.5,58,168,39,304,160,110,10.5,6.2,12,6,18,0,352,63.1908553652465,14.6593893226236,2,0,3,
2107,1717508638,2143.67,0,19.2,52,170,0,304,140,110,9.7,6.2,11,5,16,0,352,63.1908887252212,14.6594603173435,2,0,3,
2107,1717508639,2148.89,0,18.7,52,171,0,304,140,0,9.7,0,10,5,15,0,352,63.1909234263003,14.659530390054,2,0,3,
2107,1717508640,2154.17,0,18.4,52,173,34,305,130,0,8.7,0,11,6,17,0,352,63.1909614801407,14.6595924999565,2,0,3,
2107,1717508641,2159.57,0,18.7,66,174,64,306,150,110,10.2,6.3,13,8,21,0,352,63.1910009589046,14.6596551127732,2,0,3,
2107,1717508642,2164.81,0,18.3,68,175,63,308,170,110,12,9.1,15,9,24,0,352,63.1910405214876,14.6597111877054,2,0,3,
2107,1717508643,2169.61,0,17.8,68,177,63,308,170,110,17.3,7.9,15,10,25,0,353,63.1910776533186,14.6597600542009,2,0,3,
2107,1717508644,2174.75,0,17.8,68,178,41,310,170,130,15.9,12.2,14,9,23,0,354,63.191118137911,14.6598091721535,2,0,3,
2107,1717508645,2180.18,0,17.6,59,178,40,310,140,130,10.5,12.2,13,7,20,0,354,63.1911600474268,14.6598640736192,2,0,3,
2107,1717508646,2185.59,0,17.8,58,179,0,310,170,0,14.6,0,12,6,18,0,354,63.191197430715,14.6599325537682,2,0,3,
2107,1717508647,2191.05,0,19.4,58,180,47,311,170,110,14.6,7.3,12,6,18,0,355,63.1912281084806,14.6600169595331,2,0,3,
2107,1717508648,2196.36,0,20.6,53,179,37,312,120,110,8.9,7.4,11,6,17,0,355,63.1912566907704,14.6601015329361,2,0,3,
2107,1717508649,2201.86,0,20.9,56,180,40,313,130,110,9.8,7.4,10,5,15,0,355,63.1912871170789,14.6601878665388,2,0,3,
2107,1717508650,2207.53,0,20.9,56,180,33,314,110,0,6.2,0,10,5,15,0,355,63.191318968311,14.6602761279792,2,0,3,
2107,1717508651,2213.39,0,20.9,56,180,0,314,150,0,10.9,0,10,6,16,0,355,63.1913545913994,14.6603621263057,2,0,3,
2107,1717508652,2219.21,0,20.6,56,182,0,314,150,0,10.9,0,10,7,17,0,355,63.1913868617266,14.660452818498,2,0,3,
2107,1717508653,2224.67,0,20.9,56,182,47,315,160,130,14.6,10.7,10,7,17,0,356,63.1914155278355,14.6605413313955,2,0,3,
2107,1717508654,2230.12,0,21,56,182,47,316,160,110,14.6,6.7,10,6,16,0,356,63.1914469599724,14.660624647513,2,0,3,
2107,1717508655,2234.81,0,20.8,56,181,33,316,150,110,11.6,6.4,10,5,15,0,356,63.1914742849767,14.660695809871,2,0,3,
2107,1717508656,2240.09,0,20.8,56,181,33,316,150,110,11.6,6.4,10,5,15,0,356,63.1915065553039,14.6607727557421,2,0,3,
2107,1717508657,2245.27,0,20.6,58,181,45,318,160,120,11.2,9.4,11,6,17,0,356,63.1915356405079,14.6608528029174,2,0,3,
2107,1717508658,2250.37,0,20.4,58,182,47,318,130,120,10,9.4,11,7,18,0,355,63.1915695033968,14.6609183494002,2,0,3,
2107,1717508659,2256.51,0,20.2,61,182,39,320,130,120,9.4,11,11,7,18,0,355,63.1916167773306,14.660981465131,2,0,3,
2107,1717508660,2262.81,0,20.1,61,182,0,320,130,120,10.6,11,10,7,17,0,355,63.1916684936732,14.6610312536359,2,0,3,
2107,1717508661,2269.03,0,21.2,64,182,0,320,130,0,10.6,0,11,7,18,0,355,63.1917175278068,14.6610885858536,2,0,3,
2107,1717508662,2275,0,20.3,68,182,30,320,170,0,16.8,0,12,8,20,0,355,63.1917639635503,14.661147929728,2,0,3,
2107,1717508663,2280.29,0,20.2,68,182,63,322,130,110,10.1,10,13,9,22,0,355,63.1918055377901,14.6611991431564,2,0,3,
2107,1717508664,2284.35,0,20.9,68,183,43,322,150,110,14.7,9.3,13,8,21,0,355,63.1918352097273,14.6612459979951,2,0,3,
2107,1717508665,2289.37,0,21,60,183,42,323,120,110,7.8,9.3,11,6,17,0,355,63.1918743532151,14.6612945292145,2,0,3,
2107,1717508666,2296,0,21.1,57,183,26,324,130,0,10.6,0,11,5,16,0,355,63.1919285003096,14.6613497659564,2,0,3,
2107,1717508667,2302.31,0,21.1,56,184,34,324,130,110,8.9,6,11,5,16,0,355,63.1919785402715,14.6614086907357,2,0,3,
2107,1717508668,2308.55,0,21.3,56,184,38,325,170,110,15.5,6,11,5,16,0,355,63.1920268200338,14.6614718902856,2,0,3,
2107,1717508669,2314.88,0,21.2,50,183,30,326,110,0,6.3,0,10,4,14,0,355,63.1920757703483,14.661536347121,2,0,3,
2107,1717508670,2320.66,0,21.1,50,183,30,326,140,0,9.4,0,9,4,13,0,355,63.1921201944351,14.6615961100906,2,0,3,
2107,1717508671,2326.7,0,21.1,50,183,30,326,140,0,9.3,0,10,4,14,0,354,63.1921673007309,14.6616562083364,2,0,3,
2107,1717508672,2332.11,0,18.9,51,184,31,327,110,0,5.9,0,11,5,16,0,354,63.192209629342,14.6617092657834,2,0,3,
2107,1717508673,2337.18,0,18.9,53,185,32,328,190,110,19.6,8.9,12,6,18,0,354,63.1922501977533,14.661755617708,2,0,3,
2107,1717508674,2343.01,0,19.8,54,185,32,328,190,110,19.6,8.9,11,6,17,0,354,63.1922911014408,14.6618259418756,2,0,3,
2107,1717508675,2348.27,0,19.8,54,187,32,329,150,110,13.2,6.6,10,6,16,0,354,63.1923263892531,14.6618952602148,2,0,3,
2107,1717508676,2353.12,0,19.2,54,186,32,329,150,110,13.2,6.6,10,7,17,0,354,63.1923575699329,14.6619625668973,2,0,3,
2107,1717508677,2357.99,0,18.1,54,186,43,330,150,120,11.9,7.8,10,7,17,0,354,63.1923859007657,14.6620364952832,2,0,3,
2107,1717508678,2364.38,0,19.6,59,186,44,331,110,120,6.2,7.8,11,7,18,0,352,63.1924202665687,14.6621387545019,2,0,3,
2107,1717508679,2370.05,0,19.2,61,186,35,332,150,0,11.5,0,12,7,19,0,349,63.192442394793,14.6622385829687,2,0,3,
2107,1717508680,2374.36,0,18,72,186,51,333,180,110,15.9,7.3,15,9,24,0,349,63.1924611702561,14.6623113378882,2,0,3,
2107,1717508681,2378.73,0,18,96,185,54,334,110,110,7.8,7.3,18,14,32,0,349,63.1924722343683,14.6623903792351,2,0,3,
2107,1717508682,2382.93,0,17,122,185,72,334,230,140,21.4,13,23,20,43,0,350,63.1924801971763,14.6624713484198,2,0,3,
2107,1717508683,2387.12,0,16.3,135,186,69,336,240,210,17.8,26.1,27,25,52,0,352,63.1924888305366,14.6625524014235,2,0,3,
2107,1717508684,2391.47,0,15.4,135,186,70,337,280,210,27.3,23.4,29,29,58,0,353,63.1925010681152,14.6626339573413,2,0,3,
2107,1717508685,2395.18,0,13.8,135,187,68,338,250,210,25.2,28.3,30,29,59,0,353,63.1925126351416,14.6627030242234,2,0,3,
2107,1717508686,2399.24,0,12.2,114,186,70,340,220,200,17.9,20.1,29,27,56,0,353,63.1925226096064,14.6627808082849,2,0,3,
2107,1717508687,2402.89,0,10.9,94,185,69,340,260,180,24.5,21.3,28,24,52,0,353,63.1925229448825,14.6628503780812,2,0,3,
2107,1717508688,2406.59,0,10.4,83,186,67,342,260,180,22.6,18.2,26,22,48,0,353,63.1925309915096,14.6629154216498,2,0,3,
2107,1717508689,2409.84,0,9.9,71,186,67,342,280,200,23.9,20.1,24,19,43,0,353,63.1925381161273,14.6629751008004,2,0,3,
2107,1717508690,2412.36,0,9.4,60,186,65,344,250,160,16.5,12.3,22,16,38,0,353,63.192540043965,14.6630247216672,2,0,3,
2107,1717508691,2415.08,0,9.4,55,188,66,345,260,140,19.8,9.7,20,15,35,0,354,63.1925412174314,14.6630766894668,2,0,3,
2107,1717508692,2417.79,0,8.2,47,188,67,346,110,190,6.4,18.2,19,15,34,0,355,63.1925484258682,14.6631284058094,2,0,3,
2107,1717508693,2420.3,0,7.8,42,189,61,347,260,150,21.7,8.6,18,14,32,0,357,63.1925521139056,14.6631771046668,2,0,3,
2107,1717508694,2422.64,0,8,40,189,49,348,120,180,6.9,15.8,17,13,30,0,357,63.1925521139056,14.6632233727723,2,0,3,
2107,1717508695,2425.06,0,8,37,189,31,348,240,180,20.5,15.8,16,11,27,0,357,63.1925521139056,14.6632707305253,2,0,3,
2107,1717508696,2427.44,0,7.9,37,188,46,350,230,170,21.5,14.9,16,10,26,0,355,63.1925447378308,14.663315070793,2,0,3,
2107,1717508697,2429.92,0,9,37,188,49,350,120,170,6.5,14.9,16,9,25,0,355,63.1925362721086,14.6633608359844,2,0,3,
2107,1717508698,2432.59,0,9.8,41,189,32,351,230,150,18.1,10,16,9,25,0,355,63.1925307400525,14.6634123008698,2,0,3,
2107,1717508699,2435.39,0,9.8,43,190,32,351,230,150,18.1,10,16,10,26,0,356,63.1925274711102,14.6634677052498,2,0,3,
2107,1717508700,2438.46,0,10.4,47,189,33,352,220,160,21.4,12.5,16,11,27,0,357,63.1925238668919,14.6635283064097,2,0,3,
2107,1717508701,2441.81,0,10.8,52,189,33,352,220,160,21.4,12.5,17,12,29,0,357,63.1925173290074,14.6635934337974,2,0,3,
2107,1717508702,2445.29,0,10.9,56,189,49,353,240,170,21.9,13.9,18,13,31,0,358,63.1925076059997,14.6636593993753,2,0,3,
2107,1717508703,2448.67,0,11.1,64,189,48,354,240,210,21.9,17.6,20,15,35,0,359,63.1924976315349,14.6637229342014,2,0,3,
2107,1717508704,2451.76,0,10.4,64,189,67,355,230,160,22,9.8,22,17,39,0,359,63.1924884114414,14.6637811884284,2,0,3,
2107,1717508705,2454.46,0,9.3,64,189,66,356,220,200,17,22.1,24,18,42,0,360,63.1924830470234,14.6638333238661,2,0,3,
2107,1717508706,2457.08,0,8.5,60,189,67,357,260,170,28,13.5,24,17,41,0,360,63.1924803648144,14.6638852078468,2,0,3,
2107,1717508707,2460.1,0,8.9,60,189,51,358,240,180,23.1,16.1,24,16,40,0,360,63.1924775149673,14.6639452222735,2,0,3,
2107,1717508708,2463.41,0,9.3,59,188,48,359,250,180,19.4,16.1,24,15,39,0,361,63.1924736592919,14.6640106011182,2,0,3,
2107,1717508709,2466.81,0,9.3,59,188,63,360,260,200,23.3,18.4,23,16,39,0,361,63.1924683786929,14.6640772372484,2,0,3,
2107,1717508710,2470.11,0,8.7,60,190,65,361,190,170,13.5,9.9,23,16,39,0,361,63.1924616731703,14.6641413588077,2,0,3,
2107,1717508711,2473.42,0,8.9,60,190,66,362,290,230,27,21.1,23,16,39,0,362,63.1924519501627,14.6642037201673,2,0,3,
2107,1717508712,2477.02,0,9.9,63,190,67,363,220,160,15.6,9.7,23,15,38,0,362,63.1924389582127,14.6642693504691,2,0,3,
2107,1717508713,2480.92,0,10.6,71,190,71,364,230,140,21.1,9.4,24,16,40,0,363,63.1924226973206,14.6643381658942,2,0,3,
2107,1717508714,2485.08,0,10.9,73,191,69,366,230,180,16.1,16.4,25,17,42,0,363,63.1924047600478,14.6644110046327,2,0,3,
2107,1717508715,2489.16,0,10.9,73,191,69,367,240,170,18.8,12.1,26,18,44,0,364,63.1923885829747,14.6644840948284,2,0,3,
2107,1717508716,2492.65,0,9.5,73,190,67,368,270,200,27.6,20.7,27,19,46,0,364,63.1923768483102,14.6645484678447,2,0,3,
2107,1717508717,2495.54,0,6.3,48,189,67,369,240,150,19.2,11.5,27,19,46,0,365,63.1923689693213,14.6646032854915,2,0,3,
2107,1717508718,2498.46,0,6.1,47,190,69,370,260,200,26.8,23.5,26,19,45,0,365,63.1923622637987,14.6646596956998,2,0,3,
2107,1717508719,2501.71,0,6.9,46,190,67,371,240,160,19.5,12.1,24,17,41,0,366,63.1923538818955,14.6647217217833,2,0,3,
2107,1717508720,2504.73,0,6.8,46,191,66,372,270,140,22.6,9.4,23,17,40,0,366,63.1923458352685,14.66477913782,2,0,3,
2107,1717508721,2507.19,0,5,47,191,66,374,150,220,8.7,23.5,23,18,41,0,367,63.192339213565,14.6648260764778,2,0,3,
2107,1717508722,2510.27,0,8,56,191,66,374,300,150,26.3,10.6,24,18,42,0,367,63.1923293229193,14.6648832410574,2,0,3,
2107,1717508723,2514.2,0,10.9,56,191,65,376,230,200,16.8,18.1,24,17,41,0,367,63.1923152413219,14.6649551577866,2,0,3,
2107,1717508724,2517.96,0,9.6,56,190,67,377,230,150,16.2,10.1,24,17,41,0,367,63.1923024170101,14.6650245599449,2,0,3,
2107,1717508725,2521.36,0,7.8,51,192,65,378,260,200,22.8,21.1,23,16,39,0,367,63.1922934483737,14.6650891844183,2,0,3,
2107,1717508726,2524.53,0,7.1,50,191,64,379,250,150,17.5,8.9,24,16,40,0,367,63.1922873295844,14.6651508752257,2,0,3,
2107,1717508727,2527.67,0,7.1,47,190,68,380,220,180,19.6,15.6,24,16,40,0,368,63.1922834739089,14.6652128174901,2,0,3,
2107,1717508728,2530.6,0,7.1,47,191,65,381,280,170,23,12.1,25,17,42,0,368,63.1922807078809,14.6652710717171,2,0,3,
2107,1717508729,2533.27,0,6.3,47,192,67,382,250,190,21.4,18.5,25,17,42,0,368,63.1922781933099,14.6653240453452,2,0,3,
2107,1717508730,2536.2,0,5.7,48,192,66,384,250,190,21.5,20.4,24,18,42,0,368,63.1922740023583,14.66538162902,2,0,3,
2107,1717508731,2539.48,0,6.9,48,192,67,384,260,160,23.8,12.4,23,19,42,0,368,63.1922677159309,14.6654455829412,2,0,3,
2107,1717508732,2542.92,0,8.6,60,193,67,386,160,210,9.9,21,23,19,42,0,368,63.1922604236752,14.6655122190714,2,0,3,
2107,1717508733,2546.38,0,9.2,60,192,64,386,280,170,24.6,12.2,24,20,44,0,368,63.1922527123243,14.6655789390206,2,0,3,
2107,1717508734,2549.68,0,8.8,60,192,65,388,290,230,24.7,24.2,24,20,44,0,368,63.1922455038875,14.6656428091228,2,0,3,
2107,1717508735,2552.91,0,8.3,58,192,65,389,250,160,19.1,12,22,20,42,0,368,63.1922392174602,14.6657056733966,2,0,3,
2107,1717508736,2555.91,0,8.2,53,193,61,390,260,240,18.9,23.9,21,18,39,0,368,63.1922333501279,14.6657641790807,2,0,3,
2107,1717508737,2558.73,0,8,45,193,68,391,150,150,8.8,9.4,19,15,34,0,368,63.1922290753573,14.6658194158226,2,0,3,
2107,1717508738,2561.49,0,7.8,35,192,0,392,290,220,26,23.1,16,11,27,0,368,63.1922290753573,14.6658740658313,2,0,3,
2107,1717508739,2564.38,0,7.8,26,191,0,392,290,220,26,23.1,13,7,20,0,368,63.1922290753573,14.665931481868,2,0,3,
2107,1717508740,2567.53,0,8.2,22,192,0,392,110,0,6.9,0,10,6,16,0,368,63.1922340206802,14.6659932564944,2,0,3,
2107,1717508741,2570.59,0,8.5,21,192,0,393,110,110,6.9,6.2,9,6,15,0,368,63.1922403909266,14.6660525165498,2,0,3,
2107,1717508742,2573.54,0,8.8,19,192,0,394,170,110,12.3,6.2,8,5,13,0,368,63.1922477670014,14.6661090943962,2,0,3,
2107,1717508743,2576.54,0,9.4,17,192,0,394,170,0,12.3,0,7,4,11,0,368,63.1922565679997,14.6661655046046,2,0,3,
2107,1717508744,2579.7,0,9.8,15,192,0,394,0,0,0,0,6,3,9,0,368,63.1922676321119,14.6662235911936,2,0,3,
2107,1717508745,2583.26,0,10.4,12,193,0,394,110,0,6.7,0,5,2,7,0,368,63.1922804564238,14.6662886347622,2,0,3,
2107,1717508746,2586.83,0,10.9,12,192,0,394,110,0,6.7,0,4,2,6,0,369,63.1922926101834,14.6663544327021,2,0,3,
2107,1717508747,2590.24,0,10.6,12,192,0,394,0,0,0,0,4,3,7,0,369,63.1923055183142,14.6664161235094,2,0,3,
2107,1717508748,2594.08,0,12.4,17,192,0,394,110,0,6.5,0,5,3,8,0,369,63.1923262216151,14.6664765570313,2,0,3,
2107,1717508749,2598.31,0,12.7,19,192,0,394,110,0,6.5,0,6,3,9,0,369,63.192352373153,14.6665377449244,2,0,3,
2107,1717508750,2603.1,0,13,19,192,0,394,0,0,0,0,6,3,9,0,369,63.1923830509186,14.6666046325117,2,0,3,
2107,1717508751,2608.73,0,15.8,19,193,0,394,0,0,0,0,6,3,9,0,369,63.1924188416451,14.6666840091348,2,0,3,
2107,1717508752,2614.41,0,16.4,19,194,0,395,130,0,11.3,0,5,2,7,0,369,63.1924530398101,14.6667684148997,2,0,3,
2107,1717508753,2619.98,0,17.3,19,194,0,395,130,0,11.3,0,4,2,6,0,369,63.1924838013947,14.6668557543308,2,0,3,
2107,1717508754,2626.01,0,18.4,19,193,0,395,0,0,0,0,3,2,5,0,369,63.1925115454942,14.6669588517398,2,0,3,
2107,1717508755,2632.36,0,18.9,28,192,0,395,0,0,0,0,5,4,9,0,369,63.1925341766328,14.6670746896416,2,0,3,
2107,1717508756,2640.94,0,19.5,49,192,0,395,0,0,0,0,8,7,15,0,370,63.192555885762,14.6672385558486,2,0,3,
2107,1717508757,2648.39,0,20.8,76,193,60,396,110,110,6.6,8,12,10,22,0,371,63.1925723981112,14.6673826407641,2,0,3,
2107,1717508758,2655.38,0,23.3,116,193,48,397,130,160,9.8,14.4,17,13,30,0,372,63.1925984658301,14.6675082854927,2,0,3,
2107,1717508759,2661.69,0,22.8,116,193,51,398,170,160,12.8,14.4,21,16,37,0,373,63.1925986334682,14.667620267719,2,0,3,
2107,1717508760,2665.28,0,18.4,116,193,49,399,280,230,30.5,25.4,22,16,38,0,373,63.1926017347723,14.6676866523922,2,0,3,
2107,1717508761,2667.81,0,12.4,72,193,50,400,110,230,6.4,25.4,21,14,35,0,374,63.1926040817052,14.6677331719548,2,0,3,
2107,1717508762,2671.49,0,9.2,49,193,47,400,260,180,25.2,17.2,20,12,32,0,374,63.1926040817052,14.6677993051708,2,0,3,
2107,1717508763,2676.05,0,8.9,44,193,47,401,190,180,11.2,17.2,19,11,30,0,374,63.1926040817052,14.667836772278,2,0,3,
2107,1717508764,2679.62,0,7.1,44,194,51,402,230,140,19.2,10.1,21,14,35,0,375,63.1925795227289,14.6678688749671,2,0,3,
2107,1717508765,2683.19,0,5.9,44,193,60,403,230,190,15.8,18.5,24,18,42,0,375,63.1925749126822,14.6679369360209,2,0,3,
2107,1717508766,2687.43,0,5.9,49,193,57,404,250,240,25.2,26.5,28,22,50,0,375,63.1925702188164,14.6680201683193,2,0,3,
2107,1717508767,2692.19,0,5.9,54,194,56,405,280,250,32.8,25.3,31,24,55,0,376,63.1925616692752,14.6681131236255,2,0,3,
2107,1717508768,2696.57,0,6,56,194,54,406,300,250,34.2,25.3,32,24,56,0,376,63.1925451569259,14.6681896504015,2,0,3,
2107,1717508769,2700.12,0,6.1,56,193,54,406,330,260,35.2,24.3,32,24,56,0,375,63.1925257109106,14.6682458929718,2,0,3,
2107,1717508770,2703.45,0,6.1,56,193,53,408,320,270,35.8,28,31,24,55,0,375,63.1925066839904,14.6682969387621,2,0,3,
2107,1717508771,2706.65,0,6.1,56,193,54,408,300,270,31.1,25.1,31,24,55,0,375,63.192487237975,14.6683437936008,2,0,3,
2107,1717508772,2709.91,0,6.4,56,193,54,410,320,250,35.6,25.1,32,23,55,0,374,63.1924669537693,14.6683907322586,2,0,3,
2107,1717508773,2713.42,0,6.7,56,193,55,410,310,260,33.4,24.9,33,23,56,0,374,63.1924440711737,14.6684390120208,2,0,3,
2107,1717508774,2716.67,0,5.9,55,193,53,411,310,280,33.4,24.3,33,23,56,0,374,63.1924215238541,14.6684801671654,2,0,3,
2107,1717508775,2719.53,0,4.9,46,193,53,412,340,270,39.3,25.8,33,24,57,0,374,63.1924009043723,14.6685141976923,2,0,2L,
2107,1717508776,2721.93,0,4.3,40,192,52,413,330,270,34.4,27.2,32,24,56,0,374,63.192384140566,14.6685443725437,2,0,2L,
2107,1717508777,2724.08,0,3.4,33,193,52,414,350,270,37,27.2,31,24,55,0,374,63.1923703104258,14.668574379757,2,0,2L,
2107,1717508778,2726.16,0,3.5,33,194,52,414,320,280,32.1,27.2,29,23,52,0,373,63.1923556420952,14.6685995254666,2,0,2L,
2107,1717508779,2728.22,0,3.9,33,194,52,416,310,260,30.8,24.1,28,23,51,0,372,63.1923387106508,14.6686121821404,2,0,2L,
2107,1717508780,2730.27,0,4.4,37,194,53,416,340,280,33.2,26.3,28,23,51,0,372,63.1923204381019,14.6686121821404,2,0,2L,
2107,1717508781,2731.9,0,4.7,40,194,51,418,310,270,28.6,26.3,28,23,51,0,372,63.1923063565046,14.6686121821404,2,0,2L,
2107,1717508782,2733.29,0,5,40,193,51,418,310,260,28.6,25.8,28,22,50,0,372,63.192294370383,14.6686040516943,2,0,2L,
2107,1717508783,2734.94,0,5.1,40,194,52,419,330,250,32.4,22.4,27,21,48,0,372,63.1922797020525,14.6686040516943,2,0,2L,
2107,1717508784,2736.76,0,4.7,37,194,52,420,300,250,32,20.7,26,20,46,0,372,63.1922636087984,14.6686040516943,2,0,2L,
2107,1717508785,2738.52,0,4.5,37,194,53,420,310,250,26.5,20.7,24,21,45,0,372,63.1922478508204,14.668603213504,2,0,2L,
2107,1717508786,2740.29,0,4.6,37,194,55,422,260,210,23.6,19.7,24,25,49,0,372,63.1922320928425,14.668603213504,2,0,2L,
2107,1717508787,2742.2,0,5.8,52,195,54,422,270,270,26.1,31.2,26,28,54,0,372,63.1922155804932,14.6685950830579,2,0,2L,
2107,1717508788,2744.32,0,6.5,52,194,52,424,300,280,33,32.8,29,29,58,0,372,63.1921975594014,14.6685815043747,2,0,2L,
2107,1717508789,2746.38,0,5.7,54,194,56,424,300,280,33.2,32.7,30,27,57,0,371,63.1921796221286,14.6685717813671,2,0,2L,
2107,1717508790,2748.71,0,5.1,54,194,53,426,300,260,32.5,26.6,31,25,56,0,371,63.192159421742,14.6685589570552,2,0,2L,
2107,1717508791,2751.61,0,6.7,49,195,52,426,300,260,32.5,24.8,31,23,54,0,371,63.1921347789466,14.6685406006873,2,0,2L,
2107,1717508792,2754.29,0,5.7,49,195,51,427,340,260,36.2,25.2,29,23,52,0,370,63.1921117287129,14.6685245074332,2,0,2L,
2107,1717508793,2756.69,0,5.8,53,195,52,428,320,250,32.9,24.9,27,22,49,0,370,63.1920912768692,14.6685096714646,2,0,2L,
2107,1717508794,2759.37,0,7,53,195,54,428,290,250,25.5,24.9,25,21,46,0,370,63.1920687295496,14.6684908121824,2,0,2L,
2107,1717508795,2762.07,0,7,53,195,52,430,300,240,26.6,22.5,26,21,47,0,369,63.1920462660491,14.6684702765197,2,0,2L,
2107,1717508796,2764.6,0,6.8,53,195,52,430,300,250,30.4,21.8,28,22,50,0,369,63.1920248921961,14.6684531774372,2,0,2L,
2107,1717508797,2766.93,0,5.9,50,195,50,432,360,280,38,27.8,29,22,51,0,369,63.1920046079904,14.6684413589537,2,0,2L,
2107,1717508798,2769.08,0,5.4,45,195,51,432,360,270,38,26.1,28,22,50,0,370,63.1919858325273,14.6684322226793,2,0,2L,
2107,1717508799,2771.16,0,5.1,37,195,52,433,280,260,29.4,23.7,25,19,44,0,370,63.1919681467116,14.6684186439961,2,0,2L,
2107,1717508800,2773.35,0,4.9,37,195,52,434,280,200,26,14,22,17,39,0,370,63.191950712353,14.6683985274285,2,0,2L,
2107,1717508801,2775.69,0,5.4,37,195,51,434,280,200,20.9,14,22,18,40,0,371,63.191932272166,14.668375980109,2,0,2L,
2107,1717508802,2778.07,0,5.6,41,195,52,436,300,210,26.8,19.2,23,21,44,0,371,63.1919141672552,14.6683510020375,2,0,2L,
