sessionid,tt_s,distance_m,slope_pct,speed_kmph,power_w,heartrate_bpm,frequency_ppm,cycle,thrust_left_ms,thrust_right_ms,impulse_left_ns,impulse_right_ns,force_meanl_n,force_meanr_n,f_tot_mean_n,treadmill_force_n,altitude_m,latitude_deg,longitude_deg,usernote = BIA24-5NR,Sport,ns1:Id,StartTime,ns1:TotalTimeSeconds,ns1:DistanceMeters,ns1:MaximumSpeed,ns1:Calories,ns1:Value,ns1:Value2,ns1:Intensity,ns1:TriggerMethod,ns1:Time,ns1:AltitudeMeters,ns1:DistanceMeters3,ns1:Value4,ns2:Speed,ns2:RunCadence,ns2:Watts,ns1:LatitudeDegrees,ns1:LongitudeDegrees,ns2:AvgSpeed,ns2:AvgRunCadence,ns2:MaxRunCadence,ns2:AvgWatts,ns2:MaxWatts,ns1:Name,ns1:UnitId,ns1:ProductID,ns1:VersionMajor,ns1:VersionMinor,ns1:BuildMajor,ns1:BuildMinor,ns1:Name5,ns1:VersionMajor6,ns1:VersionMinor7,ns1:BuildMajor8,ns1:BuildMinor9,ns1:LangID,ns1:PartNumber,Unnamed: 39,Unnamed: 40,Unnamed: 41,RowColor,Lap,Gear,Gear2
2124,07/06/2024 07:41,2611.2,0,24,196,155,66,302,180,210,24.7,21.8,26,23,49,0,357,63.19076509,14.65913837,,Running,2024-06-07T06:56:19.000Z,2024-06-07T07:39:57.000Z,197.251,1000,9.871999741,41,169,184,Active,Manual,07/06/2024 07:41,364.3999939,9131.650391,154,4.497000217,36,514,63.19046536,14.65820068,5.070000172,28,91,417,1041,Forerunner 955,3474075110,4024,17,28,0,0,Connect Api,0,0,0,0,en,006-D2449-00,,,,FFFFFF,2,3,3
2124,07/06/2024 07:41,2618.35,0,25,183,157,65,302,170,190,19.8,18,23,21,44,0,357,63.19080491,14.65925027,,Running,2024-06-07T06:56:19.000Z,2024-06-07T07:39:57.000Z,197.251,1000,9.871999741,41,169,184,Active,Manual,07/06/2024 07:41,364.2000122,9137.849609,155,4.675000191,36,519,63.19049385,14.65830822,5.070000172,28,91,417,1041,Forerunner 955,3474075110,4024,17,28,0,0,Connect Api,0,0,0,0,en,006-D2449-00,,,,FFFFFF,2,3,3
2124,07/06/2024 07:41,2625.65,0,23.8,159,158,64,304,170,170,22,17.3,21,19,40,0,357,63.19084891,14.65935823,,Running,2024-06-07T06:56:19.000Z,2024-06-07T07:39:57.000Z,197.251,1000,9.871999741,41,169,184,Active,Manual,07/06/2024 07:41,364.2000122,9144.139648,157,5.59800005,36,582,63.19052596,14.65840579,5.070000172,28,91,417,1041,Forerunner 955,3474075110,4024,17,28,0,0,Connect Api,0,0,0,0,en,006-D2449-00,,,,FFFFFF,2,3,3
2124,07/06/2024 07:41,2632.12,0,23.8,147,159,64,304,160,180,17.2,17.3,19,18,37,0,357,63.19089233,14.65944448,,Running,2024-06-07T06:56:19.000Z,2024-06-07T07:39:57.000Z,197.251,1000,9.871999741,41,169,184,Active,Manual,07/06/2024 07:41,364,9150.44043,158,5.748000145,35,594,63.19055563,14.65851802,5.070000172,28,91,417,1041,Forerunner 955,3474075110,4024,17,28,0,0,Connect Api,0,0,0,0,en,006-D2449-00,,,,FFFFFF,2,3,3
2124,07/06/2024 07:41,2638.94,0,23.1,135,160,62,306,170,170,18.7,15.7,18,17,35,0,358,63.19093667,14.65953819,,Running,2024-06-07T06:56:19.000Z,2024-06-07T07:39:57.000Z,197.251,1000,9.871999741,41,169,184,Active,Manual,07/06/2024 07:41,364,9157.200195,159,5.943999767,34,594,63.19058605,14.65863143,5.070000172,28,91,417,1041,Forerunner 955,3474075110,4024,17,28,0,0,Connect Api,0,0,0,0,en,006-D2449-00,,,,FFFFFF,2,3,3
2124,07/06/2024 07:41,2645.73,0,22.8,133,161,64,307,140,130,15.9,12.3,17,17,34,0,358,63.19098704,14.65961463,,Running,2024-06-07T06:56:19.000Z,2024-06-07T07:39:57.000Z,197.251,1000,9.871999741,41,169,184,Active,Manual,07/06/2024 07:41,364,9164.330078,160,6.316999912,34,596,63.19061866,14.6587528,5.070000172,28,91,417,1041,Forerunner 955,3474075110,4024,17,28,0,0,Connect Api,0,0,0,0,en,006-D2449-00,,,,FFFFFF,2,3,3
2124,07/06/2024 07:41,2651.62,0,22.5,131,162,64,308,140,160,13.9,15.7,17,18,35,0,358,63.19102963,14.65968462,,Running,2024-06-07T06:56:19.000Z,2024-06-07T07:39:57.000Z,197.251,1000,9.871999741,41,169,184,Active,Manual,07/06/2024 07:41,364.2000122,9171.099609,161,6.438000202,33,596,63.19064917,14.65887082,5.070000172,28,91,417,1041,Forerunner 955,3474075110,4024,17,28,0,0,Connect Api,0,0,0,0,en,006-D2449-00,,,,FFFFFF,2,3,3
2124,07/06/2024 07:41,2658.25,0,22.8,131,162,61,309,150,170,18.2,19.2,18,17,35,0,358,63.19107698,14.65976483,,Running,2024-06-07T06:56:19.000Z,2024-06-07T07:39:57.000Z,197.251,1000,9.871999741,41,169,184,Active,Manual,07/06/2024 07:41,364.2000122,9178.610352,162,6.578000069,33,596,63.19068555,14.65899093,5.070000172,28,91,417,1041,Forerunner 955,3474075110,4024,17,28,0,0,Connect Api,0,0,0,0,en,006-D2449-00,,,,FFFFFF,2,3,3
2124,07/06/2024 07:41,2665.33,0,23.9,131,163,63,310,150,170,16.7,14.1,17,16,33,0,358,63.19112895,14.65984639,,Running,2024-06-07T06:56:19.000Z,2024-06-07T07:39:57.000Z,197.251,1000,9.871999741,41,169,184,Active,Manual,07/06/2024 07:41,364.2000122,9185.5,162,6.681000233,33,608,63.1907179,14.65910459,5.070000172,28,91,417,1041,Forerunner 955,3474075110,4024,17,28,0,0,Connect Api,0,0,0,0,en,006-D2449-00,,,,FFFFFF,2,3,3
2124,07/06/2024 07:41,2672.44,0,23.9,123,165,62,311,150,160,17.3,14.1,16,15,31,0,358,63.19117547,14.65994379,,Running,2024-06-07T06:56:19.000Z,2024-06-07T07:39:57.000Z,197.251,1000,9.871999741,41,169,184,Active,Manual,07/06/2024 07:41,364.2000122,9192.080078,164,6.652999878,33,594,63.19075587,14.65920827,5.070000172,28,91,417,1041,Forerunner 955,3474075110,4024,17,28,0,0,Connect Api,0,0,0,0,en,006-D2449-00,,,,FFFFFF,2,3,3
