sessionid,tt_s,distance_m,slope_pct,speed_kmph,power_w,heartrate_bpm,frequency_ppm,cycle,thrust_left_ms,thrust_right_ms,impulse_left_ns,impulse_right_ns,force_meanl_n,force_meanr_n,f_tot_mean_n,treadmill_force_n,altitude_m,latitude_deg,longitude_deg,usernote = BIA24-4NR,Sport,ns1:Id,StartTime,ns1:TotalTimeSeconds,ns1:DistanceMeters,ns1:MaximumSpeed,ns1:Calories,ns1:Value,ns1:Value2,ns1:Intensity,ns1:TriggerMethod,ns1:Time,ns1:AltitudeMeters,ns1:DistanceMeters3,ns1:Value4,ns2:Speed,ns2:RunCadence,ns2:Watts,ns1:LatitudeDegrees,ns1:LongitudeDegrees,ns2:AvgSpeed,ns2:AvgRunCadence,ns2:MaxRunCadence,ns2:AvgWatts,ns2:MaxWatts,ns1:Name,ns1:UnitId,ns1:ProductID,ns1:VersionMajor,ns1:VersionMinor,ns1:BuildMajor,ns1:BuildMinor,ns1:Name5,ns1:VersionMajor6,ns1:VersionMinor7,ns1:BuildMajor8,ns1:BuildMinor9,ns1:LangID,ns1:PartNumber,Unnamed: 39,Unnamed: 40,Unnamed: 41,RowColor,Lap,Gear,Gear2
2132,08/06/2024 14:27,43.38,0,19.7,141,0,68,10,120,210,11.5,18.9,21,22,43,0,365,63.19046142,14.6582436,,Running,2024-06-08T12:51:15.000Z,2024-06-08T14:17:13.000Z,674.547,1000,9.666999817,29,111,152,Active,Manual,08/06/2024 14:27,363.2000122,17870.28906,112,4.039999962,37,409,63.19045412,14.65817839,1.481999993,12,108,80,550,Forerunner 955,3474075110,4024,17,28,0,0,Connect Api,0,0,0,0,en,006-D2449-00,,167,155.524173,FFFFFF,1,2.0R,2
2132,08/06/2024 14:27,49.39,0,20.1,121,0,67,11,200,170,17.1,14.9,17,19,36,0,365,63.19049578,14.65833605,,Running,2024-06-08T12:51:15.000Z,2024-06-08T14:17:13.000Z,674.547,1000,9.666999817,29,111,152,Active,Manual,08/06/2024 14:27,363.2000122,17870.28906,112,4.039999962,37,409,63.19045412,14.65817839,1.481999993,12,108,80,550,Forerunner 955,3474075110,4024,17,28,0,0,Connect Api,0,0,0,0,en,006-D2449-00,,167,155.524173,FFFFFF,1,2.0R,2
2132,08/06/2024 14:27,55.09,0,20.1,110,0,65,12,140,170,10.4,14.9,15,18,33,0,366,63.1905252,14.65842909,,Running,2024-06-08T12:51:15.000Z,2024-06-08T14:17:13.000Z,674.547,1000,9.666999817,29,111,152,Active,Manual,08/06/2024 14:27,363.2000122,17875.16016,115,4.468999863,36,467,63.19048438,14.65826112,1.481999993,12,108,80,550,Forerunner 955,3474075110,4024,17,28,0,0,Connect Api,0,0,0,0,en,006-D2449-00,,,,FFFFFF,1,3,3
2132,08/06/2024 14:27,60.43,0,20.1,105,0,64,14,150,190,11.4,14.1,15,16,31,0,366,63.1905532,14.65851559,,Running,2024-06-08T12:51:15.000Z,2024-06-08T14:17:13.000Z,674.547,1000,9.666999817,29,111,152,Active,Manual,08/06/2024 14:27,363.2000122,17880.67969,117,4.739999771,36,471,63.19051967,14.65835206,1.481999993,12,108,80,550,Forerunner 955,3474075110,4024,17,28,0,0,Connect Api,0,0,0,0,en,006-D2449-00,,,,FFFFFF,1,3,3
2132,08/06/2024 14:27,65.41,0,21,104,0,62,14,170,180,11.5,13.9,15,15,30,0,366,63.19058186,14.65859178,,Running,2024-06-08T12:51:15.000Z,2024-06-08T14:17:13.000Z,674.547,1000,9.666999817,29,111,152,Active,Manual,08/06/2024 14:27,363.2000122,17886.5293,119,4.787000179,35,466,63.19055211,14.65844451,1.481999993,12,108,80,550,Forerunner 955,3474075110,4024,17,28,0,0,Connect Api,0,0,0,0,en,006-D2449-00,,,,FFFFFF,1,3,3
2132,08/06/2024 14:27,71.23,0,21,98,0,60,16,190,190,15.2,12,15,13,28,0,365,63.19061304,14.65868508,,Running,2024-06-08T12:51:15.000Z,2024-06-08T14:17:13.000Z,674.547,1000,9.666999817,29,111,152,Active,Manual,08/06/2024 14:27,363.2000122,17892.60938,122,5.224999905,35,475,63.19058513,14.65853127,1.481999993,12,108,80,550,Forerunner 955,3474075110,4024,17,28,0,0,Connect Api,0,0,0,0,en,006-D2449-00,,,,FFFFFF,1,3,3
2132,08/06/2024 14:27,76.87,0,20.5,96,0,63,16,180,110,12.7,6.6,15,13,28,0,365,63.19064029,14.65877987,,Running,2024-06-08T12:51:15.000Z,2024-06-08T14:17:13.000Z,674.547,1000,9.666999817,29,111,152,Active,Manual,08/06/2024 14:27,363.2000122,17898.42969,122,6,35,526,63.19061455,14.6586207,1.481999993,12,108,80,550,Forerunner 955,3474075110,4024,17,28,0,0,Connect Api,0,0,0,0,en,006-D2449-00,,,,FFFFFF,1,3,3
2132,08/06/2024 14:27,82.19,0,19.8,92,0,62,18,190,170,14.4,12.8,15,13,28,0,365,63.19066585,14.65886956,,Running,2024-06-08T12:51:15.000Z,2024-06-08T14:17:13.000Z,674.547,1000,9.666999817,29,111,152,Active,Manual,08/06/2024 14:27,363.3999939,17903.9707,124,6.177000046,35,540,63.19064741,14.65871005,1.481999993,12,108,80,550,Forerunner 955,3474075110,4024,17,28,0,0,Connect Api,0,0,0,0,en,006-D2449-00,,,,FFFFFF,1,3,3
2132,08/06/2024 14:27,88.23,0,18.4,92,0,61,18,180,180,13.6,11.9,15,14,29,0,365,63.1907008,14.65896185,,Running,2024-06-08T12:51:15.000Z,2024-06-08T14:17:13.000Z,674.547,1000,9.666999817,29,111,152,Active,Manual,08/06/2024 14:27,363.2000122,17909.60938,126,6.177000046,35,543,63.19067826,14.65880318,1.481999993,12,108,80,550,Forerunner 955,3474075110,4024,17,28,0,0,Connect Api,0,0,0,0,en,006-D2449-00,,,,FFFFFF,1,3,3
2132,08/06/2024 14:27,92.97,0,18.4,92,0,63,20,200,150,16.8,11.8,15,14,29,0,365,63.19072545,14.65903879,,Running,2024-06-08T12:51:15.000Z,2024-06-08T14:17:13.000Z,674.547,1000,9.666999817,29,111,152,Active,Manual,08/06/2024 14:27,363.2000122,17915.33008,128,5.989999771,35,525,63.19070935,14.65889856,1.481999993,12,108,80,550,Forerunner 955,3474075110,4024,17,28,0,0,Connect Api,0,0,0,0,en,006-D2449-00,,,,FFFFFF,1,3,3
2132,08/06/2024 14:27,98.85,0,18.4,92,0,64,20,170,150,12.1,11.2,15,15,30,0,365,63.19075604,14.65913468,,Running,2024-06-08T12:51:15.000Z,2024-06-08T14:17:13.000Z,674.547,1000,9.666999817,29,111,152,Active,Manual,08/06/2024 14:27,363.2000122,17921.33984,129,5.888000011,34,457,63.19073525,14.65899009,1.481999993,12,108,80,550,Forerunner 955,3474075110,4024,17,28,0,0,Connect Api,0,0,0,0,en,006-D2449-00,,,,FFFFFF,1,3,3
2132,08/06/2024 14:27,104.23,0,18.6,99,0,62,22,200,200,15.8,15.7,16,16,32,0,365,63.19078831,14.65921448,,Running,2024-06-08T12:51:15.000Z,2024-06-08T14:17:13.000Z,674.547,1000,9.666999817,29,111,152,Active,Manual,08/06/2024 14:27,363.2000122,17926.66992,129,5.888000011,33,443,63.19076333,14.65907894,1.481999993,12,108,80,550,Forerunner 955,3474075110,4024,17,28,0,0,Connect Api,0,0,0,0,en,006-D2449-00,,,,FFFFFF,1,3,3
2132,08/06/2024 14:27,109.6,0,18.3,100,0,64,23,200,190,13.9,14.2,16,17,33,0,365,63.19081463,14.65930425,,Running,2024-06-08T12:51:15.000Z,2024-06-08T14:17:13.000Z,674.547,1000,9.666999817,29,111,152,Active,Manual,08/06/2024 14:27,363.2000122,17932.14063,130,5.849999905,31,411,63.19078923,14.65916318,1.481999993,12,108,80,550,Forerunner 955,3474075110,4024,17,28,0,0,Connect Api,0,0,0,0,en,006-D2449-00,,,,FFFFFF,1,3,3
2132,08/06/2024 14:27,113.56,0,18.3,100,0,63,24,180,210,13.8,18,16,18,34,0,365,63.19083642,14.65936686,,Running,2024-06-08T12:51:15.000Z,2024-06-08T14:17:13.000Z,674.547,1000,9.666999817,29,111,152,Active,Manual,08/06/2024 14:27,363.2000122,17937.03906,131,5.729000092,31,403,63.19081983,14.65924859,1.481999993,12,108,80,550,Forerunner 955,3474075110,4024,17,28,0,0,Connect Api,0,0,0,0,en,006-D2449-00,,,,FFFFFF,1,3,3
