sessionid,tt_s,distance_m,slope_pct,speed_kmph,power_w,heartrate_bpm,frequency_ppm,cycle,thrust_left_ms,thrust_right_ms,impulse_left_ns,impulse_right_ns,force_meanl_n,force_meanr_n,f_tot_mean_n,treadmill_force_n,altitude_m,latitude_deg,longitude_deg,usernote = BIA24-15NR,Sport,ns1:Id,StartTime,ns1:TotalTimeSeconds,ns1:DistanceMeters,ns1:MaximumSpeed,ns1:Calories,ns1:Value,ns1:Value2,ns1:Intensity,ns1:TriggerMethod,ns1:Time,ns1:AltitudeMeters,ns1:DistanceMeters3,ns1:Value4,ns2:Speed,ns2:RunCadence,ns2:Watts,ns1:LatitudeDegrees,ns1:LongitudeDegrees,ns2:AvgSpeed,ns2:AvgRunCadence,ns2:MaxRunCadence,ns2:AvgWatts,ns2:MaxWatts,ns1:Name,ns1:UnitId,ns1:ProductID,ns1:VersionMajor,ns1:VersionMinor,ns1:BuildMajor,ns1:BuildMinor,ns1:Name5,ns1:VersionMajor6,ns1:VersionMinor7,ns1:BuildMajor8,ns1:BuildMinor9,ns1:LangID,ns1:PartNumber,Unnamed: 39,Unnamed: 40,Unnamed: 41,RowColor,Lap,Gear,Gear2
2420,06/09/2024 14:31,114.62,0,25.2,113,0,67,16,160,170,13.7,15.9,15,15,30,0,371,63.19083081,14.65934758,,Running,2024-09-06T12:52:25.000Z,2024-09-06T14:18:48.000Z,796.568,1000,6.597000122,64,127,172,Active,Manual,06/09/2024 14:31,365,15174.61035,160,6.456999779,25,456,63.19076283,14.65923761,1.254999995,17,126,64,846,Forerunner 955,3474075110,4024,17,28,0,0,Connect Api,0,0,0,0,en,006-D2449-00,,,,FFFFFF,1,3,3
2420,06/09/2024 14:31,121.23,0,25.2,113,0,63,17,160,150,13.1,11.5,14,14,28,0,371,63.19087691,14.65943081,,Running,2024-09-06T12:52:25.000Z,2024-09-06T14:18:48.000Z,796.568,1000,6.597000122,64,127,172,Active,Manual,06/09/2024 14:31,365,15180.87012,163,6.428999901,19,364,63.19080516,14.65934406,1.254999995,17,126,64,846,Forerunner 955,3474075110,4024,17,28,0,0,Connect Api,0,0,0,0,en,006-D2449-00,,,,FFFFFF,1,3,3
2420,06/09/2024 14:31,127.75,0,23.2,116,0,67,18,160,160,12.2,13.3,14,14,28,0,372,63.19092242,14.65951279,,Running,2024-09-06T12:52:25.000Z,2024-09-06T14:18:48.000Z,796.568,1000,6.597000122,64,127,172,Active,Manual,06/09/2024 14:31,365.2000122,15188.05957,165,6.34499979,16,310,63.19085352,14.65943207,1.254999995,17,126,64,846,Forerunner 955,3474075110,4024,17,28,0,0,Connect Api,0,0,0,0,en,006-D2449-00,,,,FFFFFF,1,3,3
2420,06/09/2024 14:31,134.95,0,23.2,116,0,62,19,160,150,10.8,10.7,14,14,28,0,374,63.19097271,14.65960298,,Running,2024-09-06T12:52:25.000Z,2024-09-06T14:18:48.000Z,796.568,1000,6.597000122,64,127,172,Active,Manual,06/09/2024 14:31,365.2000122,15195.12988,167,6.420000076,16,314,63.19090297,14.65951178,1.254999995,17,126,64,846,Forerunner 955,3474075110,4024,17,28,0,0,Connect Api,0,0,0,0,en,006-D2449-00,,,,FFFFFF,1,3,3
2420,06/09/2024 14:31,142.3,0,23.3,109,0,65,20,160,150,13.7,13.1,15,15,30,0,374,63.19102057,14.65970431,,Running,2024-09-06T12:52:25.000Z,2024-09-06T14:18:48.000Z,796.568,1000,6.597000122,64,127,172,Active,Manual,06/09/2024 14:31,365.2000122,15201.87012,167,6.420000076,24,438,63.1909541,14.65958579,1.254999995,17,126,64,846,Forerunner 955,3474075110,4024,17,28,0,0,Connect Api,0,0,0,0,en,006-D2449-00,,,,FFFFFF,1,3,3
2420,06/09/2024 14:31,148.43,0,23.4,109,0,63,21,160,160,13.8,14.3,15,15,30,0,374,63.19106609,14.65977321,,Running,2024-09-06T12:52:25.000Z,2024-09-06T14:18:48.000Z,796.568,1000,6.597000122,64,127,172,Active,Manual,06/09/2024 14:31,365.3999939,15208.57031,168,6.493999958,25,466,63.19100305,14.65966266,1.254999995,17,126,64,846,Forerunner 955,3474075110,4024,17,28,0,0,Connect Api,0,0,0,0,en,006-D2449-00,,,,FFFFFF,1,3,3
2420,06/09/2024 14:31,153.86,0,23.4,109,0,59,22,190,190,15.4,17.1,14,14,28,0,373,63.19110649,14.65983373,,Running,2024-09-06T12:52:25.000Z,2024-09-06T14:18:48.000Z,796.568,1000,6.597000122,64,127,172,Active,Manual,06/09/2024 14:31,365.3999939,15215.48047,170,6.493999958,25,478,63.19105184,14.65972795,1.254999995,17,126,64,846,Forerunner 955,3474075110,4024,17,28,0,0,Connect Api,0,0,0,0,en,006-D2449-00,,,,FFFFFF,1,3,3
2420,06/09/2024 14:31,160.08,0,22.5,98,0,68,23,140,150,9.4,9.6,13,13,26,0,373,63.19115007,14.65991168,,Running,2024-09-06T12:52:25.000Z,2024-09-06T14:18:48.000Z,796.568,1000,6.597000122,64,127,172,Active,Manual,06/09/2024 14:31,365.3999939,15221.70996,170,6.485000134,31,573,63.191095,14.65981395,1.254999995,17,126,64,846,Forerunner 955,3474075110,4024,17,28,0,0,Connect Api,0,0,0,0,en,006-D2449-00,,,,FFFFFF,1,3,3
2420,06/09/2024 14:31,166.66,0,22.3,93,0,62,24,140,160,10.3,11.2,13,12,25,0,373,63.19119374,14.66000003,,Running,2024-09-06T12:52:25.000Z,2024-09-06T14:18:48.000Z,796.568,1000,6.597000122,64,127,172,Active,Manual,06/09/2024 14:31,365.6000061,15228.0498,171,6.485000134,25,480,63.19113934,14.65989735,1.254999995,17,126,64,846,Forerunner 955,3474075110,4024,17,28,0,0,Connect Api,0,0,0,0,en,006-D2449-00,,,,FFFFFF,1,3,3
2420,06/09/2024 14:31,172.85,0,21.9,93,0,62,26,150,150,10.9,9,13,12,25,0,373,63.19123632,14.66007974,,Running,2024-09-06T12:52:25.000Z,2024-09-06T14:18:48.000Z,796.568,1000,6.597000122,64,127,172,Active,Manual,06/09/2024 14:31,365.6000061,15234.67969,171,6.438000202,31,566,63.19117698,14.6599893,1.254999995,17,126,64,846,Forerunner 955,3474075110,4024,17,28,0,0,Connect Api,0,0,0,0,en,006-D2449-00,,,,FFFFFF,1,3,3
2420,06/09/2024 14:31,179.11,0,21.9,93,0,64,26,150,170,11.4,12.6,13,12,25,0,372,63.19126608,14.66018577,,Running,2024-09-06T12:52:25.000Z,2024-09-06T14:18:48.000Z,796.568,1000,6.597000122,64,127,172,Active,Manual,06/09/2024 14:31,365.6000061,15240.82031,171,6.409999847,31,564,63.19121855,14.66007949,1.254999995,17,126,64,846,Forerunner 955,3474075110,4024,17,28,0,0,Connect Api,0,0,0,0,en,006-D2449-00,,,,FFFFFF,1,3,3
2420,06/09/2024 14:31,185.37,0,22.5,91,0,64,28,160,140,12.2,9.9,13,13,26,0,372,63.19130975,14.66026439,,Running,2024-09-06T12:52:25.000Z,2024-09-06T14:18:48.000Z,796.568,1000,6.597000122,64,127,172,Active,Manual,06/09/2024 14:31,365.6000061,15247.24023,172,6.409999847,31,566,63.19125929,14.66017856,1.254999995,17,126,64,846,Forerunner 955,3474075110,4024,17,28,0,0,Connect Api,0,0,0,0,en,006-D2449-00,,,,FFFFFF,1,3,3
2420,06/09/2024 14:31,192.01,0,22.5,91,0,63,28,120,180,8.2,13.7,12,13,25,0,372,63.19135157,14.66035903,,Running,2024-09-06T12:52:25.000Z,2024-09-06T14:18:48.000Z,796.568,1000,6.597000122,64,127,172,Active,Manual,06/09/2024 14:31,365.6000061,15253.70996,172,6.381999969,31,571,63.19130422,14.66027579,1.254999995,17,126,64,846,Forerunner 955,3474075110,4024,17,28,0,0,Connect Api,0,0,0,0,en,006-D2449-00,,,,FFFFFF,1,3,3
2420,06/09/2024 14:32,198.99,0,23.7,87,0,51,30,180,170,12.5,12.1,11,11,22,0,372,63.19139332,14.66046288,,Running,2024-09-06T12:52:25.000Z,2024-09-06T14:18:48.000Z,796.568,1000,6.597000122,64,127,172,Active,Manual,06/09/2024 14:32,365.6000061,15260.84961,171,6.381999969,32,577,63.19134252,14.66036523,1.254999995,17,126,64,846,Forerunner 955,3474075110,4024,17,28,0,0,Connect Api,0,0,0,0,en,006-D2449-00,,,,FFFFFF,1,3,3
2420,06/09/2024 14:32,205.84,0,24,76,0,36,30,180,170,11.4,12.1,10,9,19,0,373,63.19143631,14.66056078,,Running,2024-09-06T12:52:25.000Z,2024-09-06T14:18:48.000Z,796.568,1000,6.597000122,64,127,172,Active,Manual,06/09/2024 14:32,365.6000061,15266.70996,171,6.373000145,32,587,63.19138393,14.6604607,1.254999995,17,126,64,846,Forerunner 955,3474075110,4024,17,28,0,0,Connect Api,0,0,0,0,en,006-D2449-00,,,,FFFFFF,1,3,3
2420,06/09/2024 14:32,213.46,0,23.5,59,0,36,31,190,170,13.4,12.2,8,7,15,0,373,63.19148057,14.66067687,,Running,2024-09-06T12:52:25.000Z,2024-09-06T14:18:48.000Z,796.568,1000,6.597000122,64,127,172,Active,Manual,06/09/2024 14:32,365.7999878,15273.71973,172,6.363999844,32,558,63.19142567,14.6605524,1.254999995,17,126,64,846,Forerunner 955,3474075110,4024,17,28,0,0,Connect Api,0,0,0,0,en,006-D2449-00,,,,FFFFFF,1,3,3
2420,06/09/2024 14:32,219.94,0,23.5,55,0,36,31,190,170,13.4,12.2,7,7,14,0,373,63.19151938,14.66077326,,Running,2024-09-06T12:52:25.000Z,2024-09-06T14:18:48.000Z,796.568,1000,6.597000122,64,127,172,Active,Manual,06/09/2024 14:32,365.7999878,15280.15039,172,6.223999977,33,545,63.19146188,14.66063806,1.254999995,17,126,64,846,Forerunner 955,3474075110,4024,17,28,0,0,Connect Api,0,0,0,0,en,006-D2449-00,,,,FFFFFF,1,3,3
2420,06/09/2024 14:32,225.97,0,23.5,55,0,37,32,120,170,7,9,7,7,14,0,373,63.19155182,14.66086948,,Running,2024-09-06T12:52:25.000Z,2024-09-06T14:32:04.000Z,229.508,1000,11.03800011,48,182,187,Active,Manual,06/09/2024 14:32,365.7999878,15286.79004,172,6.111999989,34,535,63.19150672,14.6607487,4.356999874,30,48,333,689,Forerunner 955,3474075110,4024,17,28,0,0,Connect Api,0,0,0,0,en,006-D2449-00,,,,FFFFFF,1,4,4
2420,06/09/2024 14:32,232.57,0,23.3,55,0,36,32,120,180,7,10.5,6,7,13,0,372,63.19158635,14.66097652,,Running,2024-09-06T12:52:25.000Z,2024-09-06T14:32:04.000Z,229.508,1000,11.03800011,48,182,187,Active,Manual,06/09/2024 14:32,366,15294.29004,172,6.168000221,34,582,63.19155006,14.66085314,4.356999874,30,48,333,689,Forerunner 955,3474075110,4024,17,28,0,0,Connect Api,0,0,0,0,en,006-D2449-00,,,,FFFFFF,1,4,4
2420,06/09/2024 14:32,238.62,0,23.4,55,0,35,33,140,180,7.9,10.5,6,7,13,0,372,63.19162801,14.66105414,,Running,2024-09-06T12:52:25.000Z,2024-09-06T14:32:04.000Z,229.508,1000,11.03800011,48,182,187,Active,Manual,06/09/2024 14:32,366,15301.49023,172,6.168000221,36,614,63.19159037,14.66095204,4.356999874,30,48,333,689,Forerunner 955,3474075110,4024,17,28,0,0,Connect Api,0,0,0,0,en,006-D2449-00,,,,FFFFFF,1,4,4
2420,06/09/2024 14:32,245.7,0,23.9,56,0,36,34,140,170,9.8,10.8,7,7,14,0,372,63.19168685,14.66110803,,Running,2024-09-06T12:52:25.000Z,2024-09-06T14:32:04.000Z,229.508,1000,11.03800011,48,182,187,Active,Manual,06/09/2024 14:32,366,15308.32031,173,6.894999981,35,689,63.19163698,14.66103687,4.356999874,30,48,333,689,Forerunner 955,3474075110,4024,17,28,0,0,Connect Api,0,0,0,0,en,006-D2449-00,,,,FFFFFF,1,4,4
2420,06/09/2024 14:32,252.29,0,23.9,56,0,36,34,140,170,9.8,10.8,8,8,16,0,372,63.19173773,14.66117559,,Running,2024-09-06T12:52:25.000Z,2024-09-06T14:32:04.000Z,229.508,1000,11.03800011,48,182,187,Active,Manual,06/09/2024 14:32,366,15314.91992,173,6.894999981,35,689,63.19168819,14.66110367,4.356999874,30,48,333,689,Forerunner 955,3474075110,4024,17,28,0,0,Connect Api,0,0,0,0,en,006-D2449-00,,,,FFFFFF,1,4,4
2420,06/09/2024 14:32,259.28,0,21.3,56,0,35,35,130,160,8.1,9,8,8,16,0,373,63.19179246,14.66124382,,Running,2024-09-06T12:52:25.000Z,2024-09-06T14:32:04.000Z,229.508,1000,11.03800011,48,182,187,Active,Manual,06/09/2024 14:32,366.2000122,15321.55957,173,6.886000156,0,221,63.19173622,14.66115765,4.356999874,30,48,333,689,Forerunner 955,3474075110,4024,17,28,0,0,Connect Api,0,0,0,0,en,006-D2449-00,,,,FFFFFF,1,4,4
2420,06/09/2024 14:32,265.53,0,21.3,50,0,0,36,130,180,8.1,11.2,7,7,14,0,373,63.19184468,14.66129034,,Running,2024-09-06T12:52:25.000Z,2024-09-06T14:32:04.000Z,229.508,1000,11.03800011,48,182,187,Active,Manual,06/09/2024 14:32,366.2000122,15327.62988,173,6.793000221,0,221,63.1917881,14.66121222,4.356999874,30,48,333,689,Forerunner 955,3474075110,4024,17,28,0,0,Connect Api,0,0,0,0,en,006-D2449-00,,,,FFFFFF,1,4,4
2420,06/09/2024 14:32,271.59,0,22.5,50,0,0,36,0,140,0,7,6,6,12,0,374,63.19189589,14.66133149,,Running,2024-09-06T12:52:25.000Z,2024-09-06T14:32:04.000Z,229.508,1000,11.03800011,48,182,187,Active,Manual,06/09/2024 14:32,366.2000122,15334.09961,173,6.764999866,40,222,63.19183647,14.66126218,4.356999874,30,48,333,689,Forerunner 955,3474075110,4024,17,28,0,0,Connect Api,0,0,0,0,en,006-D2449-00,,,,FFFFFF,1,4,4
2420,06/09/2024 14:32,278.6,0,23,50,0,0,36,0,140,0,7,6,6,12,0,374,63.19195138,14.66139796,,Running,2024-09-06T12:52:25.000Z,2024-09-06T14:32:04.000Z,229.508,1000,11.03800011,48,182,187,Active,Manual,06/09/2024 14:32,366.2000122,15339.63965,173,6.652999878,37,610,63.19189128,14.66131967,4.356999874,30,48,333,689,Forerunner 955,3474075110,4024,17,28,0,0,Connect Api,0,0,0,0,en,006-D2449-00,,,,FFFFFF,1,4,4
2420,06/09/2024 14:32,285.41,0,23,54,0,37,37,140,130,8.3,7.6,7,7,14,0,374,63.19200528,14.66146217,,Running,2024-09-06T12:52:25.000Z,2024-09-06T14:32:04.000Z,229.508,1000,11.03800011,48,182,187,Active,Manual,06/09/2024 14:32,366.3999939,15346.75,173,6.643000126,37,610,63.19194443,14.6613729,4.356999874,30,48,333,689,Forerunner 955,3474075110,4024,17,28,0,0,Connect Api,0,0,0,0,en,006-D2449-00,,,,FFFFFF,1,4,4
2420,06/09/2024 14:32,290.92,0,21.7,54,0,37,37,140,130,8.3,7.6,8,7,15,0,374,63.1920513,14.66150324,,Running,2024-09-06T12:52:25.000Z,2024-09-06T14:32:04.000Z,229.508,1000,11.03800011,48,182,187,Active,Manual,06/09/2024 14:32,366.3999939,15353.23047,174,6.614999771,33,550,63.19199296,14.66142713,4.356999874,30,48,333,689,Forerunner 955,3474075110,4024,17,28,0,0,Connect Api,0,0,0,0,en,006-D2449-00,,,,FFFFFF,1,4,4
2420,06/09/2024 14:32,296.6,0,21.7,54,0,25,38,210,190,15.2,13.4,8,7,15,0,374,63.19209547,14.6615599,,Running,2024-09-06T12:52:25.000Z,2024-09-06T14:32:04.000Z,229.508,1000,11.03800011,48,182,187,Active,Manual,06/09/2024 14:32,366.3999939,15359.5,174,6.614999771,33,548,63.1920435,14.66148019,4.356999874,30,48,333,689,Forerunner 955,3474075110,4024,17,28,0,0,Connect Api,0,0,0,0,en,006-D2449-00,,,,FFFFFF,1,4,4
2420,06/09/2024 14:32,304.16,0,23,51,0,26,38,210,130,15.2,6.4,7,6,13,0,376,63.19214961,14.66165118,,Running,2024-09-06T12:52:25.000Z,2024-09-06T14:32:04.000Z,229.508,1000,11.03800011,48,182,187,Active,Manual,06/09/2024 14:32,366.3999939,15365.28027,174,6.614999771,32,536,63.19208977,14.66153484,4.356999874,30,48,333,689,Forerunner 955,3474075110,4024,17,28,0,0,Connect Api,0,0,0,0,en,006-D2449-00,,,,FFFFFF,1,4,4
2420,06/09/2024 14:32,310.32,0,23.3,51,0,0,38,0,130,0,6.4,7,6,13,0,377,63.19220049,14.66169954,,Running,2024-09-06T12:52:25.000Z,2024-09-06T14:32:04.000Z,229.508,1000,11.03800011,48,182,187,Active,Manual,06/09/2024 14:32,366.3999939,15371.20996,174,6.597000122,32,535,63.19214199,14.66159418,4.356999874,30,48,333,689,Forerunner 955,3474075110,4024,17,28,0,0,Connect Api,0,0,0,0,en,006-D2449-00,,,,FFFFFF,1,4,4
2420,06/09/2024 14:32,316.97,0,23.3,51,0,35,40,180,160,11.5,9.8,7,6,13,0,377,63.19225254,14.66176509,,Running,2024-09-06T12:52:25.000Z,2024-09-06T14:32:04.000Z,229.508,1000,11.03800011,48,182,187,Active,Manual,06/09/2024 14:32,366.3999939,15377.83984,174,6.540999889,32,524,63.19218943,14.66164908,4.356999874,30,48,333,689,Forerunner 955,3474075110,4024,17,28,0,0,Connect Api,0,0,0,0,en,006-D2449-00,,,,FFFFFF,1,4,4
2420,06/09/2024 14:32,323.32,0,22.2,52,0,35,40,180,160,11.5,9.8,8,6,14,0,376,63.19229873,14.6618396,,Running,2024-09-06T12:52:25.000Z,2024-09-06T14:32:04.000Z,229.508,1000,11.03800011,48,182,187,Active,Manual,06/09/2024 14:32,366.3999939,15383.63965,174,6.531000137,32,528,63.19224165,14.66171421,4.356999874,30,48,333,689,Forerunner 955,3474075110,4024,17,28,0,0,Connect Api,0,0,0,0,en,006-D2449-00,,,,FFFFFF,1,4,4
2420,06/09/2024 14:32,330.14,0,22.2,52,0,36,40,170,150,10,9.1,8,6,14,0,376,63.19235028,14.66191345,,Running,2024-09-06T12:52:25.000Z,2024-09-06T14:32:04.000Z,229.508,1000,11.03800011,48,182,187,Active,Manual,06/09/2024 14:32,366.6000061,15390.17969,175,6.513000011,33,567,63.19229512,14.66178454,4.356999874,30,48,333,689,Forerunner 955,3474075110,4024,17,28,0,0,Connect Api,0,0,0,0,en,006-D2449-00,,,,FFFFFF,1,4,4
2420,06/09/2024 14:32,335.48,0,22.2,56,0,36,40,170,150,10,9.1,8,7,15,0,375,63.19238783,14.66197967,,Running,2024-09-06T12:52:25.000Z,2024-09-06T14:32:04.000Z,229.508,1000,11.03800011,48,182,187,Active,Manual,06/09/2024 14:32,366.6000061,15397.00977,175,6.502999783,33,582,63.19233502,14.66184421,4.356999874,30,48,333,689,Forerunner 955,3474075110,4024,17,28,0,0,Connect Api,0,0,0,0,en,006-D2449-00,,,,FFFFFF,1,4,4
2420,06/09/2024 14:32,339.1,0,22.3,56,0,36,42,180,180,10.8,10.7,9,7,16,0,370,63.19240266,14.66204387,,Running,2024-09-06T12:52:25.000Z,2024-09-06T14:32:04.000Z,229.508,1000,11.03800011,48,182,187,Active,Manual,06/09/2024 14:32,366.6000061,15402.66016,176,6.502999783,35,610,63.19237886,14.66192099,4.356999874,30,48,333,689,Forerunner 955,3474075110,4024,17,28,0,0,Connect Api,0,0,0,0,en,006-D2449-00,,,,FFFFFF,1,4,4
2420,06/09/2024 14:32,345.66,0,22.3,56,0,35,42,180,150,10.8,9.5,9,7,16,0,369,63.19244131,14.66214286,,Running,2024-09-06T12:52:25.000Z,2024-09-06T14:32:04.000Z,229.508,1000,11.03800011,48,182,187,Active,Manual,06/09/2024 14:32,366.7999878,15408.61035,175,6.502999783,34,562,63.19241893,14.66199844,4.356999874,30,48,333,689,Forerunner 955,3474075110,4024,17,28,0,0,Connect Api,0,0,0,0,en,006-D2449-00,,,,FFFFFF,1,4,4
2420,06/09/2024 14:32,351.59,0,22.3,56,0,34,42,210,150,15.6,9.5,9,6,15,0,369,63.192475,14.66223456,,Running,2024-09-06T12:52:25.000Z,2024-09-06T14:32:04.000Z,229.508,1000,11.03800011,48,182,187,Active,Manual,06/09/2024 14:32,366.7999878,15414.59961,175,6.493999958,34,561,63.19245715,14.66208779,4.356999874,30,48,333,689,Forerunner 955,3474075110,4024,17,28,0,0,Connect Api,0,0,0,0,en,006-D2449-00,,,,FFFFFF,1,4,4
2420,06/09/2024 14:32,357.27,0,22.3,56,0,34,44,200,170,12.7,10.1,9,6,15,0,369,63.19249922,14.6623343,,Running,2024-09-06T12:52:25.000Z,2024-09-06T14:32:04.000Z,229.508,1000,11.03800011,48,182,187,Active,Manual,06/09/2024 14:32,367,15421.16992,175,6.475999832,34,567,63.19249269,14.66218377,4.356999874,30,48,333,689,Forerunner 955,3474075110,4024,17,28,0,0,Connect Api,0,0,0,0,en,006-D2449-00,,,,FFFFFF,1,4,4
2420,06/09/2024 14:32,361.86,0,20.6,55,0,34,44,200,170,12.7,10.1,8,7,15,0,369,63.19251792,14.66241586,,Running,2024-09-06T12:52:25.000Z,2024-09-06T14:32:04.000Z,229.508,1000,11.03800011,48,182,187,Active,Manual,06/09/2024 14:32,367,15427.11035,176,6.46600008,34,572,63.19252294,14.6622768,4.356999874,30,48,333,689,Forerunner 955,3474075110,4024,17,28,0,0,Connect Api,0,0,0,0,en,006-D2449-00,,,,FFFFFF,1,4,4
