sessionid,tt_s,distance_m,slope_pct,speed_kmph,power_w,heartrate_bpm,frequency_ppm,cycle,thrust_left_ms,thrust_right_ms,impulse_left_ns,impulse_right_ns,force_meanl_n,force_meanr_n,f_tot_mean_n,treadmill_force_n,altitude_m,latitude_deg,longitude_deg,usernote = None,Sport,ns1:Id,StartTime,ns1:TotalTimeSeconds,ns1:DistanceMeters,ns1:MaximumSpeed,ns1:Calories,ns1:Value,ns1:Value2,ns1:Intensity,ns1:TriggerMethod,ns1:Time,ns1:AltitudeMeters,ns1:DistanceMeters3,ns1:Value4,ns2:Speed,ns2:RunCadence,ns2:Watts,ns1:LatitudeDegrees,ns1:LongitudeDegrees,ns2:AvgSpeed,ns2:AvgRunCadence,ns2:MaxRunCadence,ns2:AvgWatts,ns2:MaxWatts,ns1:Name,ns1:UnitId,ns1:ProductID,ns1:VersionMajor,ns1:VersionMinor,ns1:BuildMajor,ns1:BuildMinor,ns1:Name5,ns1:VersionMajor6,ns1:VersionMinor7,ns1:BuildMajor8,ns1:BuildMinor9,ns1:LangID,ns1:PartNumber,Unnamed: 39,Unnamed: 40,Unnamed: 41,RowColor,Lap,Gear,Gear2
2163,12/06/2024 07:30,468.05,0,18.1,209,0,66,26,210,220,27.1,30.6,27,37,64,0,374,63.19253962,14.66418603,,Running,2024-06-12T06:49:15.000Z,2024-06-12T07:22:14.000Z,596.347,1000,8.043000221,52,125,182,Active,Manual,12/06/2024 07:30,364,7482.649902,175,7.967999935,22,658,63.19125627,14.6601421,1.677000046,11,116,96,1299,Forerunner 955,3474075110,4024,17,28,0,0,Connect Api,0,0,0,0,en,006-D2449-00,,,,FFFFFF,1,3,3
2163,12/06/2024 07:30,473.09,0,19.6,193,0,66,28,180,200,19.9,36.7,28,36,64,0,374,63.19251708,14.66427329,,Running,2024-06-12T06:49:15.000Z,2024-06-12T07:22:14.000Z,596.347,1000,8.043000221,52,125,182,Active,Manual,12/06/2024 07:30,363.7999878,7489.209961,176,7.931000233,20,579,63.19130044,14.66022927,1.677000046,11,116,96,1299,Forerunner 955,3474075110,4024,17,28,0,0,Connect Api,0,0,0,0,en,006-D2449-00,,,,FFFFFF,1,3,3
2163,12/06/2024 07:30,478.59,0,18.3,192,0,62,28,190,200,26.6,30.8,29,34,63,0,375,63.19250819,14.66438117,,Running,2024-06-12T06:49:15.000Z,2024-06-12T07:22:14.000Z,596.347,1000,8.043000221,52,125,182,Active,Manual,12/06/2024 07:30,363.7999878,7496.649902,175,7.623000145,17,471,63.19134663,14.66033732,1.677000046,11,116,96,1299,Forerunner 955,3474075110,4024,17,28,0,0,Connect Api,0,0,0,0,en,006-D2449-00,,,,FFFFFF,1,3,3
2163,12/06/2024 07:30,484.22,0,18.9,192,0,66,30,190,200,31.5,32.9,30,31,61,0,375,63.1924828,14.6644784,,Running,2024-06-12T06:49:15.000Z,2024-06-12T07:22:14.000Z,596.347,1000,8.043000221,52,125,182,Active,Manual,12/06/2024 07:30,363.6000061,7503.200195,177,7.230999947,17,447,63.1913908,14.66043438,1.677000046,11,116,96,1299,Forerunner 955,3474075110,4024,17,28,0,0,Connect Api,0,0,0,0,en,006-D2449-00,,,,FFFFFF,1,3,3
2163,12/06/2024 07:30,489.35,0,18.3,168,0,40,30,210,220,33.5,34.3,28,27,55,0,376,63.19246243,14.66457001,,Running,2024-06-12T06:49:15.000Z,2024-06-12T07:22:14.000Z,596.347,1000,8.043000221,52,125,182,Active,Manual,12/06/2024 07:30,363.7999878,7510.180176,176,7.193999767,18,457,63.19143221,14.66052926,1.677000046,11,116,96,1299,Forerunner 955,3474075110,4024,17,28,0,0,Connect Api,0,0,0,0,en,006-D2449-00,,,,FFFFFF,1,4,4
2163,12/06/2024 07:30,495.82,0,14,118,0,40,31,210,220,33.5,35.8,26,24,50,0,376,63.19242069,14.66466003,,Running,2024-06-12T06:49:15.000Z,2024-06-12T07:22:14.000Z,596.347,1000,8.043000221,52,125,182,Active,Manual,12/06/2024 07:30,363.7999878,7518.459961,176,7.110000134,19,468,63.19147839,14.66065457,1.677000046,11,116,96,1299,Forerunner 955,3474075110,4024,17,28,0,0,Connect Api,0,0,0,0,en,006-D2449-00,,,,FFFFFF,1,4,4
2163,12/06/2024 07:30,501.12,0,14.8,117,0,39,32,230,220,39.9,35.8,25,23,48,0,376,63.19241297,14.66476422,,Running,2024-06-12T06:49:15.000Z,2024-06-12T07:22:14.000Z,596.347,1000,8.043000221,52,125,182,Active,Manual,12/06/2024 07:30,363.7999878,7525.25,178,7.100999832,19,468,63.19152382,14.66075557,1.677000046,11,116,96,1299,Forerunner 955,3474075110,4024,17,28,0,0,Connect Api,0,0,0,0,en,006-D2449-00,,,,FFFFFF,1,4,4
2163,12/06/2024 07:30,505.35,0,14.6,117,0,39,32,230,230,35.1,35.9,25,23,48,0,377,63.19240501,14.66484678,,Running,2024-06-12T06:49:15.000Z,2024-06-12T07:22:14.000Z,596.347,1000,8.043000221,52,125,182,Active,Manual,12/06/2024 07:30,364,7533.049805,178,7.230999947,19,486,63.19157152,14.66086521,1.677000046,11,116,96,1299,Forerunner 955,3474075110,4024,17,28,0,0,Connect Api,0,0,0,0,en,006-D2449-00,,,,FFFFFF,1,4,4
2163,12/06/2024 07:30,511.28,0,14.8,117,0,39,33,230,200,35.1,33,25,22,47,0,377,63.19238272,14.66495407,,Running,2024-06-12T06:49:15.000Z,2024-06-12T07:22:14.000Z,596.347,1000,8.043000221,52,125,182,Active,Manual,12/06/2024 07:30,364.3999939,7540.509766,178,7.436999798,19,533,63.19162156,14.6609616,1.677000046,11,116,96,1299,Forerunner 955,3474075110,4024,17,28,0,0,Connect Api,0,0,0,0,en,006-D2449-00,,,,FFFFFF,1,4,4
2163,12/06/2024 07:30,516.91,0,16.8,116,0,39,34,230,200,42.8,33,25,20,45,0,377,63.19235397,14.6650466,,Running,2024-06-12T06:49:15.000Z,2024-06-12T07:22:14.000Z,596.347,1000,8.043000221,52,125,182,Active,Manual,12/06/2024 07:30,364.7999878,7547.569824,177,7.436999798,19,545,63.19167386,14.66104156,1.677000046,11,116,96,1299,Forerunner 955,3474075110,4024,17,28,0,0,Connect Api,0,0,0,0,en,006-D2449-00,,,,FFFFFF,1,4,4
