time,force_left_n,force_right_n
1725607140.000,0.000,0.000
1725607140.010,0.000,0.000
1725607140.020,0.000,0.000
1725607140.030,0.000,0.000
1725607140.040,0.000,0.000
1725607140.050,0.000,0.000
1725607140.060,0.000,0.000
1725607140.070,-20.400,0.000
1725607140.080,-22.800,0.000
1725607140.090,-22.400,0.000
1725607140.100,-25.500,0.000
1725607140.110,-22.800,0.000
1725607140.120,-21.200,0.000
1725607140.130,-21.500,0.000
1725607140.140,0.000,0.000
1725607140.150,-22.700,0.000
1725607140.160,-22.300,0.000
1725607140.170,-24.700,0.000
1725607140.180,-22.700,0.000
1725607140.190,-21.900,0.000
1725607140.200,-23.000,0.000
1725607140.210,-23.000,0.000
1725607140.220,-22.100,0.000
1725607140.230,-21.700,0.000
1725607140.240,-22.400,0.000
1725607140.250,-23.500,0.000
1725607140.260,-23.500,0.000
1725607140.270,-26.400,0.000
1725607140.280,0.000,0.000
1725607140.290,-24.100,0.000
1725607140.300,-24.500,0.000
1725607140.310,-26.600,0.000
1725607140.320,-21.600,0.000
1725607140.330,-24.800,0.000
1725607140.340,-27.400,0.000
1725607140.350,-27.600,0.000
1725607140.360,-22.100,0.000
1725607140.370,-22.500,0.000
1725607140.380,-24.400,0.000
1725607140.390,-22.800,0.000
1725607140.400,-23.700,0.000
1725607140.410,0.000,0.000
1725607140.420,-22.900,0.000
1725607140.430,-22.700,0.000
1725607140.440,0.000,0.000
1725607140.450,-20.800,0.000
1725607140.460,0.000,0.000
1725607140.470,-21.100,0.000
1725607140.480,-22.200,0.000
1725607140.490,-21.600,0.000
1725607140.500,0.000,0.000
1725607140.510,-22.200,0.000
1725607140.520,0.000,0.000
1725607140.530,0.000,0.000
1725607140.540,-20.900,0.000
1725607140.550,-21.500,0.000
1725607140.560,0.000,0.000
1725607140.570,0.000,0.000
1725607140.580,0.000,0.000
1725607140.590,0.000,0.000
1725607140.600,-20.900,0.000
1725607140.610,-22.400,0.000
1725607140.620,-21.800,0.000
1725607140.630,-20.200,0.000
1725607140.640,0.000,0.000
1725607140.650,-21.600,0.000
1725607140.660,-21.800,0.000
1725607140.670,-20.500,0.000
1725607140.680,-20.100,0.000
1725607140.690,-23.000,0.000
1725607140.700,-21.800,0.000
1725607140.710,-22.200,0.000
1725607140.720,0.000,0.000
1725607140.730,-22.300,0.000
1725607140.740,0.000,0.000
1725607140.750,0.000,0.000
1725607140.760,0.000,0.000
1725607140.770,0.000,0.000
1725607140.780,0.000,0.000
1725607140.790,-21.200,0.000
1725607140.800,0.000,0.000
1725607140.810,-20.600,0.000
1725607140.820,-20.100,0.000
1725607140.830,0.000,0.000
1725607140.840,-20.300,0.000
1725607140.850,-21.300,0.000
1725607140.860,-21.500,0.000
1725607140.870,-21.000,0.000
1725607140.880,-20.500,0.000
1725607140.890,-20.700,0.000
1725607140.900,-21.000,0.000
1725607140.910,0.000,0.000
1725607140.920,0.000,0.000
1725607140.930,0.000,0.000
1725607140.940,0.000,0.000
1725607140.950,0.000,0.000
1725607140.960,0.000,0.000
1725607140.970,0.000,0.000
1725607140.980,0.000,0.000
1725607140.990,0.000,0.000
1725607141.000,0.000,0.000
1725607141.010,0.000,0.000
1725607141.020,0.000,0.000
1725607141.030,0.000,0.000
1725607141.040,0.000,0.000
1725607141.050,0.000,0.000
1725607141.060,0.000,0.000
1725607141.070,0.000,0.000
1725607141.080,0.000,0.000
1725607141.090,0.000,0.000
1725607141.100,0.000,0.000
1725607141.110,0.000,0.000
1725607141.120,0.000,0.000
1725607141.130,0.000,21.100
1725607141.140,0.000,42.100
1725607141.150,0.000,47.600
1725607141.160,0.000,44.500
1725607141.170,0.000,46.500
1725607141.180,0.000,57.300
1725607141.190,0.000,72.000
1725607141.200,0.000,80.000
1725607141.210,0.000,83.600
1725607141.220,0.000,87.700
1725607141.230,0.000,92.500
1725607141.240,0.000,94.800
1725607141.250,0.000,97.600
1725607141.260,0.000,101.500
1725607141.270,0.000,101.100
1725607141.280,0.000,101.700
1725607141.290,0.000,102.700
1725607141.300,0.000,103.700
1725607141.310,0.000,105.000
1725607141.320,0.000,103.500
1725607141.330,0.000,100.500
1725607141.340,0.000,95.200
1725607141.350,0.000,91.400
1725607141.360,0.000,85.300
1725607141.370,0.000,75.300
1725607141.380,0.000,66.200
1725607141.390,0.000,56.900
1725607141.400,0.000,46.100
1725607141.410,0.000,36.300
1725607141.420,0.000,28.800
1725607141.430,0.000,0.000
1725607141.440,0.000,0.000
1725607141.450,0.000,0.000
1725607141.460,0.000,0.000
1725607141.470,0.000,0.000
1725607141.480,0.000,0.000
1725607141.490,0.000,0.000
1725607141.500,0.000,0.000
1725607141.510,0.000,0.000
1725607141.520,0.000,0.000
1725607141.530,0.000,0.000
1725607141.540,0.000,0.000
1725607141.550,0.000,0.000
1725607141.560,20.500,0.000
1725607141.570,33.100,0.000
1725607141.580,41.600,0.000
1725607141.590,50.300,0.000
1725607141.600,56.300,0.000
1725607141.610,64.000,0.000
1725607141.620,69.700,0.000
1725607141.630,70.500,0.000
1725607141.640,73.900,0.000
1725607141.650,73.400,0.000
1725607141.660,74.400,0.000
1725607141.670,74.000,0.000
1725607141.680,73.200,0.000
1725607141.690,68.300,0.000
1725607141.700,67.400,0.000
1725607141.710,63.700,0.000
1725607141.720,61.100,0.000
1725607141.730,57.100,0.000
1725607141.740,49.200,0.000
1725607141.750,45.900,0.000
1725607141.760,39.200,0.000
1725607141.770,31.700,0.000
1725607141.780,26.800,0.000
1725607141.790,0.000,0.000
1725607141.800,0.000,0.000
1725607141.810,0.000,0.000
1725607141.820,0.000,0.000
1725607141.830,0.000,0.000
1725607141.840,0.000,0.000
1725607141.850,0.000,0.000
1725607141.860,0.000,0.000
1725607141.870,0.000,0.000
1725607141.880,0.000,0.000
1725607141.890,0.000,0.000
1725607141.900,0.000,0.000
1725607141.910,0.000,0.000
1725607141.920,0.000,0.000
1725607141.930,0.000,20.800
1725607141.940,0.000,64.300
1725607141.950,0.000,74.100
1725607141.960,0.000,63.100
1725607141.970,0.000,60.900
1725607141.980,0.000,73.400
1725607141.990,0.000,89.300
1725607142.000,0.000,91.000
1725607142.010,0.000,96.700
1725607142.020,0.000,103.800
1725607142.030,0.000,102.900
1725607142.040,0.000,103.500
1725607142.050,0.000,106.200
1725607142.060,0.000,102.800
1725607142.070,0.000,104.800
1725607142.080,0.000,104.400
1725607142.090,0.000,102.500
1725607142.100,0.000,103.500
1725607142.110,0.000,102.300
1725607142.120,0.000,100.100
1725607142.130,0.000,97.300
1725607142.140,0.000,90.100
1725607142.150,0.000,84.300
1725607142.160,0.000,79.500
1725607142.170,0.000,70.700
1725607142.180,0.000,62.700
1725607142.190,0.000,53.900
1725607142.200,0.000,44.300
1725607142.210,0.000,36.100
1725607142.220,0.000,26.300
1725607142.230,0.000,20.500
1725607142.240,0.000,0.000
1725607142.250,0.000,0.000
1725607142.260,0.000,0.000
1725607142.270,0.000,0.000
1725607142.280,0.000,0.000
1725607142.290,0.000,0.000
1725607142.300,0.000,0.000
1725607142.310,0.000,0.000
1725607142.320,0.000,0.000
1725607142.330,35.300,35.300
1725607142.340,31.200,31.200
1725607142.350,29.400,29.400
1725607142.360,31.500,31.500
1725607142.370,33.200,33.200
1725607142.380,39.300,39.300
1725607142.390,46.800,46.800
1725607142.400,53.900,53.900
1725607142.410,65.100,65.100
1725607142.420,66.600,66.600
1725607142.430,64.400,64.400
1725607142.440,68.400,68.400
1725607142.450,67.400,67.400
1725607142.460,66.100,66.100
1725607142.470,65.400,65.400
1725607142.480,64.600,64.600
1725607142.490,67.700,67.700
1725607142.500,64.100,64.100
1725607142.510,56.400,56.400
1725607142.520,56.500,56.500
1725607142.530,52.300,52.300
1725607142.540,46.800,46.800
1725607142.550,41.000,41.000
1725607142.560,36.600,36.600
1725607142.570,30.300,30.300
1725607142.580,26.200,26.200
1725607142.590,0.000,0.000
1725607142.600,0.000,0.000
1725607142.610,0.000,0.000
1725607142.620,0.000,0.000
1725607142.630,0.000,0.000
1725607142.640,0.000,0.000
1725607142.650,0.000,0.000
1725607142.660,0.000,0.000
1725607142.670,0.000,0.000
1725607142.680,0.000,0.000
1725607142.690,0.000,0.000
1725607142.700,0.000,0.000
1725607142.710,0.000,0.000
1725607142.720,0.000,0.000
1725607142.730,0.000,0.000
1725607142.740,0.000,0.000
1725607142.750,0.000,0.000
1725607142.760,0.000,0.000
1725607142.770,0.000,0.000
1725607142.780,0.000,0.000
1725607142.790,0.000,0.000
1725607142.800,0.000,0.000
1725607142.810,0.000,0.000
1725607142.820,0.000,0.000
1725607142.830,0.000,0.000
1725607142.840,0.000,0.000
1725607142.850,0.000,0.000
1725607142.860,0.000,0.000
1725607142.870,0.000,0.000
1725607142.880,0.000,0.000
1725607142.890,0.000,0.000
1725607142.900,0.000,0.000
1725607142.910,0.000,0.000
1725607142.920,0.000,0.000
1725607142.930,0.000,0.000
1725607142.940,0.000,0.000
1725607142.950,0.000,0.000
1725607142.960,0.000,0.000
1725607142.970,0.000,0.000
1725607142.980,0.000,0.000
1725607142.990,0.000,0.000
1725607143.000,0.000,0.000
1725607143.010,0.000,0.000
1725607143.020,0.000,0.000
1725607143.030,0.000,0.000
1725607143.040,0.000,0.000
1725607143.050,0.000,0.000
1725607143.060,0.000,0.000
1725607143.070,0.000,0.000
1725607143.080,0.000,0.000
1725607143.090,0.000,0.000
1725607143.100,0.000,0.000
1725607143.110,0.000,0.000
1725607143.120,0.000,0.000
1725607143.130,0.000,0.000
1725607143.140,0.000,0.000
1725607143.150,0.000,0.000
1725607143.160,0.000,0.000
1725607143.170,0.000,0.000
1725607143.180,0.000,0.000
1725607143.190,0.000,0.000
1725607143.200,0.000,0.000
1725607143.210,0.000,0.000
1725607143.220,0.000,0.000
1725607143.230,0.000,0.000
1725607143.240,0.000,0.000
1725607143.250,0.000,0.000
1725607143.260,0.000,0.000
1725607143.270,0.000,0.000
1725607143.280,0.000,0.000
1725607143.290,0.000,0.000
1725607143.300,0.000,0.000
1725607143.310,0.000,0.000
1725607143.320,0.000,0.000
1725607143.330,0.000,0.000
1725607143.340,0.000,0.000
1725607143.350,0.000,0.000
1725607143.360,0.000,0.000
1725607143.370,0.000,0.000
1725607143.380,0.000,0.000
1725607143.390,0.000,0.000
1725607143.400,0.000,0.000
1725607143.410,0.000,0.000
1725607143.420,0.000,0.000
1725607143.430,0.000,0.000
1725607143.440,0.000,0.000
1725607143.450,0.000,0.000
1725607143.460,0.000,0.000
1725607143.470,0.000,0.000
1725607143.480,0.000,0.000
1725607143.490,0.000,0.000
1725607143.500,0.000,0.000
1725607143.510,0.000,0.000
1725607143.520,0.000,0.000
1725607143.530,0.000,0.000
1725607143.540,0.000,0.000
1725607143.550,0.000,0.000
1725607143.560,0.000,0.000
1725607143.570,0.000,0.000
1725607143.580,0.000,0.000
1725607143.590,0.000,0.000
1725607143.600,0.000,0.000
1725607143.610,0.000,0.000
1725607143.620,0.000,0.000
1725607143.630,0.000,0.000
1725607143.640,0.000,0.000
1725607143.650,0.000,0.000
1725607143.660,0.000,0.000
1725607143.670,0.000,0.000
1725607143.680,0.000,0.000
1725607143.690,0.000,0.000
1725607143.700,0.000,0.000
1725607143.710,0.000,0.000
1725607143.720,0.000,0.000
1725607143.730,0.000,0.000
1725607143.740,0.000,0.000
1725607143.750,0.000,0.000
1725607143.760,0.000,0.000
1725607143.770,0.000,0.000
1725607143.780,0.000,0.000
1725607143.790,0.000,0.000
1725607143.800,0.000,0.000
1725607143.810,0.000,0.000
1725607143.820,0.000,0.000
1725607143.830,0.000,0.000
1725607143.840,0.000,0.000
1725607143.850,0.000,0.000
1725607143.860,0.000,0.000
1725607143.870,0.000,0.000
1725607143.880,0.000,0.000
1725607143.890,0.000,0.000
1725607143.900,0.000,0.000
1725607143.910,0.000,0.000
1725607143.920,0.000,0.000
1725607143.930,0.000,0.000
1725607143.940,0.000,0.000
1725607143.950,0.000,0.000
1725607143.960,0.000,0.000
1725607143.970,0.000,0.000
1725607143.980,0.000,0.000
1725607143.990,0.000,0.000
1725607144.000,0.000,0.000
1725607144.010,0.000,0.000
1725607144.020,0.000,0.000
1725607144.030,0.000,0.000
1725607144.040,0.000,0.000
1725607144.050,0.000,0.000
1725607144.060,0.000,0.000
1725607144.070,0.000,0.000
1725607144.080,0.000,0.000
1725607144.090,0.000,0.000
1725607144.100,0.000,0.000
1725607144.110,0.000,0.000
1725607144.120,0.000,0.000
1725607144.130,0.000,0.000
1725607144.140,0.000,0.000
1725607144.150,0.000,0.000
1725607144.160,0.000,0.000
1725607144.170,0.000,0.000
1725607144.180,0.000,0.000
1725607144.190,0.000,0.000
1725607144.200,0.000,0.000
1725607144.210,0.000,0.000
1725607144.220,0.000,0.000
1725607144.230,0.000,0.000
1725607144.240,0.000,0.000
1725607144.250,0.000,0.000
1725607144.260,0.000,0.000
1725607144.270,0.000,0.000
1725607144.280,0.000,0.000
1725607144.290,0.000,0.000
1725607144.300,0.000,0.000
1725607144.310,0.000,0.000
1725607144.320,0.000,0.000
1725607144.330,0.000,0.000
1725607144.340,0.000,0.000
1725607144.350,0.000,0.000
1725607144.360,0.000,0.000
1725607144.370,0.000,0.000
1725607144.380,0.000,0.000
1725607144.390,0.000,0.000
1725607144.400,0.000,0.000
1725607144.410,0.000,0.000
1725607144.420,0.000,0.000
1725607144.430,0.000,0.000
1725607144.440,0.000,0.000
1725607144.450,0.000,0.000
1725607144.460,0.000,0.000
1725607144.470,0.000,0.000
1725607144.480,0.000,0.000
1725607144.490,0.000,0.000
1725607144.500,0.000,0.000
1725607144.510,0.000,0.000
1725607144.520,0.000,0.000
1725607144.530,0.000,0.000
1725607144.540,0.000,0.000
1725607144.550,0.000,0.000
1725607144.560,0.000,0.000
1725607144.570,0.000,0.000
1725607144.580,0.000,0.000
1725607144.590,0.000,0.000
1725607144.600,0.000,0.000
1725607144.610,0.000,0.000
1725607144.620,0.000,0.000
1725607144.630,0.000,0.000
1725607144.640,0.000,0.000
1725607144.650,0.000,0.000
1725607144.660,0.000,0.000
1725607144.670,0.000,0.000
1725607144.680,0.000,0.000
1725607144.690,0.000,0.000
1725607144.700,0.000,0.000
1725607144.710,0.000,0.000
1725607144.720,0.000,0.000
1725607144.730,0.000,0.000
1725607144.740,0.000,0.000
1725607144.750,0.000,0.000
1725607144.760,0.000,0.000
1725607144.770,0.000,0.000
1725607144.780,0.000,0.000
1725607144.790,0.000,0.000
1725607144.800,0.000,0.000
1725607144.810,0.000,0.000
1725607144.820,0.000,0.000
1725607144.830,0.000,0.000
1725607144.840,0.000,0.000
1725607144.850,0.000,0.000
1725607144.860,0.000,0.000
1725607144.870,0.000,0.000
1725607144.880,0.000,0.000
1725607144.890,0.000,0.000
1725607144.900,0.000,0.000
1725607144.910,0.000,0.000
1725607144.920,0.000,0.000
1725607144.930,0.000,0.000
1725607144.940,0.000,0.000
1725607144.950,0.000,0.000
1725607144.960,0.000,0.000
1725607144.970,0.000,0.000
1725607144.980,0.000,0.000
1725607144.990,0.000,0.000
1725607145.000,0.000,0.000
1725607145.010,0.000,0.000
1725607145.020,0.000,0.000
1725607145.030,0.000,0.000
1725607145.040,0.000,0.000
1725607145.050,0.000,0.000
1725607145.060,0.000,0.000
1725607145.070,0.000,0.000
1725607145.080,0.000,0.000
1725607145.090,0.000,0.000
1725607145.100,0.000,0.000
1725607145.110,0.000,0.000
1725607145.120,0.000,0.000
1725607145.130,0.000,0.000
1725607145.140,0.000,0.000
1725607145.150,0.000,0.000
1725607145.160,0.000,0.000
1725607145.170,0.000,0.000
1725607145.180,0.000,0.000
1725607145.190,0.000,0.000
1725607145.200,0.000,0.000
1725607145.210,0.000,0.000
1725607145.220,0.000,0.000
1725607145.230,0.000,0.000
1725607145.240,0.000,0.000
1725607145.250,0.000,0.000
1725607145.260,0.000,0.000
1725607145.270,0.000,0.000
1725607145.280,0.000,0.000
1725607145.290,0.000,0.000
1725607145.300,0.000,0.000
1725607145.310,0.000,0.000
1725607145.320,0.000,0.000
1725607145.330,0.000,0.000
1725607145.340,0.000,0.000
1725607145.350,0.000,0.000
1725607145.360,0.000,0.000
1725607145.370,0.000,0.000
1725607145.380,0.000,0.000
1725607145.390,0.000,0.000
1725607145.400,0.000,0.000
1725607145.410,0.000,0.000
1725607145.420,0.000,0.000
1725607145.430,0.000,0.000
1725607145.440,0.000,0.000
1725607145.450,0.000,0.000
1725607145.460,0.000,0.000
1725607145.470,0.000,0.000
1725607145.480,0.000,0.000
1725607145.490,0.000,0.000
1725607145.500,0.000,0.000
1725607145.510,0.000,0.000
1725607145.520,0.000,0.000
1725607145.530,0.000,0.000
1725607145.540,0.000,0.000
1725607145.550,0.000,0.000
1725607145.560,0.000,0.000
1725607145.570,0.000,0.000
1725607145.580,0.000,0.000
1725607145.590,0.000,0.000
1725607145.600,0.000,0.000
1725607145.610,0.000,0.000
1725607145.620,0.000,0.000
1725607145.630,0.000,0.000
1725607145.640,0.000,0.000
1725607145.650,0.000,0.000
1725607145.660,0.000,0.000
1725607145.670,0.000,0.000
1725607145.680,0.000,0.000
1725607145.690,0.000,0.000
1725607145.700,0.000,0.000
1725607145.710,0.000,0.000
1725607145.720,0.000,0.000
1725607145.730,0.000,0.000
1725607145.740,0.000,0.000
1725607145.750,0.000,0.000
1725607145.760,0.000,0.000
1725607145.770,0.000,0.000
1725607145.780,0.000,0.000
1725607145.790,0.000,0.000
1725607145.800,0.000,0.000
1725607145.810,0.000,0.000
1725607145.820,0.000,0.000
1725607145.830,0.000,0.000
1725607145.840,0.000,0.000
1725607145.850,0.000,0.000
1725607145.860,0.000,0.000
1725607145.870,0.000,0.000
1725607145.880,0.000,0.000
1725607145.890,0.000,0.000
1725607145.900,0.000,0.000
1725607145.910,0.000,0.000
1725607145.920,0.000,0.000
1725607145.930,0.000,0.000
1725607145.940,0.000,0.000
1725607145.950,0.000,0.000
1725607145.960,0.000,0.000
1725607145.970,0.000,0.000
1725607145.980,0.000,0.000
1725607145.990,0.000,0.000
1725607146.000,0.000,0.000
1725607146.010,0.000,0.000
1725607146.020,0.000,0.000
1725607146.030,0.000,0.000
1725607146.040,0.000,0.000
1725607146.050,0.000,0.000
1725607146.060,0.000,0.000
1725607146.070,0.000,0.000
1725607146.080,0.000,0.000
1725607146.090,0.000,0.000
1725607146.100,0.000,0.000
1725607146.110,0.000,0.000
1725607146.120,0.000,0.000
1725607146.130,0.000,0.000
1725607146.140,0.000,0.000
1725607146.150,0.000,0.000
1725607146.160,0.000,0.000
1725607146.170,0.000,0.000
1725607146.180,0.000,0.000
1725607146.190,0.000,0.000
1725607146.200,0.000,0.000
1725607146.210,0.000,0.000
1725607146.220,0.000,0.000
1725607146.230,0.000,0.000
1725607146.240,0.000,0.000
1725607146.250,0.000,0.000
1725607146.260,0.000,0.000
1725607146.270,0.000,0.000
1725607146.280,0.000,0.000
1725607146.290,0.000,0.000
1725607146.300,0.000,0.000
1725607146.310,0.000,0.000
1725607146.320,0.000,0.000
1725607146.330,0.000,0.000
1725607146.340,0.000,0.000
1725607146.350,0.000,0.000
1725607146.360,0.000,0.000
1725607146.370,0.000,0.000
1725607146.380,0.000,0.000
1725607146.390,0.000,0.000
1725607146.400,0.000,0.000
1725607146.410,0.000,0.000
1725607146.420,0.000,0.000
1725607146.430,0.000,0.000
1725607146.440,0.000,0.000
1725607146.450,0.000,0.000
1725607146.460,0.000,0.000
1725607146.470,0.000,0.000
1725607146.480,0.000,0.000
1725607146.490,0.000,0.000
1725607146.500,0.000,0.000
1725607146.510,0.000,0.000
1725607146.520,0.000,0.000
1725607146.530,0.000,0.000
1725607146.540,0.000,0.000
1725607146.550,0.000,0.000
1725607146.560,0.000,0.000
1725607146.570,0.000,0.000
1725607146.580,0.000,0.000
1725607146.590,0.000,0.000
1725607146.600,0.000,0.000
1725607146.610,0.000,0.000
1725607146.620,0.000,0.000
1725607146.630,0.000,0.000
1725607146.640,0.000,0.000
1725607146.650,0.000,0.000
1725607146.660,0.000,0.000
1725607146.670,0.000,0.000
1725607146.680,0.000,0.000
1725607146.690,0.000,0.000
1725607146.700,0.000,0.000
1725607146.710,0.000,0.000
1725607146.720,0.000,0.000
1725607146.730,0.000,0.000
1725607146.740,0.000,0.000
1725607146.750,0.000,0.000
1725607146.760,0.000,0.000
1725607146.770,0.000,0.000
1725607146.780,0.000,0.000
1725607146.790,0.000,0.000
1725607146.800,0.000,0.000
1725607146.810,0.000,0.000
1725607146.820,0.000,0.000
1725607146.830,0.000,0.000
1725607146.840,0.000,0.000
1725607146.850,0.000,0.000
1725607146.860,0.000,0.000
1725607146.870,0.000,0.000
1725607146.880,0.000,0.000
1725607146.890,0.000,0.000
1725607146.900,0.000,0.000
1725607146.910,0.000,0.000
1725607146.920,0.000,0.000
1725607146.930,0.000,0.000
1725607146.940,0.000,0.000
1725607146.950,0.000,0.000
1725607146.960,0.000,0.000
1725607146.970,0.000,0.000
1725607146.980,0.000,0.000
1725607146.990,0.000,0.000
1725607147.000,0.000,0.000
1725607147.010,0.000,0.000
1725607147.020,0.000,0.000
1725607147.030,0.000,0.000
1725607147.040,0.000,0.000
1725607147.050,0.000,0.000
1725607147.060,0.000,0.000
1725607147.070,0.000,0.000
1725607147.080,0.000,0.000
1725607147.090,0.000,0.000
1725607147.100,0.000,0.000
1725607147.110,0.000,0.000
1725607147.120,0.000,0.000
1725607147.130,0.000,0.000
1725607147.140,0.000,0.000
1725607147.150,0.000,0.000
1725607147.160,0.000,0.000
1725607147.170,0.000,0.000
1725607147.180,0.000,0.000
1725607147.190,0.000,0.000
1725607147.200,0.000,0.000
1725607147.210,0.000,0.000
1725607147.220,0.000,0.000
1725607147.230,0.000,0.000
1725607147.240,0.000,0.000
1725607147.250,0.000,0.000
1725607147.260,0.000,0.000
1725607147.270,0.000,0.000
1725607147.280,0.000,0.000
1725607147.290,0.000,0.000
1725607147.300,0.000,0.000
1725607147.310,0.000,0.000
1725607147.320,0.000,0.000
1725607147.330,0.000,0.000
1725607147.340,0.000,0.000
1725607147.350,0.000,0.000
1725607147.360,0.000,0.000
1725607147.370,0.000,0.000
1725607147.380,0.000,0.000
1725607147.390,0.000,0.000
1725607147.400,0.000,0.000
1725607147.410,0.000,0.000
1725607147.420,0.000,0.000
1725607147.430,0.000,0.000
1725607147.440,0.000,0.000
1725607147.450,0.000,0.000
1725607147.460,0.000,0.000
1725607147.470,0.000,0.000
1725607147.480,0.000,0.000
1725607147.490,0.000,0.000
1725607147.500,0.000,0.000
1725607147.510,0.000,0.000
1725607147.520,0.000,0.000
1725607147.530,0.000,0.000
1725607147.540,0.000,0.000
1725607147.550,0.000,0.000
1725607147.560,0.000,0.000
1725607147.570,0.000,0.000
1725607147.580,0.000,0.000
1725607147.590,0.000,0.000
1725607147.600,0.000,0.000
1725607147.610,0.000,0.000
1725607147.620,0.000,0.000
1725607147.630,0.000,0.000
1725607147.640,0.000,0.000
1725607147.650,0.000,0.000
1725607147.660,0.000,0.000
1725607147.670,0.000,0.000
1725607147.680,0.000,0.000
1725607147.690,0.000,0.000
1725607147.700,0.000,0.000
1725607147.710,0.000,0.000
1725607147.720,0.000,0.000
1725607147.730,0.000,0.000
1725607147.740,0.000,0.000
1725607147.750,0.000,0.000
1725607147.760,0.000,0.000
1725607147.770,0.000,0.000
1725607147.780,0.000,0.000
1725607147.790,0.000,0.000
1725607147.800,0.000,0.000
1725607147.810,0.000,0.000
1725607147.820,0.000,0.000
1725607147.830,0.000,0.000
1725607147.840,0.000,0.000
1725607147.850,0.000,0.000
1725607147.860,0.000,0.000
1725607147.870,0.000,0.000
1725607147.880,0.000,0.000
1725607147.890,0.000,0.000
1725607147.900,0.000,0.000
1725607147.910,0.000,0.000
1725607147.920,0.000,0.000
1725607147.930,0.000,0.000
1725607147.940,0.000,0.000
1725607147.950,0.000,0.000
1725607147.960,0.000,0.000
1725607147.970,0.000,0.000
1725607147.980,0.000,0.000
1725607147.990,0.000,0.000
1725607148.000,0.000,0.000
1725607148.010,0.000,0.000
1725607148.020,0.000,0.000
1725607148.030,0.000,0.000
1725607148.040,0.000,0.000
1725607148.050,0.000,0.000
1725607148.060,0.000,0.000
1725607148.070,0.000,0.000
1725607148.080,0.000,0.000
1725607148.090,0.000,0.000
1725607148.100,0.000,0.000
1725607148.110,0.000,0.000
1725607148.120,0.000,0.000
1725607148.130,0.000,0.000
1725607148.140,0.000,0.000
1725607148.150,0.000,0.000
1725607148.160,0.000,0.000
1725607148.170,0.000,0.000
1725607148.180,0.000,0.000
1725607148.190,0.000,0.000
1725607148.200,0.000,0.000
1725607148.210,0.000,0.000
1725607148.220,0.000,0.000
1725607148.230,0.000,0.000
1725607148.240,0.000,0.000
1725607148.250,0.000,0.000
1725607148.260,0.000,0.000
1725607148.270,0.000,0.000
1725607148.280,0.000,0.000
1725607148.290,0.000,0.000
1725607148.300,0.000,0.000
1725607148.310,0.000,0.000
1725607148.320,0.000,0.000
1725607148.330,0.000,0.000
1725607148.340,0.000,0.000
1725607148.350,0.000,0.000
1725607148.360,0.000,0.000
1725607148.370,0.000,0.000
1725607148.380,0.000,0.000
1725607148.390,0.000,0.000
1725607148.400,0.000,0.000
1725607148.410,0.000,0.000
1725607148.420,0.000,0.000
1725607148.430,0.000,0.000
1725607148.440,0.000,0.000
1725607148.450,0.000,0.000
1725607148.460,0.000,0.000
1725607148.470,0.000,0.000
1725607148.480,0.000,0.000
1725607148.490,0.000,0.000
1725607148.500,0.000,0.000
1725607148.510,0.000,0.000
1725607148.520,0.000,0.000
1725607148.530,0.000,0.000
1725607148.540,0.000,0.000
1725607148.550,0.000,0.000
1725607148.560,0.000,0.000
1725607148.570,0.000,0.000
1725607148.580,0.000,0.000
1725607148.590,0.000,0.000
1725607148.600,0.000,0.000
1725607148.610,0.000,0.000
1725607148.620,0.000,0.000
1725607148.630,0.000,0.000
1725607148.640,0.000,0.000
1725607148.650,0.000,0.000
1725607148.660,0.000,0.000
1725607148.670,0.000,0.000
1725607148.680,0.000,0.000
1725607148.690,0.000,0.000
1725607148.700,0.000,0.000
1725607148.710,0.000,0.000
1725607148.720,0.000,0.000
1725607148.730,0.000,0.000
1725607148.740,0.000,0.000
1725607148.750,0.000,0.000
1725607148.760,0.000,0.000
1725607148.770,0.000,0.000
1725607148.780,0.000,0.000
1725607148.790,0.000,0.000
1725607148.800,0.000,0.000
1725607148.810,0.000,0.000
1725607148.820,0.000,0.000
1725607148.830,0.000,0.000
1725607148.840,0.000,0.000
1725607148.850,0.000,0.000
1725607148.860,0.000,0.000
1725607148.870,0.000,0.000
1725607148.880,0.000,0.000
1725607148.890,0.000,0.000
1725607148.900,0.000,0.000
1725607148.910,0.000,0.000
1725607148.920,0.000,0.000
1725607148.930,0.000,0.000
1725607148.940,0.000,0.000
1725607148.950,0.000,0.000
1725607148.960,0.000,0.000
1725607148.970,0.000,0.000
1725607148.980,0.000,0.000
1725607148.990,0.000,0.000
1725607149.000,0.000,0.000
1725607149.010,0.000,0.000
1725607149.020,0.000,0.000
1725607149.030,0.000,0.000
1725607149.040,0.000,0.000
1725607149.050,0.000,0.000
1725607149.060,0.000,0.000
1725607149.070,0.000,0.000
1725607149.080,0.000,0.000
1725607149.090,0.000,0.000
1725607149.100,0.000,0.000
1725607149.110,0.000,0.000
1725607149.120,0.000,0.000
1725607149.130,0.000,0.000
1725607149.140,0.000,0.000
1725607149.150,0.000,0.000
1725607149.160,0.000,0.000
1725607149.170,0.000,0.000
1725607149.180,0.000,0.000
1725607149.190,0.000,0.000
1725607149.200,0.000,0.000
1725607149.210,0.000,0.000
1725607149.220,0.000,0.000
1725607149.230,0.000,0.000
1725607149.240,0.000,0.000
1725607149.250,0.000,0.000
1725607149.260,0.000,0.000
1725607149.270,0.000,0.000
