time,force_left_n,force_right_n
1725607338.280,0.000,0.000
1725607338.290,0.000,0.000
1725607338.300,0.000,0.000
1725607338.310,0.000,0.000
1725607338.320,0.000,0.000
1725607338.330,0.000,0.000
1725607338.340,0.000,0.000
1725607338.350,0.000,0.000
1725607338.360,0.000,0.000
1725607338.370,0.000,0.000
1725607338.380,0.000,0.000
1725607338.390,0.000,0.000
1725607338.400,0.000,0.000
1725607338.410,0.000,0.000
1725607338.420,0.000,0.000
1725607338.430,0.000,0.000
1725607338.440,0.000,0.000
1725607338.450,0.000,0.000
1725607338.460,0.000,0.000
1725607338.470,0.000,0.000
1725607338.480,0.000,0.000
1725607338.490,0.000,0.000
1725607338.500,0.000,0.000
1725607338.510,0.000,0.000
1725607338.520,0.000,0.000
1725607338.530,0.000,0.000
1725607338.540,0.000,0.000
1725607338.550,0.000,0.000
1725607338.560,0.000,0.000
1725607338.570,0.000,0.000
1725607338.580,0.000,0.000
1725607338.590,0.000,0.000
1725607338.600,0.000,0.000
1725607338.610,0.000,0.000
1725607338.620,0.000,0.000
1725607338.630,0.000,0.000
1725607338.640,0.000,0.000
1725607338.650,0.000,0.000
1725607338.660,0.000,0.000
1725607338.670,0.000,0.000
1725607338.680,0.000,0.000
1725607338.690,0.000,0.000
1725607338.700,0.000,0.000
1725607338.710,0.000,0.000
1725607338.720,0.000,0.000
1725607338.730,0.000,0.000
1725607338.740,0.000,0.000
1725607338.750,0.000,0.000
1725607338.760,0.000,0.000
1725607338.770,0.000,0.000
1725607338.780,0.000,0.000
1725607338.790,0.000,0.000
1725607338.800,0.000,0.000
1725607338.810,0.000,0.000
1725607338.820,0.000,0.000
1725607338.830,0.000,0.000
1725607338.840,0.000,0.000
1725607338.850,0.000,0.000
1725607338.860,0.000,0.000
1725607338.870,0.000,0.000
1725607338.880,0.000,0.000
1725607338.890,0.000,0.000
1725607338.900,0.000,0.000
1725607338.910,0.000,0.000
1725607338.920,0.000,0.000
1725607338.930,0.000,0.000
1725607338.940,0.000,0.000
1725607338.950,0.000,0.000
1725607338.960,0.000,0.000
1725607338.970,0.000,0.000
1725607338.980,0.000,0.000
1725607338.990,0.000,0.000
1725607339.000,0.000,0.000
1725607339.010,0.000,0.000
1725607339.020,0.000,0.000
1725607339.030,0.000,0.000
1725607339.040,0.000,0.000
1725607339.050,0.000,0.000
1725607339.060,0.000,0.000
1725607339.070,0.000,0.000
1725607339.080,0.000,0.000
1725607339.090,0.000,0.000
1725607339.100,0.000,0.000
1725607339.110,0.000,0.000
1725607339.120,0.000,0.000
1725607339.130,0.000,0.000
1725607339.140,0.000,0.000
1725607339.150,0.000,0.000
1725607339.160,0.000,0.000
1725607339.170,0.000,0.000
1725607339.180,0.000,0.000
1725607339.190,0.000,0.000
1725607339.200,0.000,0.000
1725607339.210,0.000,0.000
1725607339.220,0.000,0.000
1725607339.230,0.000,0.000
1725607339.240,0.000,0.000
1725607339.250,0.000,0.000
1725607339.260,0.000,0.000
1725607339.270,0.000,0.000
1725607339.280,0.000,0.000
1725607339.290,0.000,0.000
1725607339.300,0.000,0.000
1725607339.310,0.000,0.000
1725607339.320,0.000,0.000
1725607339.330,0.000,0.000
1725607339.340,0.000,0.000
1725607339.350,0.000,0.000
1725607339.360,0.000,0.000
1725607339.370,0.000,0.000
1725607339.380,0.000,0.000
1725607339.390,0.000,0.000
1725607339.400,0.000,0.000
1725607339.410,0.000,0.000
1725607339.420,0.000,0.000
1725607339.430,0.000,0.000
1725607339.440,0.000,0.000
1725607339.450,0.000,0.000
1725607339.460,0.000,0.000
1725607339.470,0.000,0.000
1725607339.480,0.000,0.000
1725607339.490,0.000,0.000
1725607339.500,0.000,0.000
1725607339.510,0.000,0.000
1725607339.520,0.000,0.000
1725607339.530,0.000,0.000
1725607339.540,0.000,0.000
1725607339.550,0.000,0.000
1725607339.560,0.000,0.000
1725607339.570,0.000,0.000
1725607339.580,0.000,0.000
1725607339.590,0.000,0.000
1725607339.600,0.000,0.000
1725607339.610,0.000,0.000
1725607339.620,0.000,0.000
1725607339.630,0.000,0.000
1725607339.640,0.000,0.000
1725607339.650,0.000,0.000
1725607339.660,0.000,0.000
1725607339.670,0.000,0.000
1725607339.680,0.000,0.000
1725607339.690,0.000,0.000
1725607339.700,0.000,0.000
1725607339.710,0.000,0.000
1725607339.720,0.000,0.000
1725607339.730,0.000,0.000
1725607339.740,0.000,0.000
1725607339.750,0.000,0.000
1725607339.760,0.000,0.000
1725607339.770,0.000,0.000
1725607339.780,0.000,0.000
1725607339.790,0.000,0.000
1725607339.800,0.000,0.000
1725607339.810,0.000,0.000
1725607339.820,0.000,0.000
1725607339.830,0.000,0.000
1725607339.840,0.000,0.000
1725607339.850,0.000,0.000
1725607339.860,0.000,0.000
1725607339.870,0.000,0.000
1725607339.880,0.000,0.000
1725607339.890,0.000,0.000
1725607339.900,0.000,0.000
1725607339.910,0.000,0.000
1725607339.920,0.000,0.000
1725607339.930,0.000,0.000
1725607339.940,0.000,0.000
1725607339.950,0.000,0.000
1725607339.960,0.000,0.000
1725607339.970,0.000,0.000
1725607339.980,0.000,0.000
1725607339.990,0.000,0.000
1725607340.000,0.000,0.000
1725607340.010,0.000,0.000
1725607340.020,0.000,0.000
1725607340.030,0.000,0.000
1725607340.040,0.000,0.000
1725607340.050,0.000,0.000
1725607340.060,0.000,0.000
1725607340.070,0.000,0.000
1725607340.080,0.000,0.000
1725607340.090,0.000,0.000
1725607340.100,0.000,0.000
1725607340.110,0.000,0.000
1725607340.120,0.000,0.000
1725607340.130,0.000,0.000
1725607340.140,0.000,0.000
1725607340.150,0.000,0.000
1725607340.160,0.000,0.000
1725607340.170,0.000,0.000
1725607340.180,0.000,0.000
1725607340.190,0.000,0.000
1725607340.200,0.000,0.000
1725607340.210,0.000,0.000
1725607340.220,0.000,0.000
1725607340.230,0.000,0.000
1725607340.240,0.000,0.000
1725607340.250,0.000,0.000
1725607340.260,0.000,0.000
1725607340.270,0.000,0.000
1725607340.280,0.000,0.000
1725607340.290,0.000,0.000
1725607340.300,0.000,0.000
1725607340.310,0.000,0.000
1725607340.320,0.000,0.000
1725607340.330,0.000,0.000
1725607340.340,0.000,0.000
1725607340.350,0.000,0.000
1725607340.360,0.000,0.000
1725607340.370,0.000,0.000
1725607340.380,0.000,0.000
1725607340.390,0.000,0.000
1725607340.400,0.000,0.000
1725607340.410,0.000,0.000
1725607340.420,0.000,0.000
1725607340.430,0.000,0.000
1725607340.440,0.000,0.000
1725607340.450,0.000,0.000
1725607340.460,0.000,0.000
1725607340.470,0.000,0.000
1725607340.480,0.000,0.000
1725607340.490,0.000,0.000
1725607340.500,0.000,0.000
1725607340.510,0.000,0.000
1725607340.520,0.000,0.000
1725607340.530,0.000,0.000
1725607340.540,0.000,0.000
1725607340.550,0.000,0.000
1725607340.560,0.000,0.000
1725607340.570,0.000,0.000
1725607340.580,0.000,0.000
1725607340.590,0.000,0.000
1725607340.600,0.000,0.000
1725607340.610,0.000,0.000
1725607340.620,0.000,0.000
1725607340.630,0.000,0.000
1725607340.640,0.000,0.000
1725607340.650,0.000,0.000
1725607340.660,0.000,0.000
1725607340.670,0.000,0.000
1725607340.680,0.000,0.000
1725607340.690,0.000,0.000
1725607340.700,0.000,0.000
1725607340.710,0.000,0.000
1725607340.720,0.000,0.000
1725607340.730,0.000,0.000
1725607340.740,0.000,0.000
1725607340.750,0.000,0.000
1725607340.760,0.000,0.000
1725607340.770,0.000,0.000
1725607340.780,0.000,0.000
1725607340.790,0.000,0.000
1725607340.800,0.000,0.000
1725607340.810,0.000,0.000
1725607340.820,0.000,0.000
1725607340.830,0.000,0.000
1725607340.840,0.000,0.000
1725607340.850,0.000,0.000
1725607340.860,0.000,0.000
1725607340.870,0.000,0.000
1725607340.880,0.000,0.000
1725607340.890,0.000,0.000
1725607340.900,0.000,0.000
1725607340.910,0.000,0.000
1725607340.920,0.000,0.000
1725607340.930,0.000,0.000
1725607340.940,0.000,0.000
1725607340.950,0.000,0.000
1725607340.960,0.000,0.000
1725607340.970,0.000,0.000
1725607340.980,0.000,0.000
1725607340.990,0.000,0.000
1725607341.000,0.000,0.000
1725607341.010,0.000,0.000
1725607341.020,0.000,0.000
1725607341.030,0.000,0.000
1725607341.040,0.000,0.000
1725607341.050,0.000,0.000
1725607341.060,0.000,0.000
1725607341.070,0.000,0.000
1725607341.080,0.000,0.000
1725607341.090,0.000,0.000
1725607341.100,0.000,0.000
1725607341.110,0.000,0.000
1725607341.120,0.000,0.000
1725607341.130,0.000,0.000
1725607341.140,0.000,0.000
1725607341.150,0.000,0.000
1725607341.160,0.000,0.000
1725607341.170,0.000,0.000
1725607341.180,0.000,0.000
1725607341.190,0.000,0.000
1725607341.200,0.000,0.000
1725607341.210,0.000,0.000
1725607341.220,0.000,0.000
1725607341.230,0.000,0.000
1725607341.240,0.000,0.000
1725607341.250,0.000,0.000
1725607341.260,0.000,0.000
1725607341.270,0.000,0.000
1725607341.280,0.000,0.000
1725607341.290,0.000,0.000
1725607341.300,0.000,0.000
1725607341.310,0.000,0.000
1725607341.320,0.000,0.000
1725607341.330,0.000,0.000
1725607341.340,0.000,0.000
1725607341.350,0.000,0.000
1725607341.360,0.000,0.000
1725607341.370,0.000,0.000
1725607341.380,0.000,0.000
1725607341.390,0.000,0.000
1725607341.400,0.000,0.000
1725607341.410,0.000,0.000
1725607341.420,0.000,0.000
1725607341.430,0.000,0.000
1725607341.440,0.000,0.000
1725607341.450,0.000,0.000
1725607341.460,0.000,0.000
1725607341.470,0.000,0.000
1725607341.480,0.000,0.000
1725607341.490,0.000,0.000
1725607341.500,0.000,0.000
1725607341.510,0.000,0.000
1725607341.520,0.000,0.000
1725607341.530,0.000,0.000
1725607341.540,0.000,0.000
1725607341.550,0.000,0.000
1725607341.560,0.000,0.000
1725607341.570,0.000,0.000
1725607341.580,0.000,0.000
1725607341.590,0.000,0.000
1725607341.600,0.000,0.000
1725607341.610,0.000,0.000
1725607341.620,0.000,0.000
1725607341.630,0.000,0.000
1725607341.640,0.000,0.000
1725607341.650,0.000,0.000
1725607341.660,0.000,0.000
1725607341.670,0.000,0.000
1725607341.680,0.000,0.000
1725607341.690,0.000,0.000
1725607341.700,0.000,0.000
1725607341.710,0.000,0.000
1725607341.720,0.000,0.000
1725607341.730,0.000,0.000
1725607341.740,0.000,0.000
1725607341.750,0.000,0.000
1725607341.760,0.000,0.000
1725607341.770,0.000,0.000
1725607341.780,0.000,0.000
1725607341.790,0.000,0.000
1725607341.800,0.000,0.000
1725607341.810,0.000,0.000
1725607341.820,0.000,0.000
1725607341.830,0.000,0.000
1725607341.840,0.000,0.000
1725607341.850,0.000,0.000
1725607341.860,0.000,0.000
1725607341.870,0.000,0.000
1725607341.880,0.000,0.000
1725607341.890,0.000,0.000
1725607341.900,0.000,0.000
1725607341.910,0.000,0.000
1725607341.920,0.000,0.000
1725607341.930,0.000,0.000
1725607341.940,0.000,0.000
1725607341.950,0.000,0.000
1725607341.960,0.000,0.000
1725607341.970,0.000,0.000
1725607341.980,0.000,0.000
1725607341.990,0.000,0.000
1725607342.000,0.000,0.000
1725607342.010,0.000,0.000
1725607342.020,0.000,0.000
1725607342.030,0.000,0.000
1725607342.040,0.000,0.000
1725607342.050,0.000,0.000
1725607342.060,0.000,0.000
1725607342.070,0.000,0.000
1725607342.080,0.000,0.000
1725607342.090,0.000,0.000
1725607342.100,0.000,0.000
1725607342.110,0.000,0.000
1725607342.120,0.000,0.000
1725607342.130,0.000,0.000
1725607342.140,0.000,0.000
1725607342.150,0.000,0.000
1725607342.160,0.000,0.000
1725607342.170,0.000,0.000
1725607342.180,0.000,0.000
1725607342.190,0.000,0.000
1725607342.200,0.000,0.000
1725607342.210,0.000,0.000
1725607342.220,0.000,0.000
1725607342.230,0.000,0.000
1725607342.240,0.000,0.000
1725607342.250,0.000,0.000
1725607342.260,0.000,0.000
1725607342.270,0.000,0.000
1725607342.280,0.000,0.000
1725607342.290,0.000,0.000
1725607342.300,0.000,0.000
1725607342.310,0.000,0.000
1725607342.320,0.000,0.000
1725607342.330,0.000,0.000
1725607342.340,0.000,0.000
1725607342.350,0.000,0.000
1725607342.360,0.000,0.000
1725607342.370,0.000,0.000
1725607342.380,0.000,0.000
1725607342.390,0.000,0.000
1725607342.400,0.000,0.000
1725607342.410,0.000,0.000
1725607342.420,0.000,0.000
1725607342.430,0.000,0.000
1725607342.440,0.000,0.000
1725607342.450,0.000,0.000
1725607342.460,0.000,0.000
1725607342.470,0.000,0.000
1725607342.480,0.000,0.000
1725607342.490,0.000,0.000
1725607342.500,0.000,0.000
1725607342.510,0.000,0.000
1725607342.520,0.000,0.000
1725607342.530,0.000,0.000
1725607342.540,0.000,0.000
1725607342.550,0.000,0.000
1725607342.560,0.000,0.000
1725607342.570,0.000,0.000
1725607342.580,0.000,0.000
1725607342.590,0.000,0.000
1725607342.600,0.000,0.000
1725607342.610,0.000,0.000
1725607342.620,0.000,0.000
1725607342.630,0.000,0.000
1725607342.640,0.000,0.000
1725607342.650,0.000,0.000
1725607342.660,0.000,0.000
1725607342.670,0.000,0.000
1725607342.680,0.000,0.000
1725607342.690,0.000,0.000
1725607342.700,0.000,0.000
1725607342.710,0.000,0.000
1725607342.720,0.000,0.000
1725607342.730,0.000,0.000
1725607342.740,0.000,0.000
1725607342.750,0.000,0.000
1725607342.760,0.000,0.000
1725607342.770,0.000,0.000
1725607342.780,0.000,0.000
1725607342.790,0.000,0.000
1725607342.800,0.000,0.000
1725607342.810,0.000,0.000
1725607342.820,0.000,0.000
1725607342.830,0.000,0.000
1725607342.840,0.000,0.000
1725607342.850,0.000,0.000
1725607342.860,0.000,0.000
1725607342.870,0.000,0.000
1725607342.880,0.000,0.000
1725607342.890,0.000,0.000
1725607342.900,0.000,0.000
1725607342.910,0.000,0.000
1725607342.920,0.000,0.000
1725607342.930,0.000,0.000
1725607342.940,0.000,0.000
1725607342.950,0.000,0.000
1725607342.960,0.000,0.000
1725607342.970,0.000,0.000
1725607342.980,0.000,0.000
1725607342.990,0.000,0.000
1725607343.000,0.000,0.000
1725607343.010,0.000,0.000
1725607343.020,0.000,0.000
1725607343.030,0.000,0.000
1725607343.040,0.000,0.000
1725607343.050,0.000,0.000
1725607343.060,0.000,0.000
1725607343.070,0.000,0.000
1725607343.080,0.000,0.000
1725607343.090,0.000,0.000
1725607343.100,0.000,0.000
1725607343.110,0.000,0.000
1725607343.120,0.000,0.000
1725607343.130,0.000,0.000
1725607343.140,0.000,0.000
1725607343.150,0.000,0.000
1725607343.160,0.000,0.000
1725607343.170,0.000,0.000
1725607343.180,0.000,0.000
1725607343.190,0.000,0.000
1725607343.200,0.000,0.000
1725607343.210,0.000,0.000
1725607343.220,0.000,0.000
1725607343.230,0.000,0.000
1725607343.240,0.000,0.000
1725607343.250,0.000,0.000
1725607343.260,0.000,0.000
1725607343.270,0.000,0.000
1725607343.280,0.000,0.000
1725607343.290,0.000,0.000
1725607343.300,0.000,0.000
1725607343.310,0.000,0.000
1725607343.320,0.000,0.000
1725607343.330,0.000,0.000
1725607343.340,0.000,0.000
1725607343.350,0.000,0.000
1725607343.360,0.000,0.000
1725607343.370,0.000,0.000
1725607343.380,0.000,0.000
1725607343.390,0.000,0.000
1725607343.400,0.000,0.000
1725607343.410,0.000,0.000
1725607343.420,0.000,0.000
1725607343.430,0.000,0.000
1725607343.440,0.000,0.000
1725607343.450,0.000,0.000
1725607343.460,0.000,0.000
1725607343.470,0.000,0.000
1725607343.480,0.000,0.000
1725607343.490,0.000,0.000
1725607343.500,0.000,0.000
1725607343.510,0.000,0.000
1725607343.520,0.000,0.000
1725607343.530,0.000,0.000
1725607343.540,0.000,0.000
1725607343.550,0.000,0.000
1725607343.560,0.000,0.000
1725607343.570,0.000,0.000
1725607343.580,0.000,0.000
1725607343.590,0.000,0.000
1725607343.600,0.000,0.000
1725607343.610,0.000,0.000
1725607343.620,0.000,0.000
1725607343.630,0.000,0.000
1725607343.640,0.000,0.000
1725607343.650,0.000,0.000
1725607343.660,0.000,0.000
1725607343.670,0.000,0.000
1725607343.680,0.000,0.000
1725607343.690,0.000,0.000
1725607343.700,0.000,0.000
1725607343.710,0.000,0.000
1725607343.720,0.000,0.000
1725607343.730,0.000,0.000
1725607343.740,0.000,0.000
1725607343.750,0.000,0.000
1725607343.760,0.000,0.000
1725607343.770,0.000,0.000
1725607343.780,0.000,0.000
1725607343.790,0.000,0.000
1725607343.800,0.000,0.000
1725607343.810,0.000,0.000
1725607343.820,0.000,0.000
1725607343.830,0.000,0.000
1725607343.840,0.000,0.000
1725607343.850,0.000,0.000
1725607343.860,0.000,0.000
1725607343.870,0.000,0.000
1725607343.880,0.000,0.000
1725607343.890,0.000,0.000
1725607343.900,0.000,0.000
1725607343.910,0.000,0.000
1725607343.920,0.000,0.000
1725607343.930,0.000,0.000
1725607343.940,0.000,0.000
1725607343.950,0.000,0.000
1725607343.960,0.000,0.000
1725607343.970,0.000,0.000
1725607343.980,0.000,0.000
1725607343.990,0.000,0.000
1725607344.000,0.000,0.000
1725607344.010,0.000,0.000
1725607344.020,0.000,0.000
1725607344.030,0.000,0.000
1725607344.040,0.000,0.000
1725607344.050,0.000,0.000
1725607344.060,0.000,0.000
1725607344.070,0.000,0.000
1725607344.080,0.000,0.000
1725607344.090,0.000,0.000
1725607344.100,0.000,0.000
1725607344.110,0.000,0.000
1725607344.120,0.000,0.000
1725607344.130,0.000,0.000
1725607344.140,0.000,0.000
1725607344.150,0.000,0.000
1725607344.160,0.000,0.000
1725607344.170,0.000,0.000
1725607344.180,0.000,0.000
1725607344.190,0.000,0.000
1725607344.200,0.000,0.000
1725607344.210,0.000,0.000
1725607344.220,0.000,0.000
1725607344.230,0.000,0.000
1725607344.240,0.000,0.000
1725607344.250,0.000,0.000
1725607344.260,0.000,0.000
1725607344.270,0.000,0.000
1725607344.280,0.000,0.000
1725607344.290,0.000,0.000
1725607344.300,0.000,0.000
1725607344.310,0.000,0.000
1725607344.320,0.000,0.000
1725607344.330,0.000,0.000
1725607344.340,0.000,0.000
1725607344.350,0.000,0.000
1725607344.360,0.000,0.000
1725607344.370,0.000,0.000
1725607344.380,0.000,0.000
1725607344.390,0.000,0.000
1725607344.400,0.000,0.000
1725607344.410,0.000,0.000
1725607344.420,0.000,0.000
1725607344.430,0.000,0.000
1725607344.440,0.000,0.000
1725607344.450,0.000,0.000
1725607344.460,0.000,0.000
1725607344.470,0.000,0.000
1725607344.480,0.000,0.000
1725607344.490,0.000,0.000
1725607344.500,0.000,0.000
1725607344.510,0.000,0.000
1725607344.520,0.000,0.000
1725607344.530,0.000,0.000
1725607344.540,0.000,0.000
1725607344.550,0.000,0.000
1725607344.560,0.000,0.000
1725607344.570,0.000,0.000
1725607344.580,0.000,0.000
1725607344.590,0.000,0.000
1725607344.600,0.000,0.000
1725607344.610,0.000,0.000
1725607344.620,0.000,0.000
1725607344.630,0.000,0.000
1725607344.640,0.000,0.000
1725607344.650,0.000,0.000
1725607344.660,0.000,0.000
1725607344.670,0.000,0.000
1725607344.680,0.000,0.000
1725607344.690,0.000,0.000
1725607344.700,0.000,0.000
1725607344.710,0.000,0.000
1725607344.720,0.000,0.000
1725607344.730,0.000,0.000
1725607344.740,0.000,0.000
1725607344.750,0.000,0.000
1725607344.760,0.000,0.000
1725607344.770,0.000,0.000
1725607344.780,0.000,0.000
1725607344.790,0.000,0.000
1725607344.800,0.000,0.000
1725607344.810,0.000,0.000
1725607344.820,0.000,0.000
1725607344.830,0.000,0.000
1725607344.840,0.000,0.000
1725607344.850,0.000,0.000
1725607344.860,0.000,0.000
1725607344.870,0.000,0.000
1725607344.880,0.000,0.000
1725607344.890,0.000,0.000
1725607344.900,0.000,0.000
1725607344.910,0.000,0.000
1725607344.920,0.000,0.000
1725607344.930,0.000,0.000
1725607344.940,0.000,0.000
1725607344.950,0.000,0.000
1725607344.960,0.000,0.000
1725607344.970,0.000,0.000
1725607344.980,0.000,0.000
1725607344.990,0.000,0.000
1725607345.000,0.000,0.000
1725607345.010,0.000,0.000
1725607345.020,0.000,0.000
1725607345.030,0.000,0.000
1725607345.040,0.000,0.000
1725607345.050,0.000,0.000
1725607345.060,0.000,0.000
1725607345.070,0.000,0.000
1725607345.080,0.000,0.000
1725607345.090,0.000,0.000
1725607345.100,0.000,0.000
1725607345.110,0.000,0.000
1725607345.120,0.000,0.000
1725607345.130,0.000,0.000
1725607345.140,0.000,0.000
1725607345.150,0.000,0.000
1725607345.160,0.000,0.000
1725607345.170,0.000,0.000
1725607345.180,0.000,0.000
1725607345.190,0.000,0.000
1725607345.200,0.000,0.000
1725607345.210,0.000,0.000
1725607345.220,0.000,0.000
1725607345.230,0.000,0.000
1725607345.240,0.000,0.000
1725607345.250,0.000,0.000
1725607345.260,0.000,0.000
1725607345.270,0.000,0.000
1725607345.280,0.000,0.000
1725607345.290,0.000,0.000
1725607345.300,0.000,0.000
1725607345.310,0.000,0.000
1725607345.320,0.000,0.000
1725607345.330,0.000,0.000
1725607345.340,0.000,0.000
1725607345.350,0.000,0.000
1725607345.360,0.000,0.000
1725607345.370,0.000,0.000
1725607345.380,0.000,0.000
1725607345.390,0.000,0.000
1725607345.400,0.000,0.000
1725607345.410,0.000,0.000
1725607345.420,0.000,0.000
1725607345.430,0.000,0.000
1725607345.440,0.000,0.000
1725607345.450,0.000,0.000
1725607345.460,0.000,0.000
1725607345.470,0.000,0.000
1725607345.480,0.000,0.000
1725607345.490,0.000,0.000
1725607345.500,0.000,0.000
1725607345.510,0.000,0.000
1725607345.520,0.000,0.000
1725607345.530,0.000,0.000
1725607345.540,0.000,0.000
1725607345.550,0.000,0.000
1725607345.560,0.000,0.000
1725607345.570,0.000,0.000
1725607345.580,0.000,0.000
1725607345.590,0.000,0.000
1725607345.600,0.000,0.000
1725607345.610,0.000,0.000
1725607345.620,0.000,0.000
1725607345.630,0.000,0.000
1725607345.640,0.000,0.000
1725607345.650,0.000,0.000
1725607345.660,0.000,0.000
1725607345.670,0.000,0.000
1725607345.680,0.000,0.000
1725607345.690,0.000,0.000
1725607345.700,0.000,0.000
1725607345.710,0.000,0.000
1725607345.720,0.000,0.000
1725607345.730,0.000,0.000
1725607345.740,0.000,0.000
1725607345.750,0.000,0.000
1725607345.760,0.000,0.000
1725607345.770,0.000,0.000
1725607345.780,0.000,0.000
1725607345.790,0.000,0.000
1725607345.800,0.000,0.000
1725607345.810,0.000,0.000
1725607345.820,0.000,0.000
1725607345.830,0.000,0.000
1725607345.840,0.000,0.000
1725607345.850,0.000,0.000
1725607345.860,0.000,0.000
1725607345.870,0.000,0.000
1725607345.880,0.000,0.000
1725607345.890,0.000,0.000
1725607345.900,0.000,0.000
1725607345.910,0.000,0.000
1725607345.920,0.000,0.000
1725607345.930,0.000,0.000
1725607345.940,0.000,0.000
1725607345.950,0.000,0.000
1725607345.960,0.000,0.000
1725607345.970,0.000,0.000
1725607345.980,0.000,0.000
1725607345.990,0.000,0.000
1725607346.000,0.000,0.000
1725607346.010,0.000,0.000
1725607346.020,0.000,0.000
1725607346.030,0.000,0.000
1725607346.040,0.000,0.000
1725607346.050,0.000,0.000
1725607346.060,0.000,0.000
1725607346.070,0.000,0.000
1725607346.080,0.000,0.000
1725607346.090,0.000,0.000
1725607346.100,0.000,0.000
1725607346.110,0.000,0.000
1725607346.120,0.000,0.000
1725607346.130,0.000,0.000
1725607346.140,0.000,0.000
1725607346.150,0.000,0.000
1725607346.160,0.000,0.000
1725607346.170,0.000,0.000
1725607346.180,0.000,0.000
1725607346.190,0.000,0.000
1725607346.200,0.000,0.000
1725607346.210,0.000,0.000
1725607346.220,0.000,0.000
1725607346.230,0.000,0.000
1725607346.240,0.000,0.000
1725607346.250,0.000,0.000
1725607346.260,0.000,0.000
1725607346.270,0.000,0.000
1725607346.280,0.000,0.000
1725607346.290,0.000,0.000
1725607346.300,0.000,0.000
1725607346.310,0.000,0.000
1725607346.320,0.000,0.000
1725607346.330,0.000,0.000
1725607346.340,0.000,0.000
1725607346.350,0.000,0.000
1725607346.360,0.000,0.000
1725607346.370,0.000,0.000
1725607346.380,0.000,0.000
1725607346.390,0.000,0.000
1725607346.400,0.000,0.000
1725607346.410,0.000,0.000
1725607346.420,0.000,0.000
1725607346.430,0.000,0.000
1725607346.440,0.000,0.000
1725607346.450,0.000,0.000
1725607346.460,0.000,0.000
1725607346.470,0.000,0.000
1725607346.480,0.000,0.000
1725607346.490,0.000,0.000
1725607346.500,0.000,0.000
1725607346.510,0.000,0.000
1725607346.520,0.000,0.000
1725607346.530,0.000,0.000
1725607346.540,0.000,0.000
1725607346.550,0.000,0.000
1725607346.560,0.000,0.000
1725607346.570,0.000,0.000
1725607346.580,0.000,0.000
1725607346.590,0.000,0.000
1725607346.600,0.000,0.000
1725607346.610,0.000,0.000
1725607346.620,0.000,0.000
1725607346.630,0.000,0.000
1725607346.640,0.000,0.000
1725607346.650,0.000,0.000
1725607346.660,0.000,0.000
1725607346.670,0.000,0.000
1725607346.680,0.000,0.000
1725607346.690,0.000,0.000
1725607346.700,0.000,0.000
1725607346.710,0.000,0.000
1725607346.720,0.000,0.000
1725607346.730,0.000,0.000
1725607346.740,0.000,0.000
1725607346.750,0.000,0.000
1725607346.760,0.000,0.000
1725607346.770,0.000,0.000
1725607346.780,0.000,0.000
1725607346.790,0.000,0.000
1725607346.800,0.000,0.000
1725607346.810,0.000,0.000
1725607346.820,0.000,0.000
1725607346.830,0.000,0.000
1725607346.840,0.000,0.000
1725607346.850,0.000,0.000
1725607346.860,0.000,0.000
1725607346.870,0.000,0.000
1725607346.880,0.000,0.000
1725607346.890,0.000,0.000
1725607346.900,0.000,0.000
1725607346.910,0.000,0.000
1725607346.920,0.000,0.000
1725607346.930,0.000,0.000
1725607346.940,0.000,0.000
1725607346.950,0.000,0.000
1725607346.960,0.000,0.000
1725607346.970,0.000,0.000
1725607346.980,0.000,0.000
1725607346.990,0.000,0.000
1725607347.000,0.000,0.000
1725607347.010,0.000,0.000
1725607347.020,0.000,0.000
1725607347.030,0.000,0.000
1725607347.040,0.000,0.000
1725607347.050,0.000,0.000
1725607347.060,0.000,0.000
1725607347.070,0.000,0.000
1725607347.080,0.000,0.000
1725607347.090,0.000,0.000
1725607347.100,0.000,0.000
1725607347.110,0.000,0.000
1725607347.120,0.000,0.000
1725607347.130,0.000,0.000
1725607347.140,0.000,0.000
1725607347.150,0.000,0.000
1725607347.160,0.000,0.000
1725607347.170,0.000,0.000
1725607347.180,0.000,0.000
1725607347.190,0.000,0.000
1725607347.200,0.000,0.000
1725607347.210,0.000,0.000
1725607347.220,0.000,0.000
1725607347.230,0.000,0.000
1725607347.240,0.000,0.000
1725607347.250,0.000,0.000
1725607347.260,0.000,0.000
1725607347.270,0.000,0.000
1725607347.280,0.000,0.000
1725607347.290,0.000,0.000
1725607347.300,0.000,0.000
1725607347.310,0.000,0.000
1725607347.320,0.000,0.000
1725607347.330,0.000,0.000
1725607347.340,0.000,0.000
1725607347.350,0.000,0.000
1725607347.360,0.000,0.000
1725607347.370,0.000,0.000
1725607347.380,0.000,0.000
1725607347.390,0.000,0.000
1725607347.400,0.000,0.000
1725607347.410,0.000,0.000
1725607347.420,0.000,0.000
1725607347.430,0.000,0.000
1725607347.440,0.000,0.000
1725607347.450,0.000,0.000
1725607347.460,0.000,0.000
1725607347.470,0.000,0.000
1725607347.480,0.000,0.000
1725607347.490,0.000,0.000
1725607347.500,0.000,0.000
1725607347.510,0.000,0.000
1725607347.520,0.000,0.000
1725607347.530,0.000,0.000
1725607347.540,0.000,0.000
1725607347.550,0.000,0.000
1725607347.560,0.000,0.000
1725607347.570,0.000,0.000
1725607347.580,0.000,0.000
1725607347.590,0.000,0.000
