sessionid,tt_s,distance_m,slope_pct,speed_kmph,power_w,heartrate_bpm,frequency_ppm,cycle,thrust_left_ms,thrust_right_ms,impulse_left_ns,impulse_right_ns,force_meanl_n,force_meanr_n,f_tot_mean_n,treadmill_force_n,altitude_m,latitude_deg,longitude_deg,usernote = None
2162,1718266492,0.0,0.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,375.0,63.19025790318847,14.657706404104829,
2162,1718266493,0.6,0.0,1.4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,0.0,375.0,63.19026242941618,14.657706404104829,
2162,1718266494,1.49,0.0,2.2,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,14.0,0.0,375.0,63.19026871584356,14.657706404104829,
2162,1718266495,1.59,0.0,2.2,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,16.0,34.0,0.0,375.0,63.190269470214844,14.657705565914512,
2162,1718266496,1.68,0.0,2.1,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,23.0,51.0,0.0,375.0,63.1902701407671,14.657704727724195,
2162,1718266497,1.77,0.0,2.0,14.0,0.0,62.0,1.0,260.0,240.0,29.6,23.4,32.0,24.0,56.0,0.0,375.0,63.19027089513838,14.657703805714846,
2162,1718266498,1.86,0.0,1.9,14.0,0.0,60.0,2.0,280.0,250.0,34.1,27.4,27.0,19.0,46.0,0.0,375.0,63.19027156569064,14.657702967524529,
2162,1718266499,1.95,0.0,1.8,8.0,0.0,0.0,3.0,260.0,220.0,32.3,23.9,17.0,10.0,27.0,0.0,375.0,63.19027232006192,14.657702129334211,
2162,1718266500,2.04,0.0,1.7,3.0,0.0,0.0,3.0,260.0,220.0,32.3,23.9,6.0,3.0,9.0,0.0,375.0,63.190272990614176,14.657701207324862,
2162,1718266501,2.13,0.0,1.6,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,375.0,63.19027374498546,14.657700369134545,
2162,1718266502,2.22,0.0,1.5,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,375.0,63.190274415537715,14.657699530944228,
2162,1718266503,2.31,0.0,1.5,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,375.0,63.190275169909,14.657698692753911,
2162,1718266504,2.4,0.0,1.4,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,375.0,63.190275924280286,14.657697770744562,
2162,1718266505,2.49,0.0,1.3,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,374.0,63.19027659483254,14.657696932554245,
2162,1718266506,2.58,0.0,1.2,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,374.0,63.190277349203825,14.657696094363928,
2162,1718266507,2.67,0.0,1.1,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,374.0,63.19027801975608,14.65769525617361,
2162,1718266508,2.76,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,374.0,63.19027852267027,14.65769525617361,
2162,1718266509,2.86,0.0,0.9,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,374.0,63.19027852267027,14.65769525617361,
2162,1718266510,3.17,0.0,1.2,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,372.0,63.19027852267027,14.657698692753911,
