sessionid,tt_s,distance_m,slope_pct,speed_kmph,power_w,heartrate_bpm,frequency_ppm,cycle,thrust_left_ms,thrust_right_ms,impulse_left_ns,impulse_right_ns,force_meanl_n,force_meanr_n,f_tot_mean_n,treadmill_force_n,altitude_m,latitude_deg,longitude_deg,usernote = None
2161,1718262977,0.0,0.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,371.0,63.1902873236686,14.65769131667912,
2161,1718262978,0.13,0.0,1.3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,4.0,0.0,372.0,63.19028841331601,14.65769181959331,
2161,1718262979,0.25,0.0,1.3,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,7.0,15.0,0.0,372.0,63.190289586782455,14.657692406326532,
2161,1718262980,0.38,0.0,1.3,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,13.0,30.0,0.0,372.0,63.19029067642987,14.657692909240723,
2161,1718262981,0.51,0.0,1.3,6.0,0.0,68.0,1.0,220.0,160.0,25.2,17.0,22.0,15.0,37.0,0.0,372.0,63.19029184989631,14.657693412154913,
2161,1718262982,0.64,0.0,1.2,6.0,0.0,0.0,2.0,250.0,200.0,29.5,20.8,18.0,11.0,29.0,0.0,373.0,63.190292939543724,14.657693915069103,
2161,1718262983,0.76,0.0,1.2,3.0,0.0,0.0,2.0,250.0,200.0,29.5,20.8,9.0,4.0,13.0,0.0,373.0,63.190294029191136,14.657694501802325,
2161,1718262984,0.89,0.0,1.2,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,1.0,3.0,0.0,373.0,63.19029520265758,14.657694501802325,
2161,1718262985,1.02,0.0,1.2,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,373.0,63.19029629230499,14.657694501802325,
2161,1718262986,2.07,0.0,3.3,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,372.0,63.190303752198815,14.657682767137885,
2161,1718262987,2.95,0.0,3.3,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,371.0,63.19030920043588,14.657671367749572,
2161,1718262988,2.98,0.0,3.1,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,371.0,63.19030920043588,14.657671367749572,
2161,1718262989,3.02,0.0,2.9,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,371.0,63.19030920043588,14.657671367749572,
