sessionid,tt_s,distance_m,slope_pct,speed_kmph,power_w,heartrate_bpm,frequency_ppm,cycle,thrust_left_ms,thrust_right_ms,impulse_left_ns,impulse_right_ns,force_meanl_n,force_meanr_n,f_tot_mean_n,treadmill_force_n,altitude_m,latitude_deg,longitude_deg,usernote = None,Sport,ns1:Id,StartTime,ns1:TotalTimeSeconds,ns1:DistanceMeters,ns1:MaximumSpeed,ns1:Calories,ns1:Value,ns1:Value2,ns1:Intensity,ns1:TriggerMethod,ns1:Time,ns1:LatitudeDegrees,ns1:LongitudeDegrees,ns1:AltitudeMeters,ns1:DistanceMeters3,ns1:Value4,ns2:Speed,ns2:RunCadence,ns2:Watts,ns2:AvgSpeed,ns2:AvgRunCadence,ns2:MaxRunCadence,ns2:AvgWatts,ns2:MaxWatts,ns1:Name,ns1:UnitId,ns1:ProductID,ns1:VersionMajor,ns1:VersionMinor,ns1:BuildMajor,ns1:BuildMinor,ns1:Name5,ns1:VersionMajor6,ns1:VersionMinor7,ns1:BuildMajor8,ns1:BuildMinor9,ns1:LangID,ns1:PartNumber,Unnamed: 39,Unnamed: 40,Unnamed: 41,RowColor,Lap,Gear,Gear2,,,,,
2417,06/09/2024 07:26,685.14,0,14.3,92,0,58,138,180,190,19.8,20.1,18,20,38,0,377,63.19266141,14.66782529,,Running,2024-09-06T06:48:24.000Z,2024-09-06T07:25:49.000Z,175.643,1000,12.07400036,34,174,185,Active,Manual,06/09/2024 07:26,63.19264138,14.66759998,374.6000061,8076.600098,173,5.765999794,41,470,5.69299984,33,63,320,804,Forerunner 955,3474075110,4024,17,28,0,0,Connect Api,0,0,0,0,en,006-D2449-00,,,,FFFFFF,1,4,4,,,,,
2417,06/09/2024 07:26,689.74,0,14,91,0,59,139,190,190,18,19.8,21,24,45,0,376,63.1926382,14.66790064,,Running,2024-09-06T06:48:24.000Z,2024-09-06T07:25:49.000Z,175.643,1000,12.07400036,34,174,185,Active,Manual,06/09/2024 07:26,63.19264876,14.66774088,374.2000122,8083.879883,171,5.989999771,41,488,5.69299984,33,63,320,804,Forerunner 955,3474075110,4024,17,28,0,0,Connect Api,0,0,0,0,en,006-D2449-00,,,,FFFFFF,1,4,4,,,,,
2417,06/09/2024 07:26,691.3,0,7,85,0,75,140,200,180,21,20.5,25,30,55,0,376,63.19263786,14.66792042,,Running,2024-09-06T06:48:24.000Z,2024-09-06T07:25:49.000Z,175.643,1000,12.07400036,34,174,185,Active,Manual,06/09/2024 07:26,63.19264968,14.66787994,374,8091.169922,172,6.111999989,41,491,5.69299984,33,63,320,804,Forerunner 955,3474075110,4024,17,28,0,0,Connect Api,0,0,0,0,en,006-D2449-00,,,,FFFFFF,1,4,4,,,,,
2417,06/09/2024 07:26,695.62,0,8.1,76,0,73,141,230,220,22.7,31.7,29,34,63,0,376,63.1926294,14.66800299,,Running,2024-09-06T06:48:24.000Z,2024-09-06T07:25:49.000Z,175.643,1000,12.07400036,34,174,185,Active,Manual,06/09/2024 07:26,63.1926454,14.66799418,373.7999878,8097.439941,173,6.196000099,41,493,5.69299984,33,63,320,804,Forerunner 955,3474075110,4024,17,28,0,0,Connect Api,0,0,0,0,en,006-D2449-00,,,,FFFFFF,1,4,4,,,,,
2417,06/09/2024 07:26,697.17,0,7,64,0,71,142,240,230,32,32.4,31,34,65,0,377,63.19262705,14.66802696,,Running,2024-09-06T06:48:24.000Z,2024-09-06T07:25:49.000Z,175.643,1000,12.07400036,34,174,185,Active,Manual,06/09/2024 07:26,63.19263174,14.6680998,374,8103.259766,174,6.196000099,40,489,5.69299984,33,63,320,804,Forerunner 955,3474075110,4024,17,28,0,0,Connect Api,0,0,0,0,en,006-D2449-00,,,,FFFFFF,1,4,4,,,,,
2417,06/09/2024 07:26,700.06,0,6,76,0,72,144,240,200,25.5,24.9,29,33,62,0,378,63.1926164,14.66807683,,Running,2024-09-06T06:48:24.000Z,2024-09-06T07:25:49.000Z,175.643,1000,12.07400036,34,174,185,Active,Manual,06/09/2024 07:26,63.19261456,14.66818487,374,8108.350098,174,5.961999893,40,425,5.69299984,33,63,320,804,Forerunner 955,3474075110,4024,17,28,0,0,Connect Api,0,0,0,0,en,006-D2449-00,,,,FFFFFF,1,4,4,,,,,
2417,06/09/2024 07:26,703.32,0,5.6,76,0,70,145,190,210,19.7,27.8,28,33,61,0,378,63.19258958,14.66810281,,Running,2024-09-06T06:48:24.000Z,2024-09-06T07:25:49.000Z,175.643,1000,12.07400036,34,174,185,Active,Manual,06/09/2024 07:26,63.19259704,14.66825696,374,8112.310059,175,5.748000145,40,482,5.69299984,33,63,320,804,Forerunner 955,3474075110,4024,17,28,0,0,Connect Api,0,0,0,0,en,006-D2449-00,,,,FFFFFF,1,4,4,,,,,
2417,06/09/2024 07:26,708.94,0,7.9,84,0,55,146,250,210,27.3,27,29,35,64,0,378,63.19256234,14.66819728,,Running,2024-09-06T06:48:24.000Z,2024-09-06T07:25:49.000Z,175.643,1000,12.07400036,34,174,185,Active,Manual,06/09/2024 07:26,63.19257583,14.66832778,374.6000061,8116.459961,175,5.625999928,39,493,5.69299984,33,63,320,804,Forerunner 955,3474075110,4024,17,28,0,0,Connect Api,0,0,0,0,en,006-D2449-00,,,,FFFFFF,1,4,4,,,,,
2417,06/09/2024 07:26,713.6,0,7.9,99,0,54,147,340,310,34.4,41.5,33,42,75,0,378,63.19254491,14.66828185,,Running,2024-09-06T06:48:24.000Z,2024-09-06T07:25:49.000Z,175.643,1000,12.07400036,34,174,185,Active,Manual,06/09/2024 07:26,63.19255572,14.66839819,375.2000122,8120.759766,175,4.711999893,35,418,5.69299984,33,63,320,804,Forerunner 955,3474075110,4024,17,28,0,0,Connect Api,0,0,0,0,en,006-D2449-00,,,,FFFFFF,1,3,3,,,,,
2417,06/09/2024 07:26,716.08,0,7.5,99,0,54,148,430,350,43.2,55.8,37,50,87,0,380,63.19252848,14.66831521,,Running,2024-09-06T06:48:24.000Z,2024-09-06T07:25:49.000Z,175.643,1000,12.07400036,34,174,185,Active,Manual,06/09/2024 07:26,63.19253099,14.66846332,375.6000061,8125.220215,174,4.487999916,37,397,5.69299984,33,63,320,804,Forerunner 955,3474075110,4024,17,28,0,0,Connect Api,0,0,0,0,en,006-D2449-00,,,,FFFFFF,1,3,3,,,,,
2417,06/09/2024 07:26,719.07,0,6.4,99,0,52,148,430,410,43.2,65.3,40,56,96,0,381,63.19250844,14.66835494,,Running,2024-09-06T06:48:24.000Z,2024-09-06T07:25:49.000Z,175.643,1000,12.07400036,34,174,185,Active,Manual,06/09/2024 07:26,63.19250585,14.66851386,375.6000061,8129.350098,174,4.320000172,37,387,5.69299984,33,63,320,804,Forerunner 955,3474075110,4024,17,28,0,0,Connect Api,0,0,0,0,en,006-D2449-00,,,,FFFFFF,1,3,3,,,,,
2417,06/09/2024 07:26,722.37,0,5.8,96,0,53,150,470,380,46.4,65.4,41,59,100,0,382,63.19248481,14.66839492,,Running,2024-09-06T06:48:24.000Z,2024-09-06T07:25:49.000Z,175.643,1000,12.07400036,34,174,185,Active,Manual,06/09/2024 07:26,63.19247718,14.66855485,375.7999878,8133.149902,174,4.954999924,37,434,5.69299984,33,63,320,804,Forerunner 955,3474075110,4024,17,28,0,0,Connect Api,0,0,0,0,en,006-D2449-00,,,,FFFFFF,1,3,3,,,,,
2417,06/09/2024 07:26,724.97,0,2.8,70,0,55,150,330,380,34.9,68.1,39,58,97,0,382,63.19246712,14.66842879,,Running,2024-09-06T06:48:24.000Z,2024-09-06T07:25:49.000Z,175.643,1000,12.07400036,34,174,185,Active,Manual,06/09/2024 07:26,63.19245002,14.66858653,375.7999878,8137.029785,174,4.954999924,38,396,5.69299984,33,63,320,804,Forerunner 955,3474075110,4024,17,28,0,0,Connect Api,0,0,0,0,en,006-D2449-00,,,,FFFFFF,1,3,3,,,,,
2417,06/09/2024 07:26,727.19,0,4.6,67,0,55,151,420,380,41.5,68.1,36,55,91,0,383,63.19245002,14.66845117,,Running,2024-09-06T06:48:24.000Z,2024-09-06T07:25:49.000Z,175.643,1000,12.07400036,34,174,185,Active,Manual,06/09/2024 07:26,63.19242454,14.66860481,376,8139.879883,175,4.954999924,46,468,5.69299984,33,63,320,804,Forerunner 955,3474075110,4024,17,28,0,0,Connect Api,0,0,0,0,en,006-D2449-00,,,,FFFFFF,1,2.0R,2,,,,,
2417,06/09/2024 07:26,729.36,0,4.6,67,0,54,152,380,350,32.6,56.2,34,52,86,0,383,63.19243175,14.6684665,,Running,2024-09-06T06:48:24.000Z,2024-09-06T07:25:49.000Z,175.643,1000,12.07400036,34,174,185,Active,Manual,06/09/2024 07:26,63.19239512,14.66862098,376.3999939,8142.910156,174,4.899000168,46,472,5.69299984,33,63,320,804,Forerunner 955,3474075110,4024,17,28,0,0,Connect Api,0,0,0,0,en,006-D2449-00,,,,FFFFFF,1,2.0R,2,,,,,
2417,06/09/2024 07:26,732.2,0,4.7,70,0,54,153,400,350,36.7,51,34,52,86,0,384,63.19240727,14.66848318,,Running,2024-09-06T06:48:24.000Z,2024-09-06T07:25:49.000Z,175.643,1000,12.07400036,34,174,185,Active,Manual,06/09/2024 07:26,63.19236947,14.66863632,376.7999878,8145.779785,174,4.34800005,53,384,5.69299984,33,63,320,804,Forerunner 955,3474075110,4024,17,28,0,0,Connect Api,0,0,0,0,en,006-D2449-00,,,,FFFFFF,1,2.0R,2,,,,,
2417,06/09/2024 07:26,735.25,0,6.8,99,0,54,154,420,380,36.9,60.7,35,52,87,0,383,63.1923807,14.66849827,,Running,2024-09-06T06:48:24.000Z,2024-09-06T07:25:49.000Z,175.643,1000,12.07400036,34,174,185,Active,Manual,06/09/2024 07:26,63.19234349,14.66865141,377,8149.279785,176,4.34800005,54,392,5.69299984,33,63,320,804,Forerunner 955,3474075110,4024,17,28,0,0,Connect Api,0,0,0,0,en,006-D2449-00,,,,FFFFFF,1,2.0R,2,,,,,
2417,06/09/2024 07:26,738.05,0,6.8,99,0,54,155,420,380,41.3,55.3,36,53,89,0,383,63.19235581,14.66849827,,Running,2024-09-06T06:48:24.000Z,2024-09-06T07:25:49.000Z,175.643,1000,12.07400036,34,174,185,Active,Manual,06/09/2024 07:26,63.19231952,14.66866348,377.6000061,8151.930176,177,3.414999962,55,294,5.69299984,33,63,320,804,Forerunner 955,3474075110,4024,17,28,0,0,Connect Api,0,0,0,0,en,006-D2449-00,,,,FFFFFF,1,2.0R,2,,,,,
2417,06/09/2024 07:26,740.41,0,6.8,99,0,53,156,430,400,40.4,62.3,36,53,89,0,383,63.19233485,14.66849827,,Running,2024-09-06T06:48:24.000Z,2024-09-06T07:25:49.000Z,175.643,1000,12.07400036,34,174,185,Active,Manual,06/09/2024 07:26,63.19229747,14.66866423,378,8154.600098,176,3.414999962,55,300,5.69299984,33,63,320,804,Forerunner 955,3474075110,4024,17,28,0,0,Connect Api,0,0,0,0,en,006-D2449-00,,,,FFFFFF,1,2.0R,2,,,,,
2417,06/09/2024 07:26,742.88,0,6.6,100,0,52,157,450,380,39.8,58.5,35,52,87,0,383,63.1923134,14.66848687,,Running,2024-09-06T06:48:24.000Z,2024-09-06T07:25:49.000Z,175.643,1000,12.07400036,34,174,185,Active,Manual,06/09/2024 07:26,63.19227886,14.66865166,378.2000122,8156.600098,178,3.835000038,54,357,5.69299984,33,63,320,804,Forerunner 955,3474075110,4024,17,28,0,0,Connect Api,0,0,0,0,en,006-D2449-00,,,,FFFFFF,1,2.0R,2,,,,,
2417,06/09/2024 07:26,745.34,0,6.6,96,0,52,158,450,380,39.8,58.5,32,50,82,0,383,63.19229253,14.66847044,,Running,2024-09-06T06:48:24.000Z,2024-09-06T07:25:49.000Z,175.643,1000,12.07400036,34,174,185,Active,Manual,06/09/2024 07:26,63.19225959,14.6686323,378.7999878,8158.97998,178,3.835000038,54,368,5.69299984,33,63,320,804,Forerunner 955,3474075110,4024,17,28,0,0,Connect Api,0,0,0,0,en,006-D2449-00,,,,FFFFFF,1,2.0R,2,,,,,
2417,06/09/2024 07:26,748.09,0,7.9,96,0,52,158,420,370,32.8,50.1,30,46,76,0,383,63.19226922,14.66845251,,Running,2024-09-06T06:48:24.000Z,2024-09-06T07:25:49.000Z,175.643,1000,12.07400036,34,174,185,Active,Manual,06/09/2024 07:26,63.19224081,14.66861269,379,8161.330078,180,3.507999897,53,401,5.69299984,33,63,320,804,Forerunner 955,3474075110,4024,17,28,0,0,Connect Api,0,0,0,0,en,006-D2449-00,,,,FFFFFF,1,2.0R,2,,,,,
2417,06/09/2024 07:26,751.49,0,7.9,98,0,52,159,410,370,32.3,50.1,28,44,72,0,383,63.19224073,14.66842728,,Running,2024-09-06T06:48:24.000Z,2024-09-06T07:25:49.000Z,175.643,1000,12.07400036,34,174,185,Active,Manual,06/09/2024 07:26,63.19222153,14.66859114,379.6000061,8163.430176,178,2.697000027,52,334,5.69299984,33,63,320,804,Forerunner 955,3474075110,4024,17,28,0,0,Connect Api,0,0,0,0,en,006-D2449-00,,,,FFFFFF,1,2.0R,2,,,,,
2417,06/09/2024 07:26,754.76,0,8.4,100,0,50,160,360,340,27.5,48.1,27,43,70,0,383,63.19221298,14.66840565,,Running,2024-09-06T06:48:24.000Z,2024-09-06T07:25:49.000Z,175.643,1000,12.07400036,34,174,185,Active,Manual,06/09/2024 07:26,63.19219982,14.66856306,380,8166.350098,179,2.697000027,52,338,5.69299984,33,63,320,804,Forerunner 955,3474075110,4024,17,28,0,0,Connect Api,0,0,0,0,en,006-D2449-00,,,,FFFFFF,1,2.0R,2,,,,,
2417,06/09/2024 07:26,757.97,0,9.1,112,0,51,161,390,360,30.3,48.2,28,46,74,0,382,63.1921849,14.66839082,,Running,2024-09-06T06:48:24.000Z,2024-09-06T07:25:49.000Z,175.643,1000,12.07400036,34,174,185,Active,Manual,06/09/2024 07:26,63.19217987,14.66853658,380.2000122,8168.439941,179,3.163000107,52,388,5.69299984,33,63,320,804,Forerunner 955,3474075110,4024,17,28,0,0,Connect Api,0,0,0,0,en,006-D2449-00,,,,FFFFFF,1,2.0R,2,,,,,
2417,06/09/2024 07:26,761.42,0,9.1,119,0,53,162,410,360,31.4,53.9,30,49,79,0,382,63.19215414,14.66838344,,Running,2024-09-06T06:48:24.000Z,2024-09-06T07:25:49.000Z,175.643,1000,12.07400036,34,174,185,Active,Manual,06/09/2024 07:26,63.19215599,14.66850464,380.3999939,8171.490234,178,3.171999931,52,397,5.69299984,33,63,320,804,Forerunner 955,3474075110,4024,17,28,0,0,Connect Api,0,0,0,0,en,006-D2449-00,,,,FFFFFF,1,2.0R,2,,,,,
2417,06/09/2024 07:26,764.85,0,8.8,119,0,53,163,460,400,37.9,60.3,32,52,84,0,382,63.1921233,14.66838285,,Running,2024-09-06T06:48:24.000Z,2024-09-06T07:25:49.000Z,175.643,1000,12.07400036,34,174,185,Active,Manual,06/09/2024 07:26,63.19213201,14.66846894,380.6000061,8174.790039,179,3.171999931,52,433,5.69299984,33,63,320,804,Forerunner 955,3474075110,4024,17,28,0,0,Connect Api,0,0,0,0,en,006-D2449-00,,,,FFFFFF,1,2.0R,2,,,,,
2417,06/09/2024 07:26,768.02,0,8.8,119,0,53,164,460,410,37.9,62.7,34,53,87,0,381,63.1920948,14.66838285,,Running,2024-09-06T06:48:24.000Z,2024-09-06T07:25:49.000Z,175.643,1000,12.07400036,34,174,185,Active,Manual,06/09/2024 07:26,63.1921103,14.66843398,380.7999878,8177.660156,178,3.171999931,52,445,5.69299984,33,63,320,804,Forerunner 955,3474075110,4024,17,28,0,0,Connect Api,0,0,0,0,en,006-D2449-00,,,,FFFFFF,1,2.0R,2,,,,,
2417,06/09/2024 07:26,771.02,0,7.7,111,0,53,164,460,400,38.8,55.5,34,53,87,0,381,63.19206781,14.66837967,,Running,2024-09-06T06:48:24.000Z,2024-09-06T07:25:49.000Z,175.643,1000,12.07400036,34,174,185,Active,Manual,06/09/2024 07:26,63.19208717,14.66840708,381,8180.799805,180,3.322000027,52,459,5.69299984,33,63,320,804,Forerunner 955,3474075110,4024,17,28,0,0,Connect Api,0,0,0,0,en,006-D2449-00,,,,FFFFFF,1,2.0R,2,,,,,
2417,06/09/2024 07:26,773.54,0,7.7,111,0,53,166,450,380,34.7,58.5,34,53,87,0,380,63.19204526,14.66837405,,Running,2024-09-06T06:48:24.000Z,2024-09-06T07:25:49.000Z,175.643,1000,12.07400036,34,174,185,Active,Manual,06/09/2024 07:26,63.1920637,14.66838721,381.3999939,8183.959961,179,3.358999968,52,481,5.69299984,33,63,320,804,Forerunner 955,3474075110,4024,17,28,0,0,Connect Api,0,0,0,0,en,006-D2449-00,,,,FFFFFF,1,2.0R,2,,,,,
2417,06/09/2024 07:26,775.86,0,6,87,0,54,166,460,380,35.7,58.5,34,53,87,0,379,63.19202498,14.66836391,,Running,2024-09-06T06:48:24.000Z,2024-09-06T07:25:49.000Z,175.643,1000,12.07400036,34,174,185,Active,Manual,06/09/2024 07:26,63.19204291,14.66837078,381.6000061,8186.549805,179,3.434000015,52,487,5.69299984,33,63,320,804,Forerunner 955,3474075110,4024,17,28,0,0,Connect Api,0,0,0,0,en,006-D2449-00,,,,FFFFFF,1,2.0R,2,,,,,
2417,06/09/2024 07:26,778.34,0,6,86,0,52,167,480,420,41,61.5,34,52,86,0,379,63.19200302,14.66835494,,Running,2024-09-06T06:48:24.000Z,2024-09-06T07:25:49.000Z,175.643,1000,12.07400036,34,174,185,Active,Manual,06/09/2024 07:26,63.19202221,14.66835821,381.7999878,8188.939941,180,3.424000025,52,490,5.69299984,33,63,320,804,Forerunner 955,3474075110,4024,17,28,0,0,Connect Api,0,0,0,0,en,006-D2449-00,,,,FFFFFF,1,2.0R,2,,,,,
2417,06/09/2024 07:26,780.68,0,6.1,83,0,51,168,490,430,40.6,61.1,32,49,81,0,379,63.1919824,14.66834564,,Running,2024-09-06T06:48:24.000Z,2024-09-06T07:25:49.000Z,175.643,1000,12.07400036,34,174,185,Active,Manual,06/09/2024 07:26,63.19200243,14.66834572,382.2000122,8191.140137,179,3.33100009,52,459,5.69299984,33,63,320,804,Forerunner 955,3474075110,4024,17,28,0,0,Connect Api,0,0,0,0,en,006-D2449-00,,,,FFFFFF,1,2.0R,2,,,,,
2417,06/09/2024 07:26,782.83,0,6.1,75,0,52,169,390,390,28.8,54.2,29,45,74,0,379,63.19196345,14.66833675,,Running,2024-09-06T06:48:24.000Z,2024-09-06T07:25:49.000Z,175.643,1000,12.07400036,34,174,185,Active,Manual,06/09/2024 07:26,63.19198407,14.66832954,382.3999939,8193.370117,181,3.227999926,52,445,5.69299984,33,63,320,804,Forerunner 955,3474075110,4024,17,28,0,0,Connect Api,0,0,0,0,en,006-D2449-00,,,,FFFFFF,1,2.0R,2,,,,,
2417,06/09/2024 07:26,785.35,0,6.1,75,0,50,170,370,350,28,45,27,42,69,0,378,63.19194141,14.66832502,,Running,2024-09-06T06:48:24.000Z,2024-09-06T07:25:49.000Z,175.643,1000,12.07400036,34,174,185,Active,Manual,06/09/2024 07:26,63.1919653,14.66830943,383,8195.519531,181,3.059999943,52,425,5.69299984,33,63,320,804,Forerunner 955,3474075110,4024,17,28,0,0,Connect Api,0,0,0,0,en,006-D2449-00,,,,FFFFFF,1,2.0R,2,,,,,
2417,06/09/2024 07:26,787.71,0,5.7,75,0,50,170,370,400,28,49.6,25,41,66,0,378,63.19192087,14.66831353,,Running,2024-09-06T06:48:24.000Z,2024-09-06T07:25:49.000Z,175.643,1000,12.07400036,34,174,185,Active,Manual,06/09/2024 07:26,63.19194635,14.66828487,383.2000122,8198.120117,180,2.780999899,52,397,5.69299984,33,63,320,804,Forerunner 955,3474075110,4024,17,28,0,0,Connect Api,0,0,0,0,en,006-D2449-00,,,,FFFFFF,1,2.0R,2,,,,,
2417,06/09/2024 07:26,790.06,0,7.2,80,0,50,172,380,380,29,47.6,25,41,66,0,378,63.19190067,14.6682992,,Running,2024-09-06T06:48:24.000Z,2024-09-06T07:25:49.000Z,175.643,1000,12.07400036,34,174,185,Active,Manual,06/09/2024 07:26,63.1919285,14.66826408,383.6000061,8200.410156,182,2.780999899,52,392,5.69299984,33,63,320,804,Forerunner 955,3474075110,4024,17,28,0,0,Connect Api,0,0,0,0,en,006-D2449-00,,,,FFFFFF,1,2.0R,2,,,,,
2417,06/09/2024 07:26,792.69,0,7.2,80,0,50,172,360,380,24.3,47.6,26,42,68,0,377,63.19187863,14.66828085,,Running,2024-09-06T06:48:24.000Z,2024-09-06T07:25:49.000Z,175.643,1000,12.07400036,34,174,185,Active,Manual,06/09/2024 07:26,63.19190905,14.66824405,383.6000061,8202.80957,181,2.799000025,52,390,5.69299984,33,63,320,804,Forerunner 955,3474075110,4024,17,28,0,0,Connect Api,0,0,0,0,en,006-D2449-00,,,,FFFFFF,1,2.0R,2,,,,,
2417,06/09/2024 07:26,795.02,0,7.2,80,0,53,173,400,380,32.3,47.3,27,43,70,0,377,63.19185918,14.66826324,,Running,2024-09-06T06:48:24.000Z,2024-09-06T07:25:49.000Z,175.643,1000,12.07400036,34,174,185,Active,Manual,06/09/2024 07:26,63.19188776,14.66822561,383.7999878,8205.389648,181,2.799000025,52,383,5.69299984,33,63,320,804,Forerunner 955,3474075110,4024,17,28,0,0,Connect Api,0,0,0,0,en,006-D2449-00,,,,FFFFFF,1,2.0R,2,,,,,
2417,06/09/2024 07:26,797.09,0,5.5,82,0,53,174,380,350,30.3,49.3,29,44,73,0,377,63.19184309,14.66824254,,Running,2024-09-06T06:48:24.000Z,2024-09-06T07:25:49.000Z,175.643,1000,12.07400036,34,174,185,Active,Manual,06/09/2024 07:26,63.19187025,14.66820373,384,8207.540039,180,2.789999962,51,375,5.69299984,33,63,320,804,Forerunner 955,3474075110,4024,17,28,0,0,Connect Api,0,0,0,0,en,006-D2449-00,,,,FFFFFF,1,2.0R,2,,,,,
2417,06/09/2024 07:26,799.27,0,5.3,84,0,51,175,390,370,32.1,52.6,30,46,76,0,377,63.19182708,14.66821748,,Running,2024-09-06T06:48:24.000Z,2024-09-06T07:25:49.000Z,175.643,1000,12.07400036,34,174,185,Active,Manual,06/09/2024 07:26,63.19185222,14.66817372,384.2000122,8210.120117,179,2.789999962,51,379,5.69299984,33,63,320,804,Forerunner 955,3474075110,4024,17,28,0,0,Connect Api,0,0,0,0,en,006-D2449-00,,,,FFFFFF,1,2.0R,2,,,,,
2417,06/09/2024 07:26,801.59,0,6.9,84,0,51,176,390,400,32.1,55,31,47,78,0,378,63.1918099,14.66819133,,Running,2024-09-06T06:48:24.000Z,2024-09-06T07:25:49.000Z,175.643,1000,12.07400036,34,174,185,Active,Manual,06/09/2024 07:26,63.19183513,14.66814573,384.6000061,8212.269531,179,2.753000021,51,373,5.69299984,33,63,320,804,Forerunner 955,3474075110,4024,17,28,0,0,Connect Api,0,0,0,0,en,006-D2449-00,,,,FFFFFF,1,2.0R,2,,,,,
2417,06/09/2024 07:26,803.94,0,6,90,0,51,176,450,390,35.4,56.6,34,50,84,0,378,63.19179179,14.66816719,,Running,2024-09-06T06:48:24.000Z,2024-09-06T07:25:49.000Z,175.643,1000,12.07400036,34,174,185,Active,Manual,06/09/2024 07:26,63.19181602,14.66811187,385,8214.910156,178,2.714999914,51,369,5.69299984,33,63,320,804,Forerunner 955,3474075110,4024,17,28,0,0,Connect Api,0,0,0,0,en,006-D2449-00,,,,FFFFFF,1,2.0R,2,,,,,
2417,06/09/2024 07:26,806.08,0,6,91,0,51,177,460,390,39.3,56.6,37,54,91,0,378,63.19177494,14.6681464,,Running,2024-09-06T06:48:24.000Z,2024-09-06T07:25:49.000Z,175.643,1000,12.07400036,34,174,185,Active,Manual,06/09/2024 07:26,63.19179757,14.6680853,385.2000122,8217.30957,178,2.697000027,51,368,5.69299984,33,63,320,804,Forerunner 955,3474075110,4024,17,28,0,0,Connect Api,0,0,0,0,en,006-D2449-00,,,,FFFFFF,1,2.0R,2,,,,,
2417,06/09/2024 07:26,808.33,0,6.7,91,0,53,178,510,400,47.5,61.4,39,56,95,0,379,63.1917565,14.66812779,,Running,2024-09-06T06:48:24.000Z,2024-09-06T07:25:49.000Z,175.643,1000,12.07400036,34,174,185,Active,Manual,06/09/2024 07:26,63.19177645,14.66806107,385.2000122,8220.120117,178,2.697000027,51,378,5.69299984,33,63,320,804,Forerunner 955,3474075110,4024,17,28,0,0,Connect Api,0,0,0,0,en,006-D2449-00,,,,FFFFFF,1,2.0R,2,,,,,
2417,06/09/2024 07:26,810.55,0,6.7,91,0,54,179,490,420,42.6,67.7,39,58,97,0,379,63.19173781,14.66811237,,Running,2024-09-06T06:48:24.000Z,2024-09-06T07:25:49.000Z,175.643,1000,12.07400036,34,174,185,Active,Manual,06/09/2024 07:26,63.19175491,14.66804406,385.6000061,8222.759766,179,2.687000036,51,374,5.69299984,33,63,320,804,Forerunner 955,3474075110,4024,17,28,0,0,Connect Api,0,0,0,0,en,006-D2449-00,,,,FFFFFF,1,2.0R,2,,,,,
2417,06/09/2024 07:26,812.45,0,5.2,84,0,55,180,500,380,44,58,38,58,96,0,379,63.19172113,14.66810348,,Running,2024-09-06T06:48:24.000Z,2024-09-06T07:25:49.000Z,175.643,1000,12.07400036,34,174,185,Active,Manual,06/09/2024 07:26,63.19173505,14.66802956,385.7999878,8224.919922,177,2.677999973,51,368,5.69299984,33,63,320,804,Forerunner 955,3474075110,4024,17,28,0,0,Connect Api,0,0,0,0,en,006-D2449-00,,,,FFFFFF,1,2.0R,2,,,,,
2417,06/09/2024 07:26,814.72,0,5.2,84,0,52,181,440,410,37,65.1,37,59,96,0,379,63.19170093,14.66809695,,Running,2024-09-06T06:48:24.000Z,2024-09-06T07:25:49.000Z,175.643,1000,12.07400036,34,174,185,Active,Manual,06/09/2024 07:26,63.19171334,14.66801824,386.2000122,8227.429688,180,2.677999973,51,365,5.69299984,33,63,320,804,Forerunner 955,3474075110,4024,17,28,0,0,Connect Api,0,0,0,0,en,006-D2449-00,,,,FFFFFF,1,2.0R,2,,,,,
2417,06/09/2024 07:26,816.93,0,5.2,84,0,54,182,520,440,43.3,70,37,60,97,0,381,63.1916814,14.66808898,,Running,2024-09-06T06:48:24.000Z,2024-09-06T07:25:49.000Z,175.643,1000,12.07400036,34,174,185,Active,Manual,06/09/2024 07:26,63.19169071,14.66800977,386.3999939,8229.830078,179,2.65899992,51,374,5.69299984,33,63,320,804,Forerunner 955,3474075110,4024,17,28,0,0,Connect Api,0,0,0,0,en,006-D2449-00,,,,FFFFFF,1,2.0R,2,,,,,
2417,06/09/2024 07:26,818.86,0,5.2,84,0,54,183,500,410,40.2,67.2,37,60,97,0,379,63.19166422,14.66808563,,Running,2024-09-06T06:48:24.000Z,2024-09-06T07:25:49.000Z,175.643,1000,12.07400036,34,174,185,Active,Manual,06/09/2024 07:26,63.19166908,14.66800332,386.7999878,8232.549805,180,2.641000032,52,375,5.69299984,33,63,320,804,Forerunner 955,3474075110,4024,17,28,0,0,Connect Api,0,0,0,0,en,006-D2449-00,,,,FFFFFF,1,2.0R,2,,,,,
2417,06/09/2024 07:26,820.93,0,5.2,81,0,54,184,500,420,40.2,63.3,36,58,94,0,381,63.19164561,14.66808211,,Running,2024-09-06T06:48:24.000Z,2024-09-06T07:25:49.000Z,175.643,1000,12.07400036,34,174,185,Active,Manual,06/09/2024 07:26,63.19165207,14.66799662,387.2000122,8234.530273,180,2.621999979,52,373,5.69299984,33,63,320,804,Forerunner 955,3474075110,4024,17,28,0,0,Connect Api,0,0,0,0,en,006-D2449-00,,,,FFFFFF,1,2.0R,2,,,,,
