sessionid,tt_s,distance_m,slope_pct,speed_kmph,power_w,heartrate_bpm,frequency_ppm,cycle,thrust_left_ms,thrust_right_ms,impulse_left_ns,impulse_right_ns,force_meanl_n,force_meanr_n,f_tot_mean_n,treadmill_force_n,altitude_m,latitude_deg,longitude_deg,usernote = BIA24-4WR,Sport,ns1:Id,StartTime,ns1:TotalTimeSeconds,ns1:DistanceMeters,ns1:MaximumSpeed,ns1:Calories,ns1:Value,ns1:Value2,ns1:Intensity,ns1:TriggerMethod,ns1:Time,ns1:AltitudeMeters,ns1:DistanceMeters3,ns1:Value4,ns2:Speed,ns2:RunCadence,ns2:Watts,ns1:LatitudeDegrees,ns1:LongitudeDegrees,ns2:AvgSpeed,ns2:AvgRunCadence,ns2:MaxRunCadence,ns2:AvgWatts,ns2:MaxWatts,ns1:Name,ns1:UnitId,ns1:ProductID,ns1:VersionMajor,ns1:VersionMinor,ns1:BuildMajor,ns1:BuildMinor,ns1:Name5,ns1:VersionMajor6,ns1:VersionMinor7,ns1:BuildMajor8,ns1:BuildMinor9,ns1:LangID,ns1:PartNumber,Unnamed: 39,Unnamed: 40,Unnamed: 41,RowColor,Lap,Gear,Gear2
2131,08/06/2024 13:31,0,0,0,0,0,71,22,150,140,11.2,10.9,13,17,30,0,0,0,0,,Running,2024-06-08T12:51:15.000Z,2024-06-08T13:21:53.000Z,803.491,1000,6.690000057,65,118,174,Active,Manual,08/06/2024 13:31,363.7999878,7134.839844,138,6.335999966,37,513,63.1907205,14.65901557,1.245000005,12,116,114,644,Forerunner 955,3474075110,4024,17,28,0,0,Connect Api,0,0,0,0,en,006-D2449-00,,,,FFFFFF,1,3,3
2131,08/06/2024 13:31,0,0,0,0,0,71,23,130,180,9.5,14.3,13,17,30,0,0,0,0,,Running,2024-06-08T12:51:15.000Z,2024-06-08T13:21:53.000Z,803.491,1000,6.690000057,65,118,174,Active,Manual,08/06/2024 13:31,363.6000061,7141.180176,139,6.297999859,37,506,63.19074783,14.65912521,1.245000005,12,116,114,644,Forerunner 955,3474075110,4024,17,28,0,0,Connect Api,0,0,0,0,en,006-D2449-00,,,,FFFFFF,1,3,3
2131,08/06/2024 13:31,0,0,0,0,0,54,24,150,170,12.6,13,13,17,30,0,0,0,0,,Running,2024-06-08T12:51:15.000Z,2024-06-08T13:21:53.000Z,803.491,1000,6.690000057,65,118,174,Active,Manual,08/06/2024 13:31,363.3999939,7147.540039,141,6.335999966,36,508,63.19077943,14.6592221,1.245000005,12,116,114,644,Forerunner 955,3474075110,4024,17,28,0,0,Connect Api,0,0,0,0,en,006-D2449-00,,,,FFFFFF,1,3,3
2131,08/06/2024 13:31,0,0,0,0,0,48,25,150,200,12.6,15.2,13,18,31,0,0,0,0,,Running,2024-06-08T12:51:15.000Z,2024-06-08T13:21:53.000Z,803.491,1000,6.690000057,65,118,174,Active,Manual,08/06/2024 13:31,363.3999939,7153.580078,141,6.428999901,36,519,63.19081874,14.65931288,1.245000005,12,116,114,644,Forerunner 955,3474075110,4024,17,28,0,0,Connect Api,0,0,0,0,en,006-D2449-00,,,,FFFFFF,1,3,3
2131,08/06/2024 13:31,0,0,0,0,0,64,26,180,180,11.9,18.9,14,18,32,0,0,0,0,,Running,2024-06-08T12:51:15.000Z,2024-06-08T13:21:53.000Z,803.491,1000,6.690000057,65,118,174,Active,Manual,08/06/2024 13:31,363.3999939,7159.470215,142,6.447999954,36,527,63.19085671,14.65938278,1.245000005,12,116,114,644,Forerunner 955,3474075110,4024,17,28,0,0,Connect Api,0,0,0,0,en,006-D2449-00,,,,FFFFFF,1,3,3
2131,08/06/2024 13:31,0,0,0,0,0,70,28,110,190,8.1,13,15,18,33,0,0,0,0,,Running,2024-06-08T12:51:15.000Z,2024-06-08T13:21:53.000Z,803.491,1000,6.690000057,65,118,174,Active,Manual,08/06/2024 13:31,363.6000061,7165.299805,143,6.447999954,37,541,63.1908987,14.65945546,1.245000005,12,116,114,644,Forerunner 955,3474075110,4024,17,28,0,0,Connect Api,0,0,0,0,en,006-D2449-00,,,,FFFFFF,1,3,3
2131,08/06/2024 13:31,0,0,0,0,0,69,28,160,140,14,11,15,18,33,0,0,0,0,,Running,2024-06-08T12:51:15.000Z,2024-06-08T13:21:53.000Z,803.491,1000,6.690000057,65,118,174,Active,Manual,08/06/2024 13:31,363.3999939,7170.839844,143,6.316999912,45,612,63.19094237,14.65952419,1.245000005,12,116,114,644,Forerunner 955,3474075110,4024,17,28,0,0,Connect Api,0,0,0,0,en,006-D2449-00,,,,FFFFFF,1,3,3
2131,08/06/2024 13:31,0,0,0,0,0,70,30,170,220,12.8,18.1,14,18,32,0,0,0,0,,Running,2024-06-08T12:51:15.000Z,2024-06-08T13:21:53.000Z,803.491,1000,6.690000057,65,118,174,Active,Manual,08/06/2024 13:31,363.6000061,7176.669922,144,6.297999859,44,603,63.19098143,14.6595951,1.245000005,12,116,114,644,Forerunner 955,3474075110,4024,17,28,0,0,Connect Api,0,0,0,0,en,006-D2449-00,,,,FFFFFF,1,3,3
2131,08/06/2024 13:31,0,0,0,0,0,72,30,110,170,6.2,12.8,14,17,31,0,0,0,0,,Running,2024-06-08T12:51:15.000Z,2024-06-08T13:21:53.000Z,803.491,1000,6.690000057,65,118,174,Active,Manual,08/06/2024 13:31,363.6000061,7182.419922,144,6.18599987,39,530,63.19102074,14.65966165,1.245000005,12,116,114,644,Forerunner 955,3474075110,4024,17,28,0,0,Connect Api,0,0,0,0,en,006-D2449-00,,,,FFFFFF,1,3,3
2131,08/06/2024 13:31,0,0,0,0,0,68,32,150,190,11.2,15.6,15,18,33,0,0,0,0,,Running,2024-06-08T12:51:15.000Z,2024-06-08T13:21:53.000Z,803.491,1000,6.690000057,65,118,174,Active,Manual,08/06/2024 13:31,363.7999878,7187.910156,145,6.102000237,38,507,63.19106097,14.65972661,1.245000005,12,116,114,644,Forerunner 955,3474075110,4024,17,28,0,0,Connect Api,0,0,0,0,en,006-D2449-00,,,,FFFFFF,1,3,3
2131,08/06/2024 13:31,0,0,0,0,0,68,33,160,190,14.7,15.8,17,18,35,0,0,0,0,,Running,2024-06-08T12:51:15.000Z,2024-06-08T13:21:53.000Z,803.491,1000,6.690000057,65,118,174,Active,Manual,08/06/2024 13:31,364,7193.319824,147,6.037000179,38,502,63.1911038,14.65978738,1.245000005,12,116,114,644,Forerunner 955,3474075110,4024,17,28,0,0,Connect Api,0,0,0,0,en,006-D2449-00,,,,FFFFFF,1,3,3
2131,08/06/2024 13:31,0,0,0,0,0,67,34,170,190,13.8,15.9,17,18,35,0,0,0,0,,Running,2024-06-08T12:51:15.000Z,2024-06-08T13:21:53.000Z,803.491,1000,6.690000057,65,118,174,Active,Manual,08/06/2024 13:31,364,7199.410156,148,5.972000122,37,473,63.19114638,14.6598541,1.245000005,12,116,114,644,Forerunner 955,3474075110,4024,17,28,0,0,Connect Api,0,0,0,0,en,006-D2449-00,,,,FFFFFF,1,3,3
2131,08/06/2024 13:31,0,0,0,0,0,57,36,160,220,14.5,16.2,16,17,33,0,0,0,0,,Running,2024-06-08T12:51:15.000Z,2024-06-08T13:21:53.000Z,803.491,1000,6.690000057,65,118,174,Active,Manual,08/06/2024 13:31,364.2000122,7205.100098,150,5.961999893,37,468,63.19118528,14.65992928,1.245000005,12,116,114,644,Forerunner 955,3474075110,4024,17,28,0,0,Connect Api,0,0,0,0,en,006-D2449-00,,,,FFFFFF,1,3,3
2131,08/06/2024 13:31,0,0,0,0,0,69,36,140,180,12,14.2,14,17,31,0,0,0,0,,Running,2024-06-08T12:51:15.000Z,2024-06-08T13:21:53.000Z,803.491,1000,6.690000057,65,118,174,Active,Manual,08/06/2024 13:31,364.2000122,7210.839844,151,5.953000069,37,461,63.19122241,14.66001419,1.245000005,12,116,114,644,Forerunner 955,3474075110,4024,17,28,0,0,Connect Api,0,0,0,0,en,006-D2449-00,,,,FFFFFF,1,3,3
2131,08/06/2024 13:31,0,0,0,0,0,71,38,140,150,10.2,14.3,13,17,30,0,0,0,0,,Running,2024-06-08T12:51:15.000Z,2024-06-08T13:21:53.000Z,803.491,1000,6.690000057,65,118,174,Active,Manual,08/06/2024 13:31,364.2000122,7216.540039,151,5.953000069,36,463,63.19126189,14.66010505,1.245000005,12,116,114,644,Forerunner 955,3474075110,4024,17,28,0,0,Connect Api,0,0,0,0,en,006-D2449-00,,,,FFFFFF,1,3,3
2131,08/06/2024 13:31,0,0,0,0,0,67,38,150,160,11,13.9,12,17,29,0,0,0,0,,Running,2024-06-08T12:51:15.000Z,2024-06-08T13:21:53.000Z,803.491,1000,6.690000057,65,118,174,Active,Manual,08/06/2024 13:31,364.3999939,7222.720215,154,5.943999767,36,464,63.19129583,14.66019684,1.245000005,12,116,114,644,Forerunner 955,3474075110,4024,17,28,0,0,Connect Api,0,0,0,0,en,006-D2449-00,,,,FFFFFF,1,3,3
2131,08/06/2024 13:31,0,0,0,0,0,64,40,130,190,8.3,14.4,12,17,29,0,0,0,0,,Running,2024-06-08T12:51:15.000Z,2024-06-08T13:21:53.000Z,803.491,1000,6.690000057,65,118,174,Active,Manual,08/06/2024 13:31,364.3999939,7228.959961,153,5.934000015,36,473,63.19132819,14.66027412,1.245000005,12,116,114,644,Forerunner 955,3474075110,4024,17,28,0,0,Connect Api,0,0,0,0,en,006-D2449-00,,,,FFFFFF,1,3,3
2131,08/06/2024 13:31,0,0,0,0,0,63,40,140,190,10.5,15,12,16,28,0,0,0,0,,Running,2024-06-08T12:51:15.000Z,2024-06-08T13:21:53.000Z,803.491,1000,6.690000057,65,118,174,Active,Manual,08/06/2024 13:31,364.3999939,7234.240234,155,5.934000015,36,458,63.19135786,14.66035609,1.245000005,12,116,114,644,Forerunner 955,3474075110,4024,17,28,0,0,Connect Api,0,0,0,0,en,006-D2449-00,,,,FFFFFF,1,3,3
2131,08/06/2024 13:31,0,0,0,0,0,65,42,160,210,12.7,15.6,13,16,29,0,0,0,0,,Running,2024-06-08T12:51:15.000Z,2024-06-08T13:21:53.000Z,803.491,1000,6.690000057,65,118,174,Active,Manual,08/06/2024 13:31,364.3999939,7239.47998,155,5.934000015,36,443,63.19138879,14.66043044,1.245000005,12,116,114,644,Forerunner 955,3474075110,4024,17,28,0,0,Connect Api,0,0,0,0,en,006-D2449-00,,,,FFFFFF,1,3,3
2131,08/06/2024 13:31,0,0,0,0,0,65,42,150,170,9.2,13.9,13,14,27,0,0,0,0,,Running,2024-06-08T12:51:15.000Z,2024-06-08T13:21:53.000Z,803.491,1000,6.690000057,65,118,174,Active,Manual,08/06/2024 13:31,364.3999939,7244.640137,156,5.896999836,36,423,63.1914188,14.66050722,1.245000005,12,116,114,644,Forerunner 955,3474075110,4024,17,28,0,0,Connect Api,0,0,0,0,en,006-D2449-00,,,,FFFFFF,1,3,3
2131,08/06/2024 13:31,0,0,0,0,0,67,44,140,130,10.5,9.8,13,14,27,0,0,0,0,,Running,2024-06-08T12:51:15.000Z,2024-06-08T13:21:53.000Z,803.491,1000,6.690000057,65,118,174,Active,Manual,08/06/2024 13:31,364.3999939,7249.660156,157,5.831999779,36,432,63.19145274,14.66057989,1.245000005,12,116,114,644,Forerunner 955,3474075110,4024,17,28,0,0,Connect Api,0,0,0,0,en,006-D2449-00,,,,FFFFFF,1,3,3
2131,08/06/2024 13:31,0,0,0,0,0,65,45,140,120,11,9.3,14,13,27,0,0,0,0,,Running,2024-06-08T12:51:15.000Z,2024-06-08T13:21:53.000Z,803.491,1000,6.690000057,65,118,174,Active,Manual,08/06/2024 13:31,364.3999939,7255.029785,157,5.737999916,35,433,63.19148635,14.66065382,1.245000005,12,116,114,644,Forerunner 955,3474075110,4024,17,28,0,0,Connect Api,0,0,0,0,en,006-D2449-00,,,,FFFFFF,1,3,3
2131,08/06/2024 13:31,0,0,0,0,0,65,46,170,140,13,10.6,13,14,27,0,0,0,0,,Running,2024-06-08T12:51:15.000Z,2024-06-08T13:21:53.000Z,803.491,1000,6.690000057,65,118,174,Active,Manual,08/06/2024 13:31,364.2000122,7260.129883,156,5.644999981,33,410,63.19151963,14.66073185,1.245000005,12,116,114,644,Forerunner 955,3474075110,4024,17,28,0,0,Connect Api,0,0,0,0,en,006-D2449-00,,,,FFFFFF,1,3,3
2131,08/06/2024 13:31,0,0,0,0,0,64,47,140,170,9.9,12.2,13,14,27,0,0,0,0,,Running,2024-06-08T12:51:15.000Z,2024-06-08T13:21:53.000Z,803.491,1000,6.690000057,65,118,174,Active,Manual,08/06/2024 13:31,364.3999939,7265.680176,157,5.607999802,33,406,63.19155517,14.66081198,1.245000005,12,116,114,644,Forerunner 955,3474075110,4024,17,28,0,0,Connect Api,0,0,0,0,en,006-D2449-00,,,,FFFFFF,1,3,3
2131,08/06/2024 13:31,0,0,0,0,0,62,48,140,120,9.1,8.3,13,15,28,0,0,0,0,,Running,2024-06-08T12:51:15.000Z,2024-06-08T13:21:53.000Z,803.491,1000,6.690000057,65,118,174,Active,Manual,08/06/2024 13:31,364.3999939,7271.350098,156,5.570000172,33,395,63.19158895,14.66089899,1.245000005,12,116,114,644,Forerunner 955,3474075110,4024,17,28,0,0,Connect Api,0,0,0,0,en,006-D2449-00,,,,FFFFFF,1,3,3
2131,08/06/2024 13:31,0,0,0,0,0,59,50,170,190,11.1,15.7,13,16,29,0,0,0,0,,Running,2024-06-08T12:51:15.000Z,2024-06-08T13:21:53.000Z,803.491,1000,6.690000057,65,118,174,Active,Manual,08/06/2024 13:31,364.3999939,7277.450195,157,5.570000172,33,396,63.19161996,14.66096646,1.245000005,12,116,114,644,Forerunner 955,3474075110,4024,17,28,0,0,Connect Api,0,0,0,0,en,006-D2449-00,,,,FFFFFF,1,3,3
