sessionid,tt_s,distance_m,slope_pct,speed_kmph,power_w,heartrate_bpm,frequency_ppm,cycle,thrust_left_ms,thrust_right_ms,impulse_left_ns,impulse_right_ns,force_meanl_n,force_meanr_n,f_tot_mean_n,treadmill_force_n,altitude_m,latitude_deg,longitude_deg,usernote = None,Variant,Sport,ns1:Id,StartTime,ns1:TotalTimeSeconds,ns1:DistanceMeters,ns1:MaximumSpeed,ns1:Calories,ns1:Value,ns1:Value2,ns1:Intensity,ns1:TriggerMethod,ns1:Time,ns1:AltitudeMeters,ns1:DistanceMeters3,ns1:Value4,ns2:Speed,ns2:RunCadence,ns2:Watts,ns1:LatitudeDegrees,ns1:LongitudeDegrees,ns2:AvgSpeed,ns2:AvgRunCadence,ns2:MaxRunCadence,ns2:AvgWatts,ns2:MaxWatts,ns1:Name,ns1:UnitId,ns1:ProductID,ns1:VersionMajor,ns1:VersionMinor,ns1:BuildMajor,ns1:BuildMinor,ns1:Name5,ns1:VersionMajor6,ns1:VersionMinor7,ns1:BuildMajor8,ns1:BuildMinor9,ns1:LangID,ns1:PartNumber,Kolumn1,Unnamed: 40,Unnamed: 41,Unnamed: 42,RowColor,Lap,Gear
2107,2024-06-04 13:36:13,100.14,0.0,17.5,105.0,104.0,75.0,10.0,170.0,130.0,16.4,12.3,22.0,18.0,40.0,0.0,364.0,63.19046032615006,14.65804067440331,,NR,Running,2024-06-04T12:55:56.000Z,2024-06-04T13:36:02.000Z,260.597,1000.0,6.829999923706055,58.0,177.0,192.0,Active,Manual,2024-06-04 13:36:14,361.79998779296875,5490.41015625,104.0,3.246999979019165,45.0,346.0,63.190416572615504,14.658053750172257,3.8369998931884766,36.0,69.0,395.0,636.0,Forerunner 955,3474075110.0,4024.0,17.0,28.0,0.0,0.0,Connect Api,0.0,0.0,0.0,0.0,en,006-D2449-00,181.05141388174806,,,,FFFFFF,1,2.0V
2107,2024-06-04 13:36:14,105.65,0.0,17.9,105.0,104.0,72.0,12.0,180.0,170.0,17.5,16.9,22.0,17.0,39.0,0.0,364.0,63.19048614241183,14.6581344678998,,NR,Running,2024-06-04T12:55:56.000Z,2024-06-04T13:36:02.000Z,260.597,1000.0,6.829999923706055,58.0,177.0,192.0,Active,Manual,2024-06-04 13:36:14,361.79998779296875,5490.41015625,104.0,3.246999979019165,45.0,346.0,63.190416572615504,14.658053750172257,3.8369998931884766,36.0,69.0,395.0,636.0,Forerunner 955,3474075110.0,4024.0,17.0,28.0,0.0,0.0,Connect Api,0.0,0.0,0.0,0.0,en,006-D2449-00,181.05141388174806,,,,FFFFFF,1,2.0V
2107,2024-06-04 13:36:15,111.06,0.0,17.9,107.0,105.0,72.0,13.0,210.0,120.0,24.6,9.9,20.0,15.0,35.0,0.0,364.0,63.19051212631166,14.65822583064437,,NR,Running,2024-06-04T12:55:56.000Z,2024-06-04T13:36:02.000Z,260.597,1000.0,6.829999923706055,58.0,177.0,192.0,Active,Manual,2024-06-04 13:36:15,361.6000061035156,5495.97021484375,104.0,4.328999996185303,44.0,513.0,63.19044523872435,14.658147543668747,3.8369998931884766,36.0,69.0,395.0,636.0,Forerunner 955,3474075110.0,4024.0,17.0,28.0,0.0,0.0,Connect Api,0.0,0.0,0.0,0.0,en,006-D2449-00,181.24421593830334,,177.21158129175947,192.0,FFFFFF,1,2.0V
2107,2024-06-04 13:36:16,116.26,0.0,18.1,105.0,106.0,72.0,14.0,180.0,120.0,17.2,9.2,19.0,14.0,33.0,0.0,364.0,63.19053802639246,14.65831191278994,,NR,Running,2024-06-04T12:55:56.000Z,2024-06-04T13:36:02.000Z,260.597,1000.0,6.829999923706055,58.0,177.0,192.0,Active,Manual,2024-06-04 13:36:16,361.3999938964844,5501.5,105.0,4.796000003814697,41.0,539.0,63.19047348573804,14.658244773745537,3.8369998931884766,36.0,69.0,395.0,636.0,Forerunner 955,3474075110.0,4024.0,17.0,28.0,0.0,0.0,Connect Api,0.0,0.0,0.0,0.0,en,006-D2449-00,181.43701799485862,,,,FFFFFF,1,3.0
2107,2024-06-04 13:36:17,121.68,0.0,19.5,99.0,110.0,70.0,16.0,170.0,120.0,14.2,9.6,19.0,14.0,33.0,0.0,364.0,63.190565602853894,14.658401012420654,,NR,Running,2024-06-04T12:55:56.000Z,2024-06-04T13:36:02.000Z,260.597,1000.0,6.829999923706055,58.0,177.0,192.0,Active,Manual,2024-06-04 13:36:17,361.20001220703125,5506.81005859375,105.0,5.188000202178955,38.0,543.0,63.190505085512996,14.658317444846034,3.8369998931884766,36.0,69.0,395.0,636.0,Forerunner 955,3474075110.0,4024.0,17.0,28.0,0.0,0.0,Connect Api,0.0,0.0,0.0,0.0,en,006-D2449-00,181.62467866323908,,,,FFFFFF,1,3.0
2107,2024-06-04 13:36:18,127.31,0.0,19.4,94.0,120.0,52.0,16.0,200.0,170.0,22.0,18.9,17.0,12.0,29.0,0.0,364.0,63.19059292785823,14.658495392650366,,NR,Running,2024-06-04T12:55:56.000Z,2024-06-04T13:36:02.000Z,260.597,1000.0,6.829999923706055,58.0,177.0,192.0,Active,Manual,2024-06-04 13:36:18,361.20001220703125,5511.56005859375,113.0,5.263000011444092,37.0,556.0,63.19053106941283,14.658389696851373,3.8369998931884766,36.0,69.0,395.0,636.0,Forerunner 955,3474075110.0,4024.0,17.0,28.0,0.0,0.0,Connect Api,0.0,0.0,0.0,0.0,en,006-D2449-00,181.80976863753213,,,,FFFFFF,1,3.0
2107,2024-06-04 13:36:19,133.74,0.0,18.7,81.0,124.0,51.0,17.0,120.0,170.0,7.4,18.9,15.0,10.0,25.0,0.0,364.0,63.19062117487192,14.658607207238674,,NR,Running,2024-06-04T12:55:56.000Z,2024-06-04T13:36:02.000Z,260.597,1000.0,6.829999923706055,58.0,177.0,192.0,Active,Manual,2024-06-04 13:36:19,361.0,5517.14990234375,119.0,5.263000011444092,38.0,537.0,63.1905566342175,14.658486926928163,3.8369998931884766,36.0,69.0,395.0,636.0,Forerunner 955,3474075110.0,4024.0,17.0,28.0,0.0,0.0,Connect Api,0.0,0.0,0.0,0.0,en,006-D2449-00,181.97429305912596,,,,FFFFFF,1,3.0
2107,2024-06-04 13:36:20,138.3,0.0,18.7,81.0,128.0,35.0,18.0,180.0,120.0,13.6,7.9,14.0,9.0,23.0,0.0,363.0,63.190635507926345,14.658691193908451,,NR,Running,2024-06-04T12:55:56.000Z,2024-06-04T13:36:02.000Z,260.597,1000.0,6.829999923706055,58.0,177.0,192.0,Active,Manual,2024-06-04 13:36:20,361.20001220703125,5522.91015625,124.0,5.263000011444092,38.0,541.0,63.19058630615473,14.658578373491764,3.8369998931884766,36.0,69.0,395.0,636.0,Forerunner 955,3474075110.0,4024.0,17.0,28.0,0.0,0.0,Connect Api,0.0,0.0,0.0,0.0,en,006-D2449-00,182.11568123393317,,,,FFFFFF,1,3.0
2107,2024-06-04 13:36:21,142.08,0.0,18.7,81.0,137.0,53.0,18.0,180.0,120.0,13.6,9.3,15.0,11.0,26.0,0.0,361.0,63.190647242590785,14.65876143425703,,NR,Running,2024-06-04T12:55:56.000Z,2024-06-04T13:36:02.000Z,260.597,1000.0,6.829999923706055,58.0,177.0,192.0,Active,Manual,2024-06-04 13:36:21,361.20001220703125,5528.14990234375,131.0,5.317999839782715,37.0,486.0,63.190612541511655,14.658669903874397,3.8369998931884766,36.0,69.0,395.0,636.0,Forerunner 955,3474075110.0,4024.0,17.0,28.0,0.0,0.0,Connect Api,0.0,0.0,0.0,0.0,en,006-D2449-00,182.24421593830334,,,,FFFFFF,1,3.0
2107,2024-06-04 13:36:22,146.82,0.0,18.7,85.0,142.0,65.0,20.0,160.0,120.0,13.4,10.4,16.0,12.0,28.0,0.0,359.0,63.19066694006324,14.658845085650682,,NR,Running,2024-06-04T12:55:56.000Z,2024-06-04T13:36:02.000Z,260.597,1000.0,6.829999923706055,58.0,177.0,192.0,Active,Manual,2024-06-04 13:36:22,361.20001220703125,5533.58984375,137.0,5.374000072479248,37.0,493.0,63.190643303096294,14.658754728734493,3.8369998931884766,36.0,69.0,395.0,636.0,Forerunner 955,3474075110.0,4024.0,17.0,28.0,0.0,0.0,Connect Api,0.0,0.0,0.0,0.0,en,006-D2449-00,182.3573264781491,,,,FFFFFF,1,3.0
2107,2024-06-04 13:36:23,152.21,0.0,19.2,86.0,147.0,68.0,21.0,160.0,140.0,13.3,10.5,15.0,12.0,27.0,0.0,359.0,63.190694181248546,14.658933682367206,,NR,Running,2024-06-04T12:55:56.000Z,2024-06-04T13:36:02.000Z,260.597,1000.0,6.829999923706055,58.0,177.0,192.0,Active,Manual,2024-06-04 13:36:23,361.20001220703125,5538.75,143.0,5.383999824523926,36.0,496.0,63.19067037664354,14.658836033195257,3.8369998931884766,36.0,69.0,395.0,636.0,Forerunner 955,3474075110.0,4024.0,17.0,28.0,0.0,0.0,Connect Api,0.0,0.0,0.0,0.0,en,006-D2449-00,182.45244215938303,,,,FFFFFF,1,3.0
2107,2024-06-04 13:36:24,157.69,0.0,19.5,86.0,150.0,65.0,22.0,130.0,130.0,8.3,10.0,14.0,12.0,26.0,0.0,359.0,63.19071974605322,14.659026637673378,,NR,Running,2024-06-04T12:55:56.000Z,2024-06-04T13:36:02.000Z,260.597,1000.0,6.829999923706055,58.0,177.0,192.0,Active,Manual,2024-06-04 13:36:24,361.20001220703125,5543.4599609375,146.0,5.383999824523926,36.0,489.0,63.1906914152205,14.658914990723133,3.8369998931884766,36.0,69.0,395.0,636.0,Forerunner 955,3474075110.0,4024.0,17.0,28.0,0.0,0.0,Connect Api,0.0,0.0,0.0,0.0,en,006-D2449-00,182.52956298200513,,,,FFFFFF,1,3.0
2107,2024-06-04 13:36:25,163.11,0.0,19.9,85.0,154.0,64.0,23.0,190.0,140.0,15.7,10.4,14.0,12.0,26.0,0.0,359.0,63.1907484959811,14.65911280363798,,NR,Running,2024-06-04T12:55:56.000Z,2024-06-04T13:36:02.000Z,260.597,1000.0,6.829999923706055,58.0,177.0,192.0,Active,Manual,2024-06-04 13:36:25,361.3999938964844,5549.22998046875,150.0,5.309000015258789,36.0,467.0,63.19071790203452,14.659012304618955,3.8369998931884766,36.0,69.0,395.0,636.0,Forerunner 955,3474075110.0,4024.0,17.0,28.0,0.0,0.0,Connect Api,0.0,0.0,0.0,0.0,en,006-D2449-00,182.59640102827763,,,,FFFFFF,1,3.0
2107,2024-06-04 13:36:26,168.34,0.0,19.8,82.0,158.0,64.0,24.0,130.0,140.0,8.4,10.1,14.0,11.0,25.0,0.0,360.0,63.19077590480447,14.659196622669697,,NR,Running,2024-06-04T12:55:56.000Z,2024-06-04T13:36:02.000Z,260.597,1000.0,6.829999923706055,58.0,177.0,192.0,Active,Manual,2024-06-04 13:36:26,361.6000061035156,5555.27001953125,154.0,5.252999782562256,35.0,458.0,63.19074438884854,14.659115737304091,3.8369998931884766,36.0,69.0,395.0,636.0,Forerunner 955,3474075110.0,4024.0,17.0,28.0,0.0,0.0,Connect Api,0.0,0.0,0.0,0.0,en,006-D2449-00,182.6529562982005,,,,FFFFFF,1,3.0
2107,2024-06-04 13:36:27,173.56,0.0,18.9,75.0,161.0,49.0,25.0,190.0,140.0,14.7,12.5,14.0,10.0,24.0,0.0,361.0,63.19080390036106,14.65927985496819,,NR,Running,2024-06-04T12:55:56.000Z,2024-06-04T13:36:02.000Z,260.597,1000.0,6.829999923706055,58.0,177.0,192.0,Active,Manual,2024-06-04 13:36:27,361.6000061035156,5561.31982421875,158.0,5.252999782562256,35.0,452.0,63.19077590480447,14.659211291000247,3.8369998931884766,36.0,69.0,395.0,636.0,Forerunner 955,3474075110.0,4024.0,17.0,28.0,0.0,0.0,Connect Api,0.0,0.0,0.0,0.0,en,006-D2449-00,182.7017994858612,,,,FFFFFF,1,3.0
2107,2024-06-04 13:36:28,178.81,0.0,17.4,64.0,168.0,52.0,26.0,110.0,110.0,6.8,6.5,14.0,8.0,22.0,0.0,363.0,63.19084002636373,14.659345485270023,,NR,Running,2024-06-04T12:55:56.000Z,2024-06-04T13:36:02.000Z,260.597,1000.0,6.829999923706055,58.0,177.0,192.0,Active,Manual,2024-06-04 13:36:28,361.6000061035156,5566.1201171875,160.0,5.374000072479248,34.0,440.0,63.190803145989776,14.65929158963263,3.8369998931884766,36.0,69.0,395.0,636.0,Forerunner 955,3474075110.0,4024.0,17.0,28.0,0.0,0.0,Connect Api,0.0,0.0,0.0,0.0,en,006-D2449-00,182.74035989717223,,,,FFFFFF,1,3.0
2107,2024-06-04 13:36:29,183.72,0.0,16.7,61.0,170.0,52.0,26.0,170.0,110.0,13.8,6.5,14.0,8.0,22.0,0.0,363.0,63.1908745598048,14.659405834972858,,NR,Running,2024-06-04T12:55:56.000Z,2024-06-04T13:36:02.000Z,260.597,1000.0,6.829999923706055,58.0,177.0,192.0,Active,Manual,2024-06-04 13:36:29,361.6000061035156,5571.6201171875,167.0,5.4019999504089355,34.0,435.0,63.19083717651665,14.659369625151157,3.8369998931884766,36.0,69.0,395.0,636.0,Forerunner 955,3474075110.0,4024.0,17.0,28.0,0.0,0.0,Connect Api,0.0,0.0,0.0,0.0,en,006-D2449-00,182.7712082262211,,,,FFFFFF,1,3.0
2107,2024-06-04 13:36:30,188.05,0.0,16.4,61.0,173.0,28.0,28.0,170.0,110.0,13.9,7.5,14.0,8.0,22.0,0.0,363.0,63.190901884809136,14.659467274323106,,NR,Running,2024-06-04T12:55:56.000Z,2024-06-04T13:36:02.000Z,260.597,1000.0,6.829999923706055,58.0,177.0,192.0,Active,Manual,2024-06-04 13:36:30,361.6000061035156,5576.6201171875,171.0,5.4019999504089355,34.0,435.0,63.19087330251932,14.659435506910086,3.8369998931884766,36.0,69.0,395.0,636.0,Forerunner 955,3474075110.0,4024.0,17.0,28.0,0.0,0.0,Connect Api,0.0,0.0,0.0,0.0,en,006-D2449-00,182.7814910025707,,,,FFFFFF,1,3.0
2107,2024-06-04 13:36:31,192.87,0.0,16.2,61.0,173.0,28.0,28.0,170.0,110.0,13.9,7.5,13.0,8.0,21.0,0.0,363.0,63.190932646393776,14.659534748643637,,NR,Running,2024-06-04T12:55:56.000Z,2024-06-04T13:36:02.000Z,260.597,1000.0,6.829999923706055,58.0,177.0,192.0,Active,Manual,2024-06-04 13:36:31,361.6000061035156,5581.419921875,173.0,5.39300012588501,33.0,428.0,63.190907668322325,14.659488815814257,3.8369998931884766,36.0,69.0,395.0,636.0,Forerunner 955,3474075110.0,4024.0,17.0,28.0,0.0,0.0,Connect Api,0.0,0.0,0.0,0.0,en,006-D2449-00,182.7789203084833,,,,FFFFFF,1,3.0
2107,2024-06-04 13:36:32,198.66,0.0,18.4,61.0,174.0,33.0,28.0,150.0,0.0,12.5,0.0,13.0,8.0,21.0,0.0,363.0,63.190973633900285,14.659605408087373,,NR,Running,2024-06-04T12:55:56.000Z,2024-06-04T13:36:02.000Z,260.597,1000.0,6.829999923706055,58.0,177.0,192.0,Active,Manual,2024-06-04 13:36:32,361.79998779296875,5585.740234375,173.0,5.3460001945495605,33.0,410.0,63.19093692116439,14.659546986222267,3.8369998931884766,36.0,69.0,395.0,636.0,Forerunner 955,3474075110.0,4024.0,17.0,28.0,0.0,0.0,Connect Api,0.0,0.0,0.0,0.0,en,006-D2449-00,182.7712082262211,,,,FFFFFF,1,3.0
2107,2024-06-04 13:36:33,204.55,0.0,20.0,61.0,175.0,63.0,30.0,140.0,140.0,9.9,10.7,13.0,7.0,20.0,0.0,363.0,63.19101897999644,14.65966584160924,,NR,Running,2024-06-04T12:55:56.000Z,2024-06-04T13:36:02.000Z,260.597,1000.0,6.829999923706055,58.0,177.0,192.0,Active,Manual,2024-06-04 13:36:33,361.79998779296875,5590.47998046875,174.0,5.281000137329102,33.0,408.0,63.190968688577414,14.659606581553817,3.8369998931884766,36.0,69.0,395.0,636.0,Forerunner 955,3474075110.0,4024.0,17.0,28.0,0.0,0.0,Connect Api,0.0,0.0,0.0,0.0,en,006-D2449-00,182.76092544987148,,,,FFFFFF,1,3.0
2107,2024-06-04 13:36:34,210.16,0.0,19.4,61.0,175.0,45.0,30.0,140.0,110.0,10.6,6.1,13.0,6.0,19.0,0.0,365.0,63.19106080569327,14.659727867692707,,NR,Running,2024-06-04T12:55:56.000Z,2024-06-04T13:36:02.000Z,260.597,1000.0,6.829999923706055,58.0,177.0,192.0,Active,Manual,2024-06-04 13:36:34,361.6000061035156,5595.81005859375,175.0,5.197000026702881,33.0,405.0,63.191009340807796,14.65966978110373,3.8369998931884766,36.0,69.0,395.0,636.0,Forerunner 955,3474075110.0,4024.0,17.0,28.0,0.0,0.0,Connect Api,0.0,0.0,0.0,0.0,en,006-D2449-00,182.74550128534705,,,,FFFFFF,1,3.0
2107,2024-06-04 13:36:35,215.56,0.0,18.5,53.0,175.0,48.0,31.0,160.0,110.0,11.8,6.1,12.0,5.0,17.0,0.0,365.0,63.19110145792365,14.659786457195878,,NR,Running,2024-06-04T12:55:56.000Z,2024-06-04T13:36:02.000Z,260.597,1000.0,6.829999923706055,58.0,177.0,192.0,Active,Manual,2024-06-04 13:36:35,361.79998779296875,5601.91015625,175.0,5.151000022888184,33.0,405.0,63.19105309434235,14.659738512709737,3.8369998931884766,36.0,69.0,395.0,636.0,Forerunner 955,3474075110.0,4024.0,17.0,28.0,0.0,0.0,Connect Api,0.0,0.0,0.0,0.0,en,006-D2449-00,182.7223650385604,,,,FFFFFF,1,3.0
2107,2024-06-04 13:36:36,220.92,0.0,18.3,52.0,176.0,0.0,32.0,140.0,110.0,10.9,6.2,12.0,5.0,17.0,0.0,365.0,63.191139847040176,14.65985007584095,,NR,Running,2024-06-04T12:55:56.000Z,2024-06-04T13:36:02.000Z,260.597,1000.0,6.829999923706055,58.0,177.0,192.0,Active,Manual,2024-06-04 13:36:36,361.79998779296875,5607.31982421875,175.0,5.151000022888184,34.0,410.0,63.191091818735,14.65979240834713,3.8369998931884766,36.0,69.0,395.0,636.0,Forerunner 955,3474075110.0,4024.0,17.0,28.0,0.0,0.0,Connect Api,0.0,0.0,0.0,0.0,en,006-D2449-00,182.69665809768637,,,,FFFFFF,1,3.0
2107,2024-06-04 13:36:37,226.28,0.0,18.4,51.0,176.0,0.0,32.0,140.0,110.0,10.9,6.2,11.0,5.0,16.0,0.0,365.0,63.191175470128655,14.659921992570162,,NR,Running,2024-06-04T12:55:56.000Z,2024-06-04T13:36:02.000Z,260.597,1000.0,6.829999923706055,58.0,177.0,192.0,Active,Manual,2024-06-04 13:36:37,361.79998779296875,5612.18017578125,176.0,5.169000148773193,34.0,423.0,63.191128531470895,14.659846723079681,3.8369998931884766,36.0,69.0,395.0,636.0,Forerunner 955,3474075110.0,4024.0,17.0,28.0,0.0,0.0,Connect Api,0.0,0.0,0.0,0.0,en,006-D2449-00,182.66838046272494,,,,FFFFFF,1,3.0
2107,2024-06-04 13:36:38,231.23,0.0,17.8,49.0,176.0,0.0,32.0,170.0,0.0,14.0,0.0,12.0,5.0,17.0,0.0,365.0,63.191208159551024,14.659988963976502,,NR,Running,2024-06-04T12:55:56.000Z,2024-06-04T13:36:02.000Z,260.597,1000.0,6.829999923706055,58.0,177.0,192.0,Active,Manual,2024-06-04 13:36:38,361.79998779296875,5617.25,176.0,5.169000148773193,33.0,424.0,63.19116541184485,14.659909335896373,3.8369998931884766,36.0,69.0,395.0,636.0,Forerunner 955,3474075110.0,4024.0,17.0,28.0,0.0,0.0,Connect Api,0.0,0.0,0.0,0.0,en,006-D2449-00,182.63239074550128,,,,FFFFFF,1,3.0
2107,2024-06-04 13:36:39,235.89,0.0,17.3,49.0,175.0,0.0,32.0,170.0,0.0,14.0,0.0,12.0,5.0,17.0,0.0,365.0,63.19123783148825,14.660054594278336,,NR,Running,2024-06-04T12:55:56.000Z,2024-06-04T13:36:02.000Z,260.597,1000.0,6.829999923706055,58.0,177.0,192.0,Active,Manual,2024-06-04 13:36:39,361.79998779296875,5622.64990234375,176.0,5.159999847412109,33.0,425.0,63.191201789304614,14.65998150408268,3.8369998931884766,36.0,69.0,395.0,636.0,Forerunner 955,3474075110.0,4024.0,17.0,28.0,0.0,0.0,Connect Api,0.0,0.0,0.0,0.0,en,006-D2449-00,182.59125964010283,,,,FFFFFF,1,3.0
2107,2024-06-04 13:36:40,240.84,0.0,17.5,47.0,175.0,0.0,33.0,180.0,0.0,13.5,0.0,11.0,5.0,16.0,0.0,364.0,63.19126834161579,14.660126427188516,,NR,Running,2024-06-04T12:55:56.000Z,2024-06-04T13:36:02.000Z,260.597,1000.0,6.829999923706055,58.0,177.0,192.0,Active,Manual,2024-06-04 13:36:40,361.79998779296875,5627.93994140625,175.0,5.140999794006348,33.0,414.0,63.19123774766922,14.660048559308052,3.8369998931884766,36.0,69.0,395.0,636.0,Forerunner 955,3474075110.0,4024.0,17.0,28.0,0.0,0.0,Connect Api,0.0,0.0,0.0,0.0,en,006-D2449-00,182.54755784061697,,,,FFFFFF,1,3.0
2107,2024-06-04 13:36:41,245.43,0.0,17.8,47.0,175.0,0.0,34.0,120.0,0.0,10.0,0.0,11.0,5.0,16.0,0.0,364.0,63.19129306823015,14.660199098289011,,NR,Running,2024-06-04T12:55:56.000Z,2024-06-04T13:36:02.000Z,260.597,1000.0,6.829999923706055,58.0,177.0,192.0,Active,Manual,2024-06-04 13:36:41,362.0,5632.509765625,175.0,5.140999794006348,33.0,397.0,63.191267838701606,14.66011393815279,3.8369998931884766,36.0,69.0,395.0,636.0,Forerunner 955,3474075110.0,4024.0,17.0,28.0,0.0,0.0,Connect Api,0.0,0.0,0.0,0.0,en,006-D2449-00,182.4935732647815,,,,FFFFFF,1,3.0
2107,2024-06-04 13:36:42,250.55,0.0,17.8,47.0,175.0,0.0,34.0,120.0,0.0,10.0,0.0,10.0,5.0,15.0,0.0,364.0,63.19132064469159,14.660280654206872,,NR,Running,2024-06-04T12:55:56.000Z,2024-06-04T13:36:02.000Z,260.597,1000.0,6.829999923706055,58.0,177.0,192.0,Active,Manual,2024-06-04 13:36:42,362.0,5636.81982421875,175.0,5.140999794006348,33.0,390.0,63.19129348732531,14.66018040664494,3.8369998931884766,36.0,69.0,395.0,636.0,Forerunner 955,3474075110.0,4024.0,17.0,28.0,0.0,0.0,Connect Api,0.0,0.0,0.0,0.0,en,006-D2449-00,182.4344473007712,,,,FFFFFF,1,3.0
2107,2024-06-04 13:36:43,256.19,0.0,18.8,47.0,175.0,0.0,34.0,140.0,0.0,10.2,0.0,9.0,6.0,15.0,0.0,363.0,63.19135542958975,14.660362377762794,,NR,Running,2024-06-04T12:55:56.000Z,2024-06-04T13:36:02.000Z,260.597,1000.0,6.829999923706055,58.0,177.0,192.0,Active,Manual,2024-06-04 13:36:43,362.0,5641.77978515625,175.0,5.085000038146973,33.0,393.0,63.191322069615126,14.660256849601865,3.8369998931884766,36.0,69.0,395.0,636.0,Forerunner 955,3474075110.0,4024.0,17.0,28.0,0.0,0.0,Connect Api,0.0,0.0,0.0,0.0,en,006-D2449-00,182.37017994858613,,,,FFFFFF,1,3.0
2107,2024-06-04 13:36:44,261.41,0.0,19.1,47.0,174.0,0.0,34.0,140.0,130.0,10.2,10.1,9.0,7.0,16.0,0.0,363.0,63.1913856882602,14.66044133529067,,NR,Running,2024-06-04T12:55:56.000Z,2024-06-04T13:36:02.000Z,260.597,1000.0,6.829999923706055,58.0,177.0,192.0,Active,Manual,2024-06-04 13:36:44,362.20001220703125,5647.169921875,175.0,5.019999980926514,33.0,398.0,63.19134855642915,14.660337818786502,3.8369998931884766,36.0,69.0,395.0,636.0,Forerunner 955,3474075110.0,4024.0,17.0,28.0,0.0,0.0,Connect Api,0.0,0.0,0.0,0.0,en,006-D2449-00,182.30334190231363,,,,FFFFFF,1,3.0
2107,2024-06-04 13:36:45,266.38,0.0,19.2,47.0,175.0,0.0,35.0,140.0,130.0,10.4,10.1,9.0,6.0,15.0,0.0,363.0,63.1914079003036,14.66052683070302,,NR,Running,2024-06-04T12:55:56.000Z,2024-06-04T13:36:02.000Z,260.597,1000.0,6.829999923706055,58.0,177.0,192.0,Active,Manual,2024-06-04 13:36:45,362.20001220703125,5652.43994140625,174.0,5.000999927520752,33.0,397.0,63.19137956947088,14.660415602847934,3.8369998931884766,36.0,69.0,395.0,636.0,Forerunner 955,3474075110.0,4024.0,17.0,28.0,0.0,0.0,Connect Api,0.0,0.0,0.0,0.0,en,006-D2449-00,182.23393316195373,,,,FFFFFF,1,3.0
2107,2024-06-04 13:36:46,271.23,0.0,19.1,48.0,175.0,0.0,35.0,140.0,0.0,10.4,0.0,9.0,5.0,14.0,0.0,361.0,63.19143136963248,14.660607716068624,,NR,Running,2024-06-04T12:55:56.000Z,2024-06-04T13:36:02.000Z,260.597,1000.0,6.829999923706055,58.0,177.0,192.0,Active,Manual,2024-06-04 13:36:46,362.3999938964844,5657.509765625,175.0,5.000999927520752,33.0,399.0,63.19140882231295,14.660495733842254,3.8369998931884766,36.0,69.0,395.0,636.0,Forerunner 955,3474075110.0,4024.0,17.0,28.0,0.0,0.0,Connect Api,0.0,0.0,0.0,0.0,en,006-D2449-00,182.16195372750641,,,,FFFFFF,1,3.0
2107,2024-06-04 13:36:47,276.07,0.0,18.6,48.0,175.0,0.0,36.0,130.0,0.0,9.3,0.0,9.0,6.0,15.0,0.0,360.0,63.19146011956036,14.660680135712028,,NR,Running,2024-06-04T12:55:56.000Z,2024-06-04T13:36:02.000Z,260.597,1000.0,6.829999923706055,58.0,177.0,192.0,Active,Manual,2024-06-04 13:36:47,362.3999938964844,5663.08984375,175.0,5.011000156402588,33.0,398.0,63.191443691030145,14.660576954483986,3.8369998931884766,36.0,69.0,395.0,636.0,Forerunner 955,3474075110.0,4024.0,17.0,28.0,0.0,0.0,Connect Api,0.0,0.0,0.0,0.0,en,006-D2449-00,182.0848329048843,,,,FFFFFF,1,3.0
2107,2024-06-04 13:36:48,280.66,0.0,18.5,52.0,175.0,49.0,36.0,130.0,110.0,9.3,6.7,10.0,7.0,17.0,0.0,360.0,63.19148845039308,14.660746604204178,,NR,Running,2024-06-04T12:55:56.000Z,2024-06-04T13:36:02.000Z,260.597,1000.0,6.829999923706055,58.0,177.0,192.0,Active,Manual,2024-06-04 13:36:48,362.3999938964844,5668.81982421875,175.0,5.011000156402588,33.0,400.0,63.19147654809058,14.660665383562446,3.8369998931884766,36.0,69.0,395.0,636.0,Forerunner 955,3474075110.0,4024.0,17.0,28.0,0.0,0.0,Connect Api,0.0,0.0,0.0,0.0,en,006-D2449-00,182.0102827763496,,,,FFFFFF,1,3.0
2107,2024-06-04 13:36:49,285.66,0.0,18.6,53.0,175.0,28.0,37.0,170.0,110.0,13.2,5.9,10.0,7.0,17.0,0.0,360.0,63.19151803851128,14.660821706056597,,NR,Running,2024-06-04T12:55:56.000Z,2024-06-04T13:36:02.000Z,260.597,1000.0,6.829999923706055,58.0,177.0,192.0,Active,Manual,2024-06-04 13:36:49,362.6000061035156,5674.0400390625,175.0,5.039000034332275,33.0,402.0,63.1915117520839,14.660745095461607,3.8369998931884766,36.0,69.0,395.0,636.0,Forerunner 955,3474075110.0,4024.0,17.0,28.0,0.0,0.0,Connect Api,0.0,0.0,0.0,0.0,en,006-D2449-00,181.94858611825194,,,,FFFFFF,1,3.0
