sessionid,tt_s,distance_m,slope_pct,speed_kmph,power_w,heartrate_bpm,frequency_ppm,cycle,thrust_left_ms,thrust_right_ms,impulse_left_ns,impulse_right_ns,force_meanl_n,force_meanr_n,f_tot_mean_n,treadmill_force_n,altitude_m,latitude_deg,longitude_deg,usernote = None,Variant,Sport,ns1:Id,StartTime,ns1:TotalTimeSeconds,ns1:DistanceMeters,ns1:MaximumSpeed,ns1:Calories,ns1:Value,ns1:Value2,ns1:Intensity,ns1:TriggerMethod,ns1:Time,ns1:LatitudeDegrees,ns1:LongitudeDegrees,ns1:AltitudeMeters,ns1:DistanceMeters3,ns1:Value4,ns2:Speed,ns2:RunCadence,ns2:Watts,ns2:AvgSpeed,ns2:AvgRunCadence,ns2:MaxRunCadence,ns2:AvgWatts,ns2:MaxWatts,ns1:Name,ns1:UnitId,ns1:ProductID,ns1:VersionMajor,ns1:VersionMinor,ns1:BuildMajor,ns1:BuildMinor,ns1:Name5,ns1:VersionMajor6,ns1:VersionMinor7,ns1:BuildMajor8,ns1:BuildMinor9,ns1:LangID,ns1:PartNumber,Unnamed: 39,Unnamed: 40,Unnamed: 41,RowColor,Lap,Gear
2418,2024-09-06 08:20:10,66.16,0.0,21.7,22.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,2.0,4.0,6.0,0.0,369.0,63.19048228673637,14.658242175355554,,WR,Running,2024-09-06T06:48:24.000Z,2024-09-06T08:11:38.000Z,717.979,1000.0,6.764999866485596,51.0,128.0,184.0,Active,Manual,2024-09-06 08:20:11,63.190450351685286,14.658240666612983,364.3999938964844,19163.0703125,125.0,3.9100000858306885,33.0,357.0,1.3930000066757202,12.0,93.0,123.0,658.0,Forerunner 955,3474075110.0,4024.0,17.0,28.0,0.0,0.0,Connect Api,0.0,0.0,0.0,0.0,en,006-D2449-00,,173.9022346368715,187.0,FFFFFF,1,2.0H
2418,2024-09-06 08:20:11,71.07,0.0,21.7,116.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,10.0,22.0,32.0,0.0,370.0,63.19051162339747,14.658315517008305,,WR,Running,2024-09-06T06:48:24.000Z,2024-09-06T08:11:38.000Z,717.979,1000.0,6.764999866485596,51.0,128.0,184.0,Active,Manual,2024-09-06 08:20:11,63.190450351685286,14.658240666612983,364.3999938964844,19163.0703125,125.0,3.9100000858306885,33.0,357.0,1.3930000066757202,12.0,93.0,123.0,658.0,Forerunner 955,3474075110.0,4024.0,17.0,28.0,0.0,0.0,Connect Api,0.0,0.0,0.0,0.0,en,006-D2449-00,,173.9022346368715,187.0,FFFFFF,1,2.0H
2418,2024-09-06 08:20:12,77.59,0.0,21.7,293.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,29.0,52.0,81.0,0.0,375.0,63.19055034779012,14.658412914723158,,WR,Running,2024-09-06T06:48:24.000Z,2024-09-06T08:11:38.000Z,717.979,1000.0,6.764999866485596,51.0,128.0,184.0,Active,Manual,2024-09-06 08:20:12,63.190484466031194,14.65832993388176,364.3999938964844,19169.220703125,123.0,4.609000205993652,38.0,473.0,1.3930000066757202,12.0,93.0,123.0,658.0,Forerunner 955,3474075110.0,4024.0,17.0,28.0,0.0,0.0,Connect Api,0.0,0.0,0.0,0.0,en,006-D2449-00,,,,FFFFFF,1,2.0H
2418,2024-09-06 08:20:13,84.63,0.0,23.8,406.0,0.0,61.0,6.0,590.0,540.0,66.2,120.8,47.0,74.0,121.0,0.0,375.0,63.190579265356064,14.658537805080414,,WR,Running,2024-09-06T06:48:24.000Z,2024-09-06T08:11:38.000Z,717.979,1000.0,6.764999866485596,51.0,128.0,184.0,Active,Manual,2024-09-06 08:20:13,63.19052126258612,14.658436216413975,364.20001220703125,19175.2890625,122.0,5.906000137329102,39.0,595.0,1.3930000066757202,12.0,93.0,123.0,658.0,Forerunner 955,3474075110.0,4024.0,17.0,28.0,0.0,0.0,Connect Api,0.0,0.0,0.0,0.0,en,006-D2449-00,,,,FFFFFF,1,3.0
2418,2024-09-06 08:20:14,91.61,0.0,23.9,406.0,0.0,82.0,7.0,360.0,270.0,49.0,53.2,53.0,71.0,124.0,0.0,376.0,63.19062151014805,14.658640567213295,,WR,Running,2024-09-06T06:48:24.000Z,2024-09-06T08:11:38.000Z,717.979,1000.0,6.764999866485596,51.0,128.0,184.0,Active,Manual,2024-09-06 08:20:14,63.190556801855564,14.65855129994452,364.20001220703125,19181.83984375,122.0,6.540999889373779,38.0,647.0,1.3930000066757202,12.0,93.0,123.0,658.0,Forerunner 955,3474075110.0,4024.0,17.0,28.0,0.0,0.0,Connect Api,0.0,0.0,0.0,0.0,en,006-D2449-00,,,,FFFFFF,1,3.0
2418,2024-09-06 08:20:15,99.14,0.0,23.9,406.0,0.0,76.0,8.0,260.0,210.0,29.7,42.3,47.0,55.0,102.0,0.0,376.0,63.190656462684274,14.658769145607948,,WR,Running,2024-09-06T06:48:24.000Z,2024-09-06T08:11:38.000Z,717.979,1000.0,6.764999866485596,51.0,128.0,184.0,Active,Manual,2024-09-06 08:20:15,63.190595023334026,14.65866562910378,364.0,19188.609375,122.0,6.709000110626221,38.0,655.0,1.3930000066757202,12.0,93.0,123.0,658.0,Forerunner 955,3474075110.0,4024.0,17.0,28.0,0.0,0.0,Connect Api,0.0,0.0,0.0,0.0,en,006-D2449-00,,,,FFFFFF,1,3.0
2418,2024-09-06 08:20:16,104.95,0.0,23.1,316.0,0.0,81.0,10.0,220.0,220.0,31.0,42.3,39.0,43.0,82.0,0.0,376.0,63.19068118929863,14.65887132100761,,WR,Running,2024-09-06T06:48:24.000Z,2024-09-06T08:11:38.000Z,717.979,1000.0,6.764999866485596,51.0,128.0,184.0,Active,Manual,2024-09-06 08:20:16,63.1906274612993,14.658767050132155,364.0,19195.94921875,123.0,6.7270002365112305,37.0,658.0,1.3930000066757202,12.0,93.0,123.0,658.0,Forerunner 955,3474075110.0,4024.0,17.0,28.0,0.0,0.0,Connect Api,0.0,0.0,0.0,0.0,en,006-D2449-00,,,,FFFFFF,1,3.0
2418,2024-09-06 08:20:17,111.51,0.0,23.1,262.0,0.0,77.0,11.0,210.0,190.0,28.0,32.1,33.0,35.0,68.0,0.0,376.0,63.1907120347023,14.65898280031979,,WR,Running,2024-09-06T06:48:24.000Z,2024-09-06T08:11:38.000Z,717.979,1000.0,6.764999866485596,51.0,128.0,184.0,Active,Manual,2024-09-06 08:20:17,63.19066274911165,14.658870315179229,364.20001220703125,19202.130859375,130.0,6.764999866485596,36.0,649.0,1.3930000066757202,12.0,93.0,123.0,658.0,Forerunner 955,3474075110.0,4024.0,17.0,28.0,0.0,0.0,Connect Api,0.0,0.0,0.0,0.0,en,006-D2449-00,,,,FFFFFF,1,3.0
2418,2024-09-06 08:20:18,118.23,0.0,26.2,262.0,0.0,74.0,12.0,190.0,180.0,20.1,25.9,29.0,31.0,60.0,0.0,376.0,63.190741539001465,14.659099811688066,,WR,Running,2024-09-06T06:48:24.000Z,2024-09-06T08:11:38.000Z,717.979,1000.0,6.764999866485596,51.0,128.0,184.0,Active,Manual,2024-09-06 08:20:18,63.19069568999112,14.65897349640727,364.20001220703125,19208.900390625,134.0,6.7270002365112305,36.0,603.0,1.3930000066757202,12.0,93.0,123.0,658.0,Forerunner 955,3474075110.0,4024.0,17.0,28.0,0.0,0.0,Connect Api,0.0,0.0,0.0,0.0,en,006-D2449-00,,,,FFFFFF,1,3.0
2418,2024-09-06 08:20:19,126.1,0.0,26.2,231.0,0.0,72.0,14.0,180.0,190.0,21.7,29.4,25.0,28.0,53.0,0.0,377.0,63.190786046907306,14.65922168456018,,WR,Running,2024-09-06T06:48:24.000Z,2024-09-06T08:11:38.000Z,717.979,1000.0,6.764999866485596,51.0,128.0,184.0,Active,Manual,2024-09-06 08:20:19,63.190733660012484,14.659088915213943,364.20001220703125,19215.08984375,140.0,6.614999771118164,36.0,555.0,1.3930000066757202,12.0,93.0,123.0,658.0,Forerunner 955,3474075110.0,4024.0,17.0,28.0,0.0,0.0,Connect Api,0.0,0.0,0.0,0.0,en,006-D2449-00,,,,FFFFFF,1,3.0
