sessionid,tt_s,distance_m,slope_pct,speed_kmph,power_w,heartrate_bpm,frequency_ppm,cycle,thrust_left_ms,thrust_right_ms,impulse_left_ns,impulse_right_ns,force_meanl_n,force_meanr_n,f_tot_mean_n,treadmill_force_n,altitude_m,latitude_deg,longitude_deg,usernote = BIA24-18WR,Variant,Sport,ns1:Id,StartTime,ns1:TotalTimeSeconds,ns1:DistanceMeters,ns1:MaximumSpeed,ns1:Calories,ns1:Value,ns1:Value2,ns1:Intensity,ns1:TriggerMethod,ns1:Time,ns1:AltitudeMeters,ns1:DistanceMeters3,ns1:Value4,ns2:Speed,ns2:RunCadence,ns2:Watts,ns1:LatitudeDegrees,ns1:LongitudeDegrees,ns2:AvgSpeed,ns2:AvgRunCadence,ns2:MaxRunCadence,ns2:AvgWatts,ns2:MaxWatts,ns1:Name,ns1:UnitId,ns1:ProductID,ns1:VersionMajor,ns1:VersionMinor,ns1:BuildMajor,ns1:BuildMinor,ns1:Name5,ns1:VersionMajor6,ns1:VersionMinor7,ns1:BuildMajor8,ns1:BuildMinor9,ns1:LangID,ns1:PartNumber,Unnamed: 39,Unnamed: 40,Unnamed: 41,RowColor,Lap,Gear
2479,2024-09-19 11:58:41,35.74,0.0,13.4,107.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,27.0,21.0,48.0,0.0,363.0,63.19032847881317,14.657930955290794,,WR,Running,2024-09-19T11:23:21.000Z,2024-09-19T11:53:54.000Z,527.996,1000.0,7.212999820709229,63.0,139.0,189.0,Active,Manual,2024-09-19 11:58:42,362.79998779296875,4526.259765625,123.0,1.4459999799728394,57.0,232.0,63.19033585488796,14.657871946692467,1.8940000534057617,18.0,77.0,189.0,744.0,Forerunner 955,3474075110.0,4024.0,17.0,28.0,0.0,0.0,Connect Api,0.0,0.0,0.0,0.0,en,006-D2449-00,,176.98453608247422,189.0,FFFFFF,1,2.0V
2479,2024-09-19 11:58:42,40.98,0.0,16.5,242.0,0.0,26.0,4.0,0.0,800.0,0.0,74.2,52.0,36.0,88.0,0.0,362.0,63.19035664200783,14.658014606684446,,WR,Running,2024-09-19T11:23:21.000Z,2024-09-19T11:53:54.000Z,527.996,1000.0,7.212999820709229,63.0,139.0,189.0,Active,Manual,2024-09-19 11:58:42,362.79998779296875,4526.259765625,123.0,1.4459999799728394,57.0,232.0,63.19033585488796,14.657871946692467,1.8940000534057617,18.0,77.0,189.0,744.0,Forerunner 955,3474075110.0,4024.0,17.0,28.0,0.0,0.0,Connect Api,0.0,0.0,0.0,0.0,en,006-D2449-00,,176.98453608247422,189.0,FFFFFF,1,2.0V
2479,2024-09-19 11:58:43,43.48,0.0,18.7,279.0,0.0,72.0,6.0,570.0,360.0,108.6,37.0,67.0,41.0,108.0,0.0,361.0,63.1903753336519,14.658042518422008,,WR,Running,2024-09-19T11:23:21.000Z,2024-09-19T11:53:54.000Z,527.996,1000.0,7.212999820709229,63.0,139.0,189.0,Active,Manual,2024-09-19 11:58:43,362.79998779296875,4532.1201171875,124.0,3.38700008392334,47.0,385.0,63.190364856272936,14.657974373549223,1.8940000534057617,18.0,77.0,189.0,744.0,Forerunner 955,3474075110.0,4024.0,17.0,28.0,0.0,0.0,Connect Api,0.0,0.0,0.0,0.0,en,006-D2449-00,,,,FFFFFF,1,2.0V
2479,2024-09-19 11:58:44,49.11,0.0,21.7,279.0,0.0,78.0,7.0,260.0,270.0,42.5,27.5,62.0,36.0,98.0,0.0,361.0,63.19039670750499,14.658137233927846,,WR,Running,2024-09-19T11:23:21.000Z,2024-09-19T11:53:54.000Z,527.996,1000.0,7.212999820709229,63.0,139.0,189.0,Active,Manual,2024-09-19 11:58:44,362.79998779296875,4537.77978515625,126.0,4.880000114440918,41.0,516.0,63.190389247611165,14.658066323027015,1.8940000534057617,18.0,77.0,189.0,744.0,Forerunner 955,3474075110.0,4024.0,17.0,28.0,0.0,0.0,Connect Api,0.0,0.0,0.0,0.0,en,006-D2449-00,,,,FFFFFF,1,3.0
2479,2024-09-19 11:58:45,54.99,0.0,21.7,279.0,0.0,77.0,8.0,230.0,240.0,31.3,31.8,47.0,30.0,77.0,0.0,361.0,63.190402407199144,14.658243097364902,,WR,Running,2024-09-19T11:23:21.000Z,2024-09-19T11:53:54.000Z,527.996,1000.0,7.212999820709229,63.0,139.0,189.0,Active,Manual,2024-09-19 11:58:45,362.79998779296875,4543.89990234375,129.0,5.52400016784668,42.0,581.0,63.190419506281614,14.658172270283103,1.8940000534057617,18.0,77.0,189.0,744.0,Forerunner 955,3474075110.0,4024.0,17.0,28.0,0.0,0.0,Connect Api,0.0,0.0,0.0,0.0,en,006-D2449-00,,,,FFFFFF,1,3.0
2479,2024-09-19 11:58:46,66.9,0.0,21.7,238.0,0.0,82.0,10.0,210.0,180.0,24.8,22.5,37.0,27.0,64.0,0.0,361.0,63.19042512215674,14.65847217477858,,WR,Running,2024-09-19T11:23:21.000Z,2024-09-19T11:53:54.000Z,527.996,1000.0,7.212999820709229,63.0,139.0,189.0,Active,Manual,2024-09-19 11:58:46,362.6000061035156,4550.8701171875,132.0,5.552000045776367,42.0,600.0,63.19045596756041,14.658287102356553,1.8940000534057617,18.0,77.0,189.0,744.0,Forerunner 955,3474075110.0,4024.0,17.0,28.0,0.0,0.0,Connect Api,0.0,0.0,0.0,0.0,en,006-D2449-00,,,,FFFFFF,1,3.0
2479,2024-09-19 11:58:47,73.36,0.0,24.7,232.0,0.0,85.0,11.0,180.0,190.0,23.7,22.8,32.0,26.0,58.0,0.0,361.0,63.19043459370732,14.658569572493434,,WR,Running,2024-09-19T11:23:21.000Z,2024-09-19T11:53:54.000Z,527.996,1000.0,7.212999820709229,63.0,139.0,189.0,Active,Manual,2024-09-19 11:58:47,362.3999938964844,4556.919921875,135.0,6.308000087738037,42.0,667.0,63.19048413075507,14.658381566405296,1.8940000534057617,18.0,77.0,189.0,744.0,Forerunner 955,3474075110.0,4024.0,17.0,28.0,0.0,0.0,Connect Api,0.0,0.0,0.0,0.0,en,006-D2449-00,,,,FFFFFF,1,3.0
2479,2024-09-19 11:58:48,83.55,0.0,24.7,230.0,0.0,83.0,12.0,170.0,170.0,22.4,21.2,29.0,27.0,56.0,0.0,361.0,63.190499721094966,14.65858113951981,,WR,Running,2024-09-19T11:23:21.000Z,2024-09-19T11:53:54.000Z,527.996,1000.0,7.212999820709229,63.0,139.0,189.0,Active,Manual,2024-09-19 11:58:48,362.3999938964844,4563.83984375,136.0,6.308000087738037,42.0,671.0,63.19052008911967,14.658501679077744,1.8940000534057617,18.0,77.0,189.0,744.0,Forerunner 955,3474075110.0,4024.0,17.0,28.0,0.0,0.0,Connect Api,0.0,0.0,0.0,0.0,en,006-D2449-00,,,,FFFFFF,1,3.0
2479,2024-09-19 11:58:49,94.33,0.0,24.8,219.0,0.0,86.0,14.0,150.0,150.0,15.6,18.2,26.0,27.0,53.0,0.0,361.0,63.19052612408995,14.658787585794926,,WR,Running,2024-09-19T11:23:21.000Z,2024-09-19T11:53:54.000Z,527.996,1000.0,7.212999820709229,63.0,139.0,189.0,Active,Manual,2024-09-19 11:58:49,362.3999938964844,4571.1298828125,139.0,6.96999979019165,42.0,732.0,63.190557388588786,14.658616846427321,1.8940000534057617,18.0,77.0,189.0,744.0,Forerunner 955,3474075110.0,4024.0,17.0,28.0,0.0,0.0,Connect Api,0.0,0.0,0.0,0.0,en,006-D2449-00,,,,FFFFFF,1,3.0
2479,2024-09-19 11:58:50,100.77,0.0,24.8,206.0,0.0,83.0,15.0,150.0,180.0,15.9,20.7,24.0,26.0,50.0,0.0,361.0,63.19053165614605,14.65889479033649,,WR,Running,2024-09-19T11:23:21.000Z,2024-09-19T11:53:54.000Z,527.996,1000.0,7.212999820709229,63.0,139.0,189.0,Active,Manual,2024-09-19 11:58:50,362.3999938964844,4577.56005859375,141.0,7.081999778747559,41.0,744.0,63.19058706052601,14.658718518912792,1.8940000534057617,18.0,77.0,189.0,744.0,Forerunner 955,3474075110.0,4024.0,17.0,28.0,0.0,0.0,Connect Api,0.0,0.0,0.0,0.0,en,006-D2449-00,,,,FFFFFF,1,3.0
