sessionid,tt_s,distance_m,slope_pct,speed_kmph,power_w,heartrate_bpm,frequency_ppm,cycle,thrust_left_ms,thrust_right_ms,impulse_left_ns,impulse_right_ns,force_meanl_n,force_meanr_n,f_tot_mean_n,treadmill_force_n,altitude_m,latitude_deg,longitude_deg,usernote = None,Variant,Sport,ns1:Id,StartTime,ns1:TotalTimeSeconds,ns1:DistanceMeters,ns1:MaximumSpeed,ns1:Calories,ns1:Value,ns1:Value2,ns1:Intensity,ns1:TriggerMethod,ns1:Time,ns1:LatitudeDegrees,ns1:LongitudeDegrees,ns1:AltitudeMeters,ns1:DistanceMeters3,ns1:Value4,ns2:Speed,ns2:RunCadence,ns2:Watts,ns2:AvgSpeed,ns2:AvgRunCadence,ns2:MaxRunCadence,ns2:AvgWatts,ns2:MaxWatts,ns1:Name,ns1:UnitId,ns1:ProductID,ns1:VersionMajor,ns1:VersionMinor,ns1:BuildMajor,ns1:BuildMinor,ns1:Name5,ns1:VersionMajor6,ns1:VersionMinor7,ns1:BuildMajor8,ns1:BuildMinor9,ns1:LangID,ns1:PartNumber,Unnamed: 39,Unnamed: 40,Unnamed: 41,RowColor,Lap,Gear
2167,2024-06-14 08:24:51,524.83,0.0,22.3,138.0,0.0,32.0,65.0,140.0,130.0,20.4,19.0,21.0,16.0,37.0,0.0,371.0,63.19048387929797,14.658237230032682,,NR,Running,2024-06-14T06:47:00.000Z,2024-06-14T08:14:12.000Z,807.223,1000.0,7.138000011444092,60.0,121.0,179.0,Active,Manual,2024-06-14 08:24:52,63.190441047772765,14.658250138163567,363.79998779296875,17217.58984375,105.0,3.507999897003174,43.0,422.0,1.2389999628067017,12.0,65.0,110.0,719.0,Forerunner 955,3474075110.0,4024.0,17.0,28.0,0.0,0.0,Connect Api,0.0,0.0,0.0,0.0,en,006-D2449-00,,169.46449704142012,181.0,FFFFFF,1,2.0V
2167,2024-06-14 08:24:52,530.8,0.0,22.4,138.0,0.0,31.0,66.0,140.0,150.0,20.4,17.3,23.0,12.0,35.0,0.0,371.0,63.19051271304488,14.658337393775582,,NR,Running,2024-06-14T06:47:00.000Z,2024-06-14T08:14:12.000Z,807.223,1000.0,7.138000011444092,60.0,121.0,179.0,Active,Manual,2024-06-14 08:24:52,63.190441047772765,14.658250138163567,363.79998779296875,17217.58984375,105.0,3.507999897003174,43.0,422.0,1.2389999628067017,12.0,65.0,110.0,719.0,Forerunner 955,3474075110.0,4024.0,17.0,28.0,0.0,0.0,Connect Api,0.0,0.0,0.0,0.0,en,006-D2449-00,,169.46449704142012,181.0,FFFFFF,1,2.0V
2167,2024-06-14 08:24:53,536.92,0.0,23.2,150.0,0.0,0.0,66.0,0.0,110.0,0.0,10.6,28.0,11.0,39.0,0.0,372.0,63.190544648095965,14.65843697078526,,NR,Running,2024-06-14T06:47:00.000Z,2024-06-14T08:14:12.000Z,807.223,1000.0,7.138000011444092,60.0,121.0,179.0,Active,Manual,2024-06-14 08:24:53,63.190473737195134,14.658364383503795,363.6000061035156,17223.7890625,108.0,4.9079999923706055,41.0,532.0,1.2389999628067017,12.0,65.0,110.0,719.0,Forerunner 955,3474075110.0,4024.0,17.0,28.0,0.0,0.0,Connect Api,0.0,0.0,0.0,0.0,en,006-D2449-00,,,,FFFFFF,1,3.0
2167,2024-06-14 08:24:54,543.57,0.0,23.2,166.0,0.0,44.0,66.0,130.0,110.0,42.8,10.6,31.0,12.0,43.0,0.0,372.0,63.19057675078511,14.6585488691926,,NR,Running,2024-06-14T06:47:00.000Z,2024-06-14T08:14:12.000Z,807.223,1000.0,7.138000011444092,60.0,121.0,179.0,Active,Manual,2024-06-14 08:24:54,63.190507013350725,14.658471755683422,363.3999938964844,17230.650390625,113.0,5.39300012588501,37.0,536.0,1.2389999628067017,12.0,65.0,110.0,719.0,Forerunner 955,3474075110.0,4024.0,17.0,28.0,0.0,0.0,Connect Api,0.0,0.0,0.0,0.0,en,006-D2449-00,,,,FFFFFF,1,3.0
2167,2024-06-14 08:24:55,550.41,0.0,24.2,174.0,0.0,32.0,68.0,120.0,140.0,52.9,16.8,30.0,13.0,43.0,0.0,372.0,63.19061036221683,14.65866319835186,,NR,Running,2024-06-14T06:47:00.000Z,2024-06-14T08:14:12.000Z,807.223,1000.0,7.138000011444092,60.0,121.0,179.0,Active,Manual,2024-06-14 08:24:55,63.190540289506316,14.658591700717807,363.3999938964844,17237.41015625,117.0,5.822000026702881,35.0,587.0,1.2389999628067017,12.0,65.0,110.0,719.0,Forerunner 955,3474075110.0,4024.0,17.0,28.0,0.0,0.0,Connect Api,0.0,0.0,0.0,0.0,en,006-D2449-00,,,,FFFFFF,1,3.0
2167,2024-06-14 08:24:56,558.04,0.0,25.6,179.0,0.0,34.0,68.0,120.0,120.0,52.9,14.9,28.0,14.0,42.0,0.0,372.0,63.19064640440047,14.658792447298763,,NR,Running,2024-06-14T06:47:00.000Z,2024-06-14T08:14:12.000Z,807.223,1000.0,7.138000011444092,60.0,121.0,179.0,Active,Manual,2024-06-14 08:24:56,63.190577924251556,14.65870862826705,363.20001220703125,17244.490234375,120.0,6.428999900817871,39.0,628.0,1.2389999628067017,12.0,65.0,110.0,719.0,Forerunner 955,3474075110.0,4024.0,17.0,28.0,0.0,0.0,Connect Api,0.0,0.0,0.0,0.0,en,006-D2449-00,,,,FFFFFF,1,3.0
2167,2024-06-14 08:24:57,564.52,0.0,25.6,179.0,0.0,0.0,68.0,0.0,120.0,0.0,14.9,29.0,15.0,44.0,0.0,367.0,63.19068521261215,14.658889090642331,,NR,Running,2024-06-14T06:47:00.000Z,2024-06-14T08:14:12.000Z,807.223,1000.0,7.138000011444092,60.0,121.0,179.0,Active,Manual,2024-06-14 08:24:57,63.19061237387359,14.658816000446677,363.3999938964844,17251.3203125,123.0,6.550000190734863,40.0,631.0,1.2389999628067017,12.0,65.0,110.0,719.0,Forerunner 955,3474075110.0,4024.0,17.0,28.0,0.0,0.0,Connect Api,0.0,0.0,0.0,0.0,en,006-D2449-00,,,,FFFFFF,1,3.0
2167,2024-06-14 08:24:58,570.01,0.0,24.3,179.0,0.0,53.0,70.0,170.0,130.0,58.3,17.2,31.0,14.0,45.0,0.0,367.0,63.190716560930014,14.65897349640727,,NR,Running,2024-06-14T06:47:00.000Z,2024-06-14T08:14:12.000Z,807.223,1000.0,7.138000011444092,60.0,121.0,179.0,Active,Manual,2024-06-14 08:24:58,63.19065034389496,14.658931586891413,363.3999938964844,17258.26953125,128.0,7.138000011444092,42.0,691.0,1.2389999628067017,12.0,65.0,110.0,719.0,Forerunner 955,3474075110.0,4024.0,17.0,28.0,0.0,0.0,Connect Api,0.0,0.0,0.0,0.0,en,006-D2449-00,,,,FFFFFF,1,3.0
2167,2024-06-14 08:24:59,576.92,0.0,24.3,182.0,0.0,42.0,70.0,120.0,130.0,14.6,17.2,31.0,13.0,44.0,0.0,367.0,63.19075151346624,14.659087490290403,,NR,Running,2024-06-14T06:47:00.000Z,2024-06-14T08:14:12.000Z,807.223,1000.0,7.138000011444092,60.0,121.0,179.0,Active,Manual,2024-06-14 08:24:59,63.19068479351699,14.659044491127133,363.6000061035156,17265.509765625,130.0,7.138000011444092,42.0,708.0,1.2389999628067017,12.0,65.0,110.0,719.0,Forerunner 955,3474075110.0,4024.0,17.0,28.0,0.0,0.0,Connect Api,0.0,0.0,0.0,0.0,en,006-D2449-00,,,,FFFFFF,1,3.0
2167,2024-06-14 08:25:00,583.04,0.0,21.9,182.0,0.0,44.0,71.0,150.0,130.0,50.6,13.2,34.0,13.0,47.0,0.0,367.0,63.19078831002116,14.659178098663688,,NR,Running,2024-06-14T06:47:00.000Z,2024-06-14T08:14:12.000Z,807.223,1000.0,7.138000011444092,60.0,121.0,179.0,Active,Manual,2024-06-14 08:25:00,63.19071773439646,14.659145409241319,363.79998779296875,17272.0,133.0,7.10099983215332,42.0,719.0,1.2389999628067017,12.0,65.0,110.0,719.0,Forerunner 955,3474075110.0,4024.0,17.0,28.0,0.0,0.0,Connect Api,0.0,0.0,0.0,0.0,en,006-D2449-00,,,,FFFFFF,1,4.0
