sessionid,tt_s,distance_m,slope_pct,speed_kmph,power_w,heartrate_bpm,frequency_ppm,cycle,thrust_left_ms,thrust_right_ms,impulse_left_ns,impulse_right_ns,force_meanl_n,force_meanr_n,f_tot_mean_n,treadmill_force_n,altitude_m,latitude_deg,longitude_deg,usernote = BIA24-22WR
2478,1726734261,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,361.0,63.19031976163387,14.657913353294134,
2478,1726734262,1.38,0.0,0.8,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,8.0,0.0,361.0,63.19031976163387,14.657921651378274,
2478,1726734263,1.72,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,14.0,26.0,0.0,361.0,63.19031976163387,14.657921651378274,
2478,1726734264,2.07,0.0,1.3,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,22.0,46.0,0.0,361.0,63.1903166603297,14.657921651378274,
2478,1726734265,2.41,0.0,1.5,14.0,0.0,75.0,1.0,270.0,250.0,27.5,24.4,31.0,26.0,57.0,0.0,361.0,63.190313559025526,14.657921064645052,
2478,1726734266,2.76,0.0,1.8,14.0,0.0,71.0,2.0,310.0,290.0,30.4,23.2,31.0,24.0,55.0,0.0,361.0,63.19031045772135,14.657920561730862,
2478,1726734267,3.1,0.0,2.0,14.0,0.0,93.0,4.0,320.0,140.0,27.4,7.4,23.0,17.0,40.0,0.0,361.0,63.19030735641718,14.657920058816671,
2478,1726734268,3.45,0.0,2.3,8.0,0.0,0.0,4.0,170.0,170.0,12.7,12.7,12.0,9.0,21.0,0.0,361.0,63.190304255113006,14.657919555902481,
2478,1726734269,3.79,0.0,2.5,3.0,0.0,0.0,4.0,170.0,170.0,12.7,12.7,4.0,3.0,7.0,0.0,361.0,63.19030115380883,14.65791905298829,
2478,1726734270,4.14,0.0,2.8,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,361.0,63.19029805250466,14.657918466255069,
2478,1726734271,4.49,0.0,3.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,361.0,63.190294951200485,14.657917963340878,
2478,1726734272,4.83,0.0,3.3,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,361.0,63.19029268808663,14.657917460426688,
2478,1726734273,5.0,0.0,3.3,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,361.0,63.19029268808663,14.657914191484451,
